pair	note	L1_pred	L1_zero	cos
P03_01_to_01	identity	0.015170	0.000000	nan
P03_01_to_02	pair	0.218731	0.286537	0.734475
P03_01_to_06	pair	0.635680	1.236781	0.893379
P03_02_to_08	pair	0.312878	0.466494	0.832147
P03_05_to_09	pair	0.536890	0.826908	0.801509
P03_10_to_01	pair	0.155812	0.161158	0.383605
