pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.017345	0.000000	1734460.517764	nan	nan
01_to_02	pair	0.761489	0.788029	0.966321	0.3042604327201843	0.10849405080080032
01_to_03	pair	1.743185	1.657860	1.051467	-0.005439248401671648	0.20627538859844208
01_to_04	pair	3.043473	2.686299	1.132962	-0.2086116373538971	0.24729779362678528
01_to_05	pair	3.739202	3.225876	1.159128	-0.33360278606414795	0.25669747591018677
01_to_06	pair	4.587389	3.919060	1.170533	-0.4295273423194885	0.2387218028306961
01_to_07	pair	4.766031	4.053387	1.175814	-0.4611303508281708	0.2318142056465149
01_to_08	pair	3.574164	2.963247	1.206165	-0.46608173847198486	0.23233816027641296
01_to_09	pair	1.924573	1.512713	1.272266	-0.4713338017463684	0.27479133009910583
01_to_10	pair	0.797936	0.694315	1.149242	-0.4384603500366211	0.18327534198760986
02_to_01	pair	0.738231	0.754466	0.978480	0.19459542632102966	0.13516294956207275
02_to_02	identity	0.007472	0.000000	747245.131060	nan	nan
02_to_03	pair	1.001885	0.951144	1.053347	0.02366608753800392	0.2237122654914856
02_to_04	pair	2.091542	1.856491	1.126610	-0.16724449396133423	0.2304389923810959
02_to_05	pair	2.735425	2.368957	1.154696	-0.3057042956352234	0.23602381348609924
02_to_06	pair	3.569962	3.060158	1.166594	-0.4155528247356415	0.22537879645824432
02_to_07	pair	3.835989	3.240549	1.183747	-0.4664618968963623	0.2331300675868988
02_to_08	pair	2.755364	2.224658	1.238556	-0.5154584646224976	0.2659483253955841
02_to_09	pair	1.441216	1.088547	1.323982	-0.522616446018219	0.3618815839290619
02_to_10	pair	0.647253	0.607461	1.065504	0.04387305676937103	0.26433414220809937
03_to_01	pair	1.651707	1.566961	1.054083	-0.00201838044449687	0.20276811718940735
03_to_02	pair	0.959787	0.895777	1.071458	-0.009626041166484356	0.23775871098041534
03_to_03	identity	0.010808	0.000000	1080769.114196	nan	nan
03_to_04	pair	1.128218	1.042741	1.081973	-0.2241355925798416	0.1521093249320984
03_to_05	pair	1.813637	1.596675	1.135884	-0.3525470495223999	0.20026524364948273
03_to_06	pair	2.619305	2.294480	1.141568	-0.4312761723995209	0.19488166272640228
03_to_07	pair	2.831027	2.428555	1.165725	-0.5115248560905457	0.20950601994991302
03_to_08	pair	1.863559	1.509679	1.234407	-0.5694600343704224	0.28286582231521606
03_to_09	pair	1.035053	0.947078	1.092892	0.040443211793899536	0.3455420434474945
03_to_10	pair	1.133609	1.165889	0.972313	0.27261167764663696	0.3027019500732422
04_to_01	pair	2.717885	2.445544	1.111362	-0.081581711769104	0.23506826162338257
04_to_02	pair	1.922346	1.699304	1.131255	-0.13839216530323029	0.24956591427326202
04_to_03	pair	1.083694	1.006448	1.076752	-0.18312802910804749	0.15758384764194489
04_to_04	identity	0.009556	0.000000	955617.148429	nan	nan
04_to_05	pair	0.633613	0.564615	1.122204	-0.2831000089645386	0.23050449788570404
04_to_06	pair	1.402596	1.229325	1.140948	-0.48094016313552856	0.1959610879421234
04_to_07	pair	1.627852	1.380084	1.179532	-0.5885442495346069	0.2298174500465393
04_to_08	pair	1.061965	0.936057	1.134509	-0.16053877770900726	0.3304665982723236
04_to_09	pair	1.296658	1.338977	0.968394	0.2919555604457855	0.2809898555278778
04_to_10	pair	2.064221	1.955206	1.055757	0.10583468526601791	0.30524617433547974
05_to_01	pair	3.253927	2.829511	1.149996	-0.13621723651885986	0.2770596742630005
05_to_02	pair	2.587244	2.143656	1.206930	-0.2267608940601349	0.3169345557689667
05_to_03	pair	1.734052	1.507836	1.150027	-0.3087965250015259	0.22441644966602325
05_to_04	pair	0.658136	0.567273	1.160175	-0.26807892322540283	0.27856913208961487
05_to_05	identity	0.011191	0.000000	1119084.469974	nan	nan
05_to_06	pair	0.804055	0.745984	1.077845	-0.3967261016368866	0.12218781560659409
05_to_07	pair	0.994869	0.864177	1.151233	-0.5160126090049744	0.21579843759536743
05_to_08	pair	0.918902	0.930967	0.987040	0.245505690574646	0.28363028168678284
05_to_09	pair	1.601599	1.608126	0.995941	0.17772556841373444	0.2925008237361908
05_to_10	pair	2.603016	2.304190	1.129688	0.001794892130419612	0.3421427011489868
06_to_01	pair	3.979041	3.400763	1.170043	-0.2291305512189865	0.2683487832546234
06_to_02	pair	3.321045	2.751199	1.207126	-0.3138255774974823	0.2911205589771271
06_to_03	pair	2.590524	2.188906	1.183479	-0.41283056139945984	0.23588716983795166
06_to_04	pair	1.422070	1.216108	1.169362	-0.45959967374801636	0.24279676377773285
