pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.014871	0.000000	1487147.901207	nan	nan
01_to_02	pair	0.667856	0.641546	1.041010	-0.016717689111828804	0.189951092004776
01_to_03	pair	2.013691	1.791403	1.124086	-0.17182494699954987	0.24131903052330017
01_to_04	pair	3.550078	3.010365	1.179285	-0.2599738538265228	0.27486348152160645
01_to_05	pair	4.564218	3.755739	1.215265	-0.3083694875240326	0.2869665324687958
01_to_06	pair	4.812716	3.874719	1.242081	-0.32038745284080505	0.30591878294944763
01_to_07	pair	4.504993	3.586688	1.256032	-0.4076841473579407	0.31042155623435974
01_to_08	pair	3.545104	2.786743	1.272132	-0.4907773733139038	0.3174675405025482
01_to_09	pair	2.180997	1.677839	1.299884	-0.5363339185714722	0.3292383551597595
01_to_10	pair	0.818145	0.648624	1.261354	-0.46517908573150635	0.310359925031662
02_to_01	pair	0.699893	0.635877	1.100674	-0.08111032843589783	0.23967847228050232
02_to_02	identity	0.013691	0.000000	1369106.583297	nan	nan
02_to_03	pair	1.258569	1.119208	1.124517	-0.23053047060966492	0.18469655513763428
02_to_04	pair	2.854652	2.338108	1.220924	-0.347615122795105	0.2800121009349823
02_to_05	pair	3.852416	3.051799	1.262343	-0.38254761695861816	0.302490770816803
02_to_06	pair	4.155498	3.173017	1.309636	-0.40125772356987	0.33577102422714233
02_to_07	pair	3.890246	2.957922	1.315196	-0.528805673122406	0.34005409479141235
02_to_08	pair	3.055058	2.334677	1.308557	-0.5943105816841125	0.3463350534439087
02_to_09	pair	1.681902	1.391378	1.208803	-0.4695473909378052	0.28091004490852356
02_to_10	pair	0.816110	0.789012	1.034343	-0.011974812485277653	0.16694869101047516
03_to_01	pair	1.985546	1.687705	1.176477	-0.12753558158874512	0.300699383020401
03_to_02	pair	1.254645	1.104555	1.135882	-0.21217873692512512	0.18461403250694275
03_to_03	identity	0.013330	0.000000	1332971.826196	nan	nan
03_to_04	pair	1.333561	1.095500	1.217309	-0.2951892912387848	0.28490737080574036
03_to_05	pair	2.262980	1.776196	1.274060	-0.4086512625217438	0.313536137342453
03_to_06	pair	2.544006	1.891985	1.344623	-0.42629274725914	0.3697291314601898
03_to_07	pair	2.543880	1.828169	1.391490	-0.5370914936065674	0.436667799949646
03_to_08	pair	1.835841	1.475286	1.244397	-0.5139471292495728	0.3494177758693695
03_to_09	pair	1.412941	1.338637	1.055508	0.02302279695868492	0.20576627552509308
03_to_10	pair	1.545982	1.463770	1.056165	0.06573266535997391	0.2459259033203125
04_to_01	pair	3.400064	2.786018	1.220403	-0.2514336407184601	0.3077290952205658
04_to_02	pair	2.715791	2.195899	1.236756	-0.3350738286972046	0.28801146149635315
04_to_03	pair	1.306986	1.053345	1.240795	-0.4007818102836609	0.28478607535362244
04_to_04	identity	0.019894	0.000000	1989351.958036	nan	nan
04_to_05	pair	0.861779	0.675413	1.275929	-0.3589944541454315	0.3258439898490906
04_to_06	pair	1.231857	0.848220	1.452285	-0.49195578694343567	0.45571476221084595
04_to_07	pair	1.321553	0.960995	1.375192	-0.5069549679756165	0.487182080745697
04_to_08	pair	1.376355	1.272699	1.081445	-0.05122543126344681	0.2719140350818634
04_to_09	pair	1.867488	1.783997	1.046800	0.04688205569982529	0.2423531413078308
04_to_10	pair	2.656754	2.354811	1.128223	-0.10807522386312485	0.2820049226284027
05_to_01	pair	4.249271	3.468684	1.225038	-0.23817382752895355	0.30157122015953064
05_to_02	pair	3.647448	2.885791	1.263933	-0.36943674087524414	0.29890695214271545
05_to_03	pair	2.156616	1.720865	1.253217	-0.4369499981403351	0.28964266180992126
05_to_04	pair	0.782632	0.632006	1.238331	-0.3391711115837097	0.3114382028579712
05_to_05	identity	0.016987	0.000000	1698660.850525	nan	nan
05_to_06	pair	0.440432	0.353041	1.247539	-0.1934179961681366	0.4797961413860321
05_to_07	pair	0.963980	0.839294	1.148561	-0.13413015007972717	0.315621554851532
05_to_08	pair	1.502951	1.450433	1.036208	0.08574055135250092	0.2381233125925064
05_to_09	pair	2.420227	2.211273	1.094495	-0.05681896209716797	0.26205459237098694
05_to_10	pair	3.493793	2.919622	1.196659	-0.1455271691083908	0.3278997838497162
06_to_01	pair	4.569605	3.594424	1.271304	-0.3352199196815491	0.31169483065605164
06_to_02	pair	3.950344	3.007698	1.313411	-0.4342905580997467	0.32362842559814453
06_to_03	pair	2.539362	1.859188	1.365845	-0.5088286399841309	0.37537556886672974
06_to_04	pair	1.151563	0.836942	1.375917	-0.44718536734580994	0.4133457839488983
06_to_05	pair	0.437446	0.355925	1.229040	-0.2246767282485962	0.4333600401878357
06_to_06	identity	0.026148	0.000000	2614768.594503	nan	nan
06_to_07	pair	0.819975	0.777009	1.055297	-0.050569504499435425	0.19375461339950562
06_to_08	pair	1.630045	1.488837	1.094845	-0.07635912299156189	0.2606419324874878
06_to_09	pair	2.588036	2.251415	1.149515	-0.1558791846036911	0.2791684567928314
06_to_10	pair	3.697308	2.978291	1.241419	-0.24802741408348083	0.32441097497940063
07_to_01	pair	4.340798	3.392012	1.279712	-0.37284693121910095	0.32768750190734863
