pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
07_to_02	pair	3.765478	2.914897	1.291805	-0.5178424715995789	0.32235366106033325
07_to_03	pair	2.412198	1.871052	1.289220	-0.5678918361663818	0.34288057684898376
07_to_04	pair	1.273878	1.047080	1.216600	-0.35873934626579285	0.35531944036483765
07_to_05	pair	0.996031	0.895322	1.112483	-0.011972864158451557	0.28715112805366516
07_to_06	pair	0.833653	0.801318	1.040352	0.09701696783304214	0.21543535590171814
07_to_07	identity	0.042812	0.000000	4281163.215637	nan	nan
07_to_08	pair	1.010113	0.858591	1.176477	-0.2132321447134018	0.3120495080947876
07_to_09	pair	2.250632	1.827922	1.231251	-0.21865732967853546	0.33504247665405273
07_to_10	pair	3.451000	2.694384	1.280812	-0.2924552857875824	0.3513963222503662
08_to_01	pair	3.551351	2.779264	1.277803	-0.4652436375617981	0.32349100708961487
08_to_02	pair	2.967004	2.389163	1.241859	-0.5595495700836182	0.289385586977005
08_to_03	pair	1.870343	1.578666	1.184762	-0.35607558488845825	0.3189476430416107
08_to_04	pair	1.402508	1.348886	1.039753	0.12583157420158386	0.26436561346054077
08_to_05	pair	1.600563	1.560285	1.025814	0.12888459861278534	0.2589562237262726
08_to_06	pair	1.689145	1.584240	1.066218	0.026827959343791008	0.26808851957321167
08_to_07	pair	1.010075	0.925242	1.091688	-0.10536561161279678	0.22755081951618195
08_to_08	identity	0.024359	0.000000	2435914.613307	nan	nan
08_to_09	pair	1.310794	1.041124	1.259018	-0.2896396219730377	0.3048006594181061
08_to_10	pair	2.516110	2.071617	1.214563	-0.37893080711364746	0.27474960684776306
09_to_01	pair	2.097970	1.707849	1.228428	-0.48731839656829834	0.2710767090320587
09_to_02	pair	1.690276	1.424021	1.186974	-0.3671036660671234	0.2875893712043762
09_to_03	pair	1.487420	1.408347	1.056146	0.12092527747154236	0.24120818078517914
09_to_04	pair	1.989437	1.919653	1.036353	0.06445952504873276	0.21955516934394836
09_to_05	pair	2.657851	2.449473	1.085070	-0.06759177893400192	0.21917624771595
09_to_06	pair	2.749909	2.506655	1.097043	-0.0790671780705452	0.21505723893642426
09_to_07	pair	2.313134	1.959158	1.180677	-0.26358526945114136	0.25837084650993347
09_to_08	pair	1.288208	1.063209	1.211623	-0.35146382451057434	0.24159057438373566
09_to_09	identity	0.025011	0.000000	2501147.426665	nan	nan
09_to_10	pair	1.263204	0.983917	1.283852	-0.3063496947288513	0.3474211096763611
10_to_01	pair	0.746928	0.647440	1.153664	-0.23888225853443146	0.26173532009124756
10_to_02	pair	0.813278	0.805118	1.010135	0.16273190081119537	0.19735024869441986
10_to_03	pair	1.602468	1.535627	1.043526	0.056911494582891464	0.18913841247558594
10_to_04	pair	2.826604	2.558800	1.104660	-0.12628310918807983	0.23360002040863037
10_to_05	pair	3.701003	3.260957	1.134944	-0.22138988971710205	0.22436641156673431
10_to_06	pair	3.857921	3.389284	1.138270	-0.23349881172180176	0.2178245335817337
10_to_07	pair	3.581386	2.927397	1.223403	-0.3885786235332489	0.2644370496273041
10_to_08	pair	2.568758	2.117103	1.213337	-0.3942931592464447	0.2590249180793762
10_to_09	pair	1.235963	0.999469	1.236619	-0.3236405849456787	0.28009161353111267
10_to_10	identity	0.023394	0.000000	2339391.037822	nan	nan
