pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.050650	0.000000	5064991.861582	nan	nan
01_to_02	pair	0.700283	0.656595	1.066537	0.03789205104112625	0.19570228457450867
01_to_03	pair	2.796861	2.099708	1.332024	-0.2273932546377182	0.39995789527893066
01_to_04	pair	4.821479	3.184095	1.514238	-0.352392315864563	0.5284587740898132
01_to_05	pair	6.775591	4.598981	1.473281	-0.45099252462387085	0.46979841589927673
01_to_06	pair	7.754930	5.465049	1.419005	-0.483921617269516	0.4213714897632599
01_to_07	pair	7.201473	5.235468	1.375517	-0.5384646654129028	0.39861807227134705
01_to_08	pair	4.775378	3.762543	1.269189	-0.591873288154602	0.3059622347354889
01_to_09	pair	2.562240	2.061334	1.243001	-0.5983789563179016	0.27361008524894714
01_to_10	pair	0.700677	0.597547	1.172588	-0.6012900471687317	0.21045981347560883
02_to_01	pair	0.707504	0.674338	1.049182	0.028692049905657768	0.17121060192584991
02_to_02	identity	0.046553	0.000000	4655314.981937	nan	nan
02_to_03	pair	1.909637	1.465119	1.303400	-0.3110608756542206	0.3457629084587097
02_to_04	pair	3.688438	2.508776	1.470214	-0.40755099058151245	0.4749526083469391
02_to_05	pair	5.795612	4.038593	1.435057	-0.5058861374855042	0.4345829486846924
02_to_06	pair	6.862828	4.935557	1.390487	-0.5360870361328125	0.39455515146255493
02_to_07	pair	6.398576	4.691768	1.363788	-0.5816832780838013	0.38536810874938965
02_to_08	pair	4.086332	3.227616	1.266053	-0.6647809743881226	0.2967427670955658
02_to_09	pair	1.981832	1.629292	1.216376	-0.6248316764831543	0.25967642664909363
02_to_10	pair	0.914118	0.857290	1.066288	-0.01439233124256134	0.2809825539588928
03_to_01	pair	2.721331	2.002459	1.358995	-0.3258625566959381	0.3929036259651184
03_to_02	pair	1.789040	1.386307	1.290508	-0.41700300574302673	0.3137153685092926
03_to_03	identity	0.049538	0.000000	4953815.042973	nan	nan
03_to_04	pair	1.395147	1.047559	1.331808	-0.3396454453468323	0.36355194449424744
03_to_05	pair	3.221249	2.324569	1.385740	-0.5665540099143982	0.3764350414276123
03_to_06	pair	4.333531	3.178562	1.363362	-0.6010174751281738	0.354219913482666
03_to_07	pair	4.122276	3.079584	1.338582	-0.6703872084617615	0.3465886414051056
03_to_08	pair	2.351131	1.903427	1.235210	-0.6568923592567444	0.2865055203437805
03_to_09	pair	1.332575	1.263168	1.054947	0.09773986041545868	0.3013816475868225
03_to_10	pair	2.107927	1.678269	1.256013	-0.1685921996831894	0.36562249064445496
04_to_01	pair	4.590739	2.994959	1.532822	-0.4359322488307953	0.525829017162323
04_to_02	pair	3.530026	2.400669	1.470434	-0.4903927743434906	0.4641607701778412
04_to_03	pair	1.265228	0.929534	1.361143	-0.3877028822898865	0.428390234708786
04_to_04	identity	0.043053	0.000000	4305269.569159	nan	nan
04_to_05	pair	1.571572	1.280685	1.227134	-0.5074265599250793	0.2158827781677246
04_to_06	pair	2.640289	2.102872	1.255563	-0.6532430052757263	0.24587996304035187
04_to_07	pair	2.533155	2.039332	1.242149	-0.7018323540687561	0.25485140085220337
04_to_08	pair	1.647696	1.521547	1.082909	-0.08782527595758438	0.23193539679050446
04_to_09	pair	1.923965	1.724164	1.115883	0.004115194082260132	0.37894517183303833
04_to_10	pair	3.556056	2.527518	1.406936	-0.2958986759185791	0.4755939245223999
05_to_01	pair	6.717640	4.337146	1.548862	-0.5326244235038757	0.5208202004432678
05_to_02	pair	5.665286	3.806314	1.488392	-0.5872561931610107	0.47145864367485046
05_to_03	pair	3.109308	2.185565	1.422657	-0.615324079990387	0.41548076272010803
05_to_04	pair	1.567444	1.277923	1.226556	-0.5692656636238098	0.23007479310035706
05_to_05	identity	0.035578	0.000000	3557846.322656	nan	nan
05_to_06	pair	0.904879	0.738535	1.225235	-0.6377087235450745	0.2302762269973755
05_to_07	pair	1.067169	0.936510	1.139517	-0.3482136130332947	0.2922227382659912
05_to_08	pair	1.625477	1.514408	1.073342	0.003982353024184704	0.28065600991249084
05_to_09	pair	3.357285	2.554564	1.314230	-0.3189600110054016	0.41182246804237366
05_to_10	pair	5.484488	3.733130	1.469139	-0.444285124540329	0.48948442935943604
06_to_01	pair	7.740599	5.040133	1.535793	-0.574912965297699	0.5027742981910706
06_to_02	pair	6.653209	4.580932	1.452370	-0.6155586242675781	0.440228134393692
06_to_03	pair	4.262445	3.026743	1.408261	-0.6445574760437012	0.3936675190925598
06_to_04	pair	2.687090	2.075886	1.294430	-0.6752069592475891	0.28518548607826233
06_to_05	pair	0.817695	0.691954	1.181718	-0.5869466662406921	0.19898539781570435
06_to_06	identity	0.049967	0.000000	4996725.171804	nan	nan
06_to_07	pair	0.694069	0.678696	1.022650	0.1256837546825409	0.18512636423110962
06_to_08	pair	2.178607	1.911506	1.139734	-0.2754102945327759	0.26439112424850464
06_to_09	pair	4.247050	3.192810	1.330192	-0.434648334980011	0.37475526332855225
06_to_10	pair	6.457005	4.470196	1.444457	-0.5234394669532776	0.44926297664642334
07_to_01	pair	7.467603	4.931075	1.514397	-0.6223585605621338	0.5032907724380493
07_to_02	pair	6.437184	4.463286	1.442252	-0.6672639846801758	0.43738123774528503
07_to_03	pair	4.076039	2.956557	1.378644	-0.7178686857223511	0.37567055225372314
07_to_04	pair	2.550390	2.074764	1.229243	-0.7155802845954895	0.24583135545253754
07_to_05	pair	1.082109	0.953767	1.134563	-0.2637871503829956	0.2813887298107147
07_to_06	pair	0.731487	0.700727	1.043896	-0.02927524410188198	0.17936399579048157
07_to_07	identity	0.053485	0.000000	5348472.669721	nan	nan
07_to_08	pair	1.748541	1.496277	1.168594	-0.3810555338859558	0.2514866888523102
07_to_09	pair	3.928693	2.905271	1.352264	-0.5195616483688354	0.37751030921936035
07_to_10	pair	6.181880	4.325831	1.429062	-0.5971387028694153	0.45047059655189514
08_to_01	pair	5.160437	3.682563	1.401317	-0.6994076371192932	0.4097442030906677
08_to_02	pair	4.467538	3.251143	1.374144	-0.7397484183311462	0.37907618284225464
