pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.018979	0.000000	1897916.942835	nan	nan
01_to_02	pair	0.766445	0.800928	0.956947	0.33396056294441223	0.12416157871484756
01_to_03	pair	1.870461	1.698007	1.101563	-0.007369667291641235	0.2613964080810547
01_to_04	pair	2.750252	2.295995	1.197847	-0.1540078967809677	0.34099945425987244
01_to_05	pair	3.179726	2.547780	1.248038	-0.2701447010040283	0.36277368664741516
01_to_06	pair	3.631239	2.888724	1.257039	-0.33004629611968994	0.3394986689090729
01_to_07	pair	3.970607	3.170722	1.252272	-0.3946276307106018	0.306345671415329
01_to_08	pair	3.791364	3.165049	1.197885	-0.40549513697624207	0.22563551366329193
01_to_09	pair	2.420443	2.001783	1.209144	-0.4979020059108734	0.21485529839992523
01_to_10	pair	0.898548	0.774033	1.160866	-0.4779036343097687	0.18649762868881226
02_to_01	pair	0.794657	0.807185	0.984479	0.24231140315532684	0.19777965545654297
02_to_02	identity	0.009947	0.000000	994714.908302	nan	nan
02_to_03	pair	1.183647	0.952400	1.242804	-0.06558641046285629	0.3872692883014679
02_to_04	pair	2.281883	1.582155	1.442263	-0.256936252117157	0.5105695128440857
02_to_05	pair	2.816681	1.823710	1.544478	-0.3475058376789093	0.594252347946167
02_to_06	pair	3.436611	2.207020	1.557128	-0.43161147832870483	0.56903076171875
02_to_07	pair	3.743334	2.510180	1.491261	-0.5115369558334351	0.4776386022567749
02_to_08	pair	3.337145	2.505506	1.331925	-0.5686466693878174	0.30546319484710693
02_to_09	pair	2.061151	1.537283	1.340775	-0.6297727823257446	0.3281511962413788
02_to_10	pair	0.865976	0.811715	1.066847	0.06078740954399109	0.2718958854675293
03_to_01	pair	1.840875	1.674340	1.099463	-0.033292531967163086	0.24249111115932465
03_to_02	pair	1.127668	0.931908	1.210063	-0.06445412337779999	0.3631313741207123
03_to_03	identity	0.012073	0.000000	1207342.185080	nan	nan
03_to_04	pair	0.842626	0.709672	1.187347	-0.20158740878105164	0.2809053361415863
03_to_05	pair	1.287385	0.952034	1.352247	-0.35930055379867554	0.4168592691421509
03_to_06	pair	1.810220	1.327422	1.363711	-0.4588984549045563	0.392902135848999
03_to_07	pair	2.201940	1.621661	1.357830	-0.5873472094535828	0.3598906993865967
03_to_08	pair	2.126036	1.615267	1.316213	-0.6365984082221985	0.29248741269111633
03_to_09	pair	1.277195	1.060435	1.204407	-0.22698761522769928	0.36835747957229614
03_to_10	pair	1.368255	1.360410	1.005767	0.2554856836795807	0.3192605674266815
04_to_01	pair	2.729520	2.278257	1.198074	-0.16467680037021637	0.32949119806289673
04_to_02	pair	1.965765	1.596060	1.231636	-0.18069662153720856	0.35377663373947144
04_to_03	pair	0.833196	0.673136	1.237782	-0.22388216853141785	0.3608884811401367
04_to_04	identity	0.008699	0.000000	869899.615645	nan	nan
04_to_05	pair	0.554965	0.453905	1.222646	-0.21046452224254608	0.3120695948600769
