pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.021833	0.000000	2183286.659420	nan	nan
01_to_02	pair	0.593567	0.558431	1.062920	0.07985751330852509	0.2504948377609253
01_to_03	pair	1.644636	1.452900	1.131968	0.034211911261081696	0.27283212542533875
01_to_04	pair	2.440077	1.949521	1.251629	-0.14730696380138397	0.3630951941013336
01_to_05	pair	2.922886	2.299932	1.270858	-0.20883359014987946	0.34483882784843445
01_to_06	pair	3.087190	2.427638	1.271685	-0.2431412786245346	0.32081201672554016
01_to_07	pair	3.003435	2.239447	1.341150	-0.35865896940231323	0.3574776351451874
01_to_08	pair	2.309062	1.628197	1.418171	-0.38345634937286377	0.39786896109580994
01_to_09	pair	1.493236	0.948073	1.575022	-0.37662938237190247	0.5470792651176453
01_to_10	pair	0.668263	0.324444	2.059718	-0.24395032227039337	1.0605835914611816
02_to_01	pair	0.653851	0.554811	1.178510	-0.03631506487727165	0.3286707401275635
02_to_02	identity	0.016320	0.000000	1631997.153163	nan	nan
02_to_03	pair	1.068633	0.937271	1.140154	-0.11538819968700409	0.2280016839504242
02_to_04	pair	2.072007	1.452691	1.426323	-0.3343464136123657	0.46238887310028076
02_to_05	pair	2.646260	1.852929	1.428150	-0.32124364376068115	0.44749969244003296
02_to_06	pair	3.018342	2.021247	1.493307	-0.3651313781738281	0.4931432008743286
02_to_07	pair	2.954258	1.849465	1.597359	-0.5204439163208008	0.5594673752784729
02_to_08	pair	2.124791	1.271130	1.671577	-0.4987832307815552	0.5882140398025513
02_to_09	pair	1.241751	0.696253	1.783476	-0.48211976885795593	0.7433545589447021
02_to_10	pair	0.607606	0.509884	1.191654	-0.048872210085392	0.4155864417552948
03_to_01	pair	1.730446	1.387585	1.247092	-0.08702065050601959	0.36742469668388367
03_to_02	pair	1.064738	0.881307	1.208136	-0.1271986961364746	0.2672872245311737
03_to_03	identity	0.016461	0.000000	1646069.809794	nan	nan
03_to_04	pair	0.928284	0.516167	1.798417	-0.3018079996109009	0.8627422451972961
03_to_05	pair	1.500593	0.895460	1.675779	-0.36555686593055725	0.6912437081336975
03_to_06	pair	1.785702	1.058744	1.686623	-0.44036683440208435	0.6797266602516174
03_to_07	pair	1.905391	0.935383	2.037017	-0.5525482892990112	0.9537636637687683
03_to_08	pair	1.170706	0.641388	1.825269	-0.3562007546424866	0.9764524102210999
03_to_09	pair	0.878730	0.690563	1.272483	0.2777360677719116	0.749982476234436
03_to_10	pair	1.380331	1.188105	1.161792	0.18339493870735168	0.3776499927043915
04_to_01	pair	2.445681	1.868598	1.308832	-0.1656191647052765	0.42501595616340637
04_to_02	pair	2.041385	1.384805	1.474132	-0.2877315580844879	0.4947792589664459
04_to_03	pair	0.879433	0.509977	1.724456	-0.35096660256385803	0.7806668281555176
04_to_04	identity	0.036661	0.000000	3666077.926755	nan	nan
04_to_05	pair	0.572866	0.406366	1.409731	-0.28675124049186707	0.4487447738647461
04_to_06	pair	0.921129	0.567372	1.623502	-0.3827325701713562	0.6449702382087708
04_to_07	pair	1.122389	0.508327	2.208004	-0.4579222798347473	1.1004165410995483
04_to_08	pair	0.840864	0.552506	1.521909	0.14337696135044098	0.9743390083312988
04_to_09	pair	1.210680	1.037961	1.166403	0.2840409278869629	0.4940747022628784
04_to_10	pair	2.003830	1.651298	1.213488	0.059422776103019714	0.38745638728141785
05_to_01	pair	3.061241	2.230113	1.372684	-0.2358378916978836	0.474502831697464
05_to_02	pair	2.657629	1.807188	1.470588	-0.36762112379074097	0.5055585503578186
05_to_03	pair	1.453544	0.882214	1.647610	-0.4220251142978668	0.706445574760437
05_to_04	pair	0.558146	0.391993	1.423867	-0.3384917974472046	0.556054949760437
05_to_05	identity	0.020317	0.000000	2031731.791794	nan	nan
05_to_06	pair	0.347218	0.206488	1.681540	-0.27592429518699646	0.7645299434661865
05_to_07	pair	0.531284	0.293352	1.811083	-0.13644276559352875	1.1853495836257935
05_to_08	pair	0.830629	0.709533	1.170670	0.13236995041370392	0.4770788252353668
05_to_09	pair	1.596854	1.350026	1.182833	-0.06314030289649963	0.35227516293525696
05_to_10	pair	2.512207	2.004568	1.253241	-0.1286255419254303	0.40640372037887573
06_to_01	pair	3.354445	2.344224	1.430941	-0.28723448514938354	0.4938940405845642
06_to_02	pair	3.081511	1.942943	1.586001	-0.44164255261421204	0.5850678086280823
06_to_03	pair	1.806071	1.023733	1.764201	-0.4775947630405426	0.7977826595306396
06_to_04	pair	0.855253	0.548919	1.558068	-0.40373921394348145	0.6889122128486633
06_to_05	pair	0.282147	0.197175	1.430947	-0.1927819699048996	0.6676788926124573
06_to_06	identity	0.026834	0.000000	2683406.881988	nan	nan
06_to_07	pair	0.313403	0.256761	1.220602	0.1695815622806549	0.6569636464118958
06_to_08	pair	1.017296	0.779425	1.305188	-0.08497661352157593	0.5196458697319031
06_to_09	pair	1.837813	1.455388	1.262765	-0.18689298629760742	0.3885208070278168
06_to_10	pair	2.789903	2.104883	1.325443	-0.21089406311511993	0.43235912919044495
07_to_01	pair	3.157502	2.175454	1.451422	-0.3353434205055237	0.48975691199302673
07_to_02	pair	2.837043	1.783123	1.591052	-0.5244969725608826	0.5723406672477722
07_to_03	pair	1.691308	0.932330	1.814066	-0.5961238145828247	0.8459645509719849
07_to_04	pair	0.920248	0.490480	1.876219	-0.48315221071243286	1.025937557220459
07_to_05	pair	0.493559	0.281266	1.754776	0.015971370041370392	1.184817910194397
07_to_06	pair	0.329129	0.266472	1.235137	0.2244802862405777	0.6530455946922302
07_to_07	identity	0.034317	0.000000	3431742.638350	nan	nan
07_to_08	pair	0.746820	0.578268	1.291476	-0.2260248363018036	0.4453027844429016
07_to_09	pair	1.649513	1.259064	1.310110	-0.27325212955474854	0.4047949016094208
07_to_10	pair	2.673830	1.914756	1.396434	-0.3013627529144287	0.46167895197868347
08_to_01	pair	2.359590	1.597771	1.476802	-0.4519275724887848	0.48904216289520264
08_to_02	pair	1.989801	1.240741	1.603720	-0.5607585310935974	0.5980737209320068
08_to_03	pair	1.035187	0.640986	1.614993	-0.29398658871650696	0.8612884879112244
08_to_04	pair	0.727237	0.542766	1.339870	0.19236737489700317	0.7426199316978455
08_to_05	pair	0.809689	0.725960	1.115335	0.3242812752723694	0.4956519305706024
08_to_06	pair	0.894093	0.790356	1.131253	0.2030818611383438	0.3717631697654724
08_to_07	pair	0.694123	0.596317	1.164016	-0.15321801602840424	0.27281829714775085
08_to_08	identity	0.044075	0.000000	4407468.438148	nan	nan
08_to_09	pair	0.949578	0.663019	1.432203	-0.2822406589984894	0.5036592483520508
08_to_10	pair	1.838904	1.306086	1.407951	-0.3961236774921417	0.4535246193408966
09_to_01	pair	1.338486	0.913012	1.466011	-0.36255669593811035	0.5121430158615112
09_to_02	pair	1.114962	0.687915	1.620784	-0.4285210072994232	0.7202903628349304
09_to_03	pair	0.847273	0.724928	1.168769	0.34771430492401123	0.6163514852523804
09_to_04	pair	1.169997	1.091171	1.072240	0.36548396944999695	0.3774414658546448
09_to_05	pair	1.565166	1.384569	1.130436	0.20859988033771515	0.32902947068214417
09_to_06	pair	1.763234	1.489395	1.183859	0.02489030361175537	0.3194945156574249
09_to_07	pair	1.614916	1.275116	1.266486	-0.258170485496521	0.3187793493270874
09_to_08	pair	0.875467	0.687241	1.273885	-0.2571282386779785	0.3349629342556
09_to_09	identity	0.039657	0.000000	3965654.969215	nan	nan
09_to_10	pair	0.843509	0.639679	1.318645	-0.24906162917613983	0.3989499509334564
10_to_01	pair	0.395893	0.325787	1.215190	-0.1300879865884781	0.41510388255119324
10_to_02	pair	0.579578	0.526679	1.100439	0.11054061353206635	0.37862884998321533
10_to_03	pair	1.347967	1.255602	1.073562	0.2634456157684326	0.27960193157196045
10_to_04	pair	2.019053	1.728322	1.168216	0.07039547711610794	0.3251214325428009
10_to_05	pair	2.435503	2.058096	1.183377	-0.03602603077888489	0.285348504781723
