pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
06_to_10	pair	3.887208	2.199781	1.767088	-0.30966994166374207	0.9114378094673157
07_to_01	pair	4.452282	1.999545	2.226648	-0.443460613489151	1.1645188331604004
07_to_02	pair	3.543094	1.720166	2.059739	-0.4883098602294922	1.0077768564224243
07_to_03	pair	1.972138	0.961885	2.050284	-0.5326582789421082	0.9991518259048462
07_to_04	pair	1.057661	0.686072	1.541617	-0.4400457441806793	0.6392325758934021
07_to_05	pair	0.720292	0.649323	1.109296	0.01752883568406105	0.3904794752597809
07_to_06	pair	0.635938	0.593912	1.070760	-0.02991018444299698	0.26244044303894043
07_to_07	identity	0.055304	0.000000	5530388.280749	nan	nan
07_to_08	pair	0.775142	0.579483	1.337645	-0.12137765437364578	0.6363577842712402
07_to_09	pair	2.079852	1.210275	1.718495	-0.28911614418029785	0.8587313890457153
07_to_10	pair	3.389774	1.712303	1.979657	-0.38432037830352783	1.028205156326294
08_to_01	pair	2.851939	1.460120	1.953223	-0.4949209988117218	0.8989713788032532
08_to_02	pair	2.417121	1.283206	1.883658	-0.5520005226135254	0.8252996206283569
08_to_03	pair	1.330152	0.920044	1.445748	-0.34331050515174866	0.592400074005127
08_to_04	pair	1.133418	1.043537	1.086131	0.12432654201984406	0.4298190474510193
08_to_05	pair	1.327839	1.147658	1.156999	0.0746174082159996	0.5439110994338989
08_to_06	pair	1.549823	1.263521	1.226591	-0.058375850319862366	0.5608804821968079
08_to_07	pair	0.912473	0.581167	1.570071	-0.15320347249507904	0.8755826354026794
08_to_08	identity	0.027567	0.000000	2756679.803133	nan	nan
08_to_09	pair	0.964788	0.598325	1.612484	-0.28228580951690674	0.712024986743927
08_to_10	pair	2.101628	1.159120	1.813124	-0.40778812766075134	0.8547009825706482
09_to_01	pair	1.496727	0.868108	1.724126	-0.43557000160217285	0.752069354057312
09_to_02	pair	1.368166	0.826525	1.655323	-0.4778195023536682	0.7191647887229919
09_to_03	pair	1.084527	1.034785	1.048070	0.26071858406066895	0.46471282839775085
09_to_04	pair	1.813014	1.445714	1.254061	0.08221890777349472	0.7138416171073914
09_to_05	pair	2.504713	1.699672	1.473645	-0.06350444257259369	0.8455187082290649
09_to_06	pair	2.888309	1.819898	1.587072	-0.15784317255020142	0.8652122020721436
09_to_07	pair	2.336217	1.230000	1.899364	-0.29434651136398315	1.025942087173462
09_to_08	pair	1.025982	0.629847	1.628938	-0.2884940207004547	0.7127658724784851
09_to_09	identity	0.026598	0.000000	2659774.757922	nan	nan
09_to_10	pair	0.914856	0.462120	1.979695	-0.3196606934070587	1.0266783237457275
10_to_01	pair	0.462063	0.368350	1.254411	-0.37458547949790955	0.36521390080451965
10_to_02	pair	0.616164	0.595919	1.033974	0.05197121575474739	0.31858447194099426
10_to_03	pair	1.530175	1.269938	1.204921	0.07184012234210968	0.5835797190666199
10_to_04	pair	2.709316	1.727629	1.568228	-0.09584497660398483	0.9025692939758301
10_to_05	pair	3.719082	2.122561	1.752167	-0.20886479318141937	0.9760723114013672
10_to_06	pair	4.150980	2.266895	1.831130	-0.28013741970062256	0.9744202494621277
10_to_07	pair	3.546810	1.705894	2.079150	-0.3714521825313568	1.0971994400024414
10_to_08	pair	2.207907	1.178652	1.873247	-0.4110300838947296	0.8854644298553467
10_to_09	pair	0.901725	0.467399	1.929241	-0.3156088888645172	0.9758387804031372
10_to_10	identity	0.025900	0.000000	2589965.239167	nan	nan
