pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.047617	0.000000	4761692.136526	nan	nan
01_to_02	pair	0.512140	0.500032	1.024214	0.13608935475349426	0.27828526496887207
01_to_03	pair	1.845014	1.357139	1.359488	-0.02695535123348236	0.682942807674408
01_to_04	pair	3.218966	1.894294	1.699296	-0.17712955176830292	0.9384510517120361
01_to_05	pair	4.230520	2.303289	1.836730	-0.2845010757446289	0.9802575707435608
01_to_06	pair	4.599154	2.467744	1.863708	-0.3151072859764099	0.9578414559364319
01_to_07	pair	3.894167	1.953732	1.993194	-0.3802727460861206	1.0198122262954712
01_to_08	pair	2.457957	1.473227	1.668417	-0.39654257893562317	0.7069305181503296
01_to_09	pair	1.320532	0.841967	1.568388	-0.38777515292167664	0.6237513422966003
01_to_10	pair	0.431162	0.354582	1.215973	-0.37912827730178833	0.3190688490867615
02_to_01	pair	0.531046	0.504682	1.052239	0.06058758124709129	0.2446923702955246
02_to_02	identity	0.043528	0.000000	4352752.119303	nan	nan
02_to_03	pair	1.299957	0.962866	1.350092	-0.0637362152338028	0.5867818593978882
02_to_04	pair	2.477273	1.448203	1.710584	-0.18931373953819275	0.8883282542228699
02_to_05	pair	3.536047	1.870195	1.890737	-0.3148387372493744	0.9690645337104797
02_to_06	pair	3.967097	2.062728	1.923229	-0.3451809585094452	0.9607695937156677
02_to_07	pair	3.375750	1.638107	2.060763	-0.3934737741947174	1.0166631937026978
02_to_08	pair	2.159328	1.267377	1.703778	-0.4644111394882202	0.6991775631904602
02_to_09	pair	1.126455	0.785592	1.433894	-0.4247775077819824	0.5289868116378784
02_to_10	pair	0.626195	0.578488	1.082469	0.03944750502705574	0.3993661105632782
03_to_01	pair	1.890875	1.358387	1.392000	-0.09694693237543106	0.6704466938972473
03_to_02	pair	1.269087	0.966843	1.312609	-0.1685349941253662	0.5283058881759644
03_to_03	identity	0.042259	0.000000	4225862.398744	nan	nan
03_to_04	pair	0.899092	0.510750	1.760337	-0.23838543891906738	0.9031744003295898
03_to_05	pair	1.768637	0.903522	1.957491	-0.3427759110927582	0.9989798665046692
03_to_06	pair	2.255073	1.081128	2.085853	-0.3915850520133972	1.0376287698745728
03_to_07	pair	2.001691	0.936816	2.136696	-0.49704450368881226	1.0828365087509155
03_to_08	pair	1.245041	0.937866	1.327525	-0.3049887716770172	0.49856099486351013
03_to_09	pair	1.065845	1.029425	1.035380	0.2212047576904297	0.38174039125442505
03_to_10	pair	1.531644	1.249048	1.226250	0.05749744176864624	0.6111359596252441
04_to_01	pair	3.323878	1.860282	1.786761	-0.24026016891002655	0.9545090198516846
04_to_02	pair	2.471899	1.485778	1.663707	-0.2656937539577484	0.8244187235832214
04_to_03	pair	0.847520	0.496272	1.707774	-0.26958274841308594	0.8761518597602844
04_to_04	identity	0.046089	0.000000	4608930.647373	nan	nan
04_to_05	pair	0.724320	0.454253	1.594529	-0.3354887068271637	0.6399030089378357
04_to_06	pair	1.202134	0.675193	1.780430	-0.43287864327430725	0.7526394724845886
04_to_07	pair	1.112920	0.692926	1.606117	-0.37186381220817566	0.7381731271743774
04_to_08	pair	1.093485	1.061293	1.030333	0.13896171748638153	0.33025261759757996
04_to_09	pair	1.657740	1.410185	1.175548	0.0780584067106247	0.5626488327980042
04_to_10	pair	2.532597	1.703877	1.486372	-0.09354867786169052	0.8107980489730835
05_to_01	pair	4.375140	2.247924	1.946303	-0.3176014721393585	1.04166579246521
05_to_02	pair	3.494104	1.876347	1.862184	-0.3664153218269348	0.943402111530304
05_to_03	pair	1.655801	0.893099	1.853996	-0.3428138196468353	0.940302848815918
05_to_04	pair	0.655003	0.445717	1.469548	-0.3330012261867523	0.590965986251831
05_to_05	identity	0.037629	0.000000	3762872.517109	nan	nan
05_to_06	pair	0.457479	0.328048	1.394548	-0.28921326994895935	0.49402672052383423
05_to_07	pair	0.718407	0.672662	1.068006	0.05755521357059479	0.36258745193481445
05_to_08	pair	1.264457	1.151137	1.098441	0.0769348219037056	0.4266357123851776
05_to_09	pair	2.312059	1.661045	1.391930	-0.1010267585515976	0.7046871185302734
05_to_10	pair	3.539215	2.061899	1.716483	-0.22830110788345337	0.9252580404281616
06_to_01	pair	4.887040	2.424006	2.016101	-0.3657205402851105	1.0641134977340698
06_to_02	pair	3.886616	2.070816	1.876852	-0.3987613916397095	0.9351971745491028
06_to_03	pair	2.181264	1.093773	1.994256	-0.40919655561447144	1.0076050758361816
06_to_04	pair	1.169438	0.666478	1.754654	-0.4266816973686218	0.8105499148368835
06_to_05	pair	0.409594	0.319779	1.280865	-0.27979645133018494	0.40657472610473633
06_to_06	identity	0.056586	0.000000	5658596.381545	nan	nan
06_to_07	pair	0.610697	0.604346	1.010508	0.18285194039344788	0.20099756121635437
06_to_08	pair	1.456971	1.261639	1.154825	-0.05344753712415695	0.4446090757846832
06_to_09	pair	2.620338	1.795045	1.459762	-0.2028394490480423	0.7061268091201782
