pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.019112	0.000000	1911171.153188	nan	nan
01_to_02	pair	0.684878	0.656595	1.043076	0.11861572414636612	0.12867702543735504
01_to_03	pair	2.342080	2.099708	1.115431	-0.10598500818014145	0.1914929896593094
01_to_04	pair	3.687902	3.184095	1.158226	-0.1913582682609558	0.23264595866203308
01_to_05	pair	5.236015	4.598981	1.138516	-0.32233357429504395	0.1973739117383957
01_to_06	pair	6.199278	5.465049	1.134350	-0.39862897992134094	0.18333087861537933
01_to_07	pair	6.022447	5.235468	1.150317	-0.4890414774417877	0.19591474533081055
01_to_08	pair	4.422332	3.762543	1.175357	-0.5528711676597595	0.21360598504543304
01_to_09	pair	2.494127	2.061334	1.209958	-0.6186792850494385	0.23498986661434174
01_to_10	pair	0.701627	0.597547	1.174178	-0.4913879632949829	0.21553824841976166
02_to_01	pair	0.724672	0.674338	1.074641	-0.04764166474342346	0.15520593523979187
02_to_02	identity	0.007405	0.000000	740468.082950	nan	nan
02_to_03	pair	1.611791	1.465119	1.100109	-0.13298854231834412	0.1604565978050232
02_to_04	pair	2.843796	2.508776	1.133539	-0.21752022206783295	0.18173754215240479
02_to_05	pair	4.439102	4.038593	1.099170	-0.3113594353199005	0.14408956468105316
02_to_06	pair	5.439362	4.935557	1.102077	-0.3650674819946289	0.1454552859067917
02_to_07	pair	5.287824	4.691768	1.127043	-0.4655051827430725	0.1668047159910202
02_to_08	pair	3.771724	3.227616	1.168579	-0.5945231914520264	0.20000895857810974
02_to_09	pair	2.008922	1.629292	1.233003	-0.6119016408920288	0.2531932592391968
02_to_10	pair	0.906395	0.857290	1.057280	-0.06054132059216499	0.1783868968486786
03_to_01	pair	2.231146	2.002459	1.114203	-0.10113979876041412	0.1849721074104309
03_to_02	pair	1.520679	1.386307	1.096928	-0.12173961102962494	0.16041845083236694
03_to_03	identity	0.008631	0.000000	863122.008741	nan	nan
03_to_04	pair	1.137311	1.047559	1.085677	-0.17895901203155518	0.1320902705192566
03_to_05	pair	2.569829	2.324569	1.105508	-0.36428314447402954	0.1372317671775818
03_to_06	pair	3.500913	3.178562	1.101414	-0.41400524973869324	0.13158713281154633
03_to_07	pair	3.477517	3.079584	1.129217	-0.5087615847587585	0.16337572038173676
03_to_08	pair	2.254719	1.903427	1.184558	-0.5632143020629883	0.22650590538978577
03_to_09	pair	1.369617	1.263168	1.084272	-0.08448795229196548	0.24337626993656158
03_to_10	pair	1.744802	1.678269	1.039644	0.1507415473461151	0.20118118822574615
04_to_01	pair	3.432236	2.994959	1.146005	-0.15092343091964722	0.23042415082454681
04_to_02	pair	2.692119	2.400669	1.121404	-0.18890488147735596	0.1818368136882782
04_to_03	pair	1.016631	0.929534	1.093700	-0.18126901984214783	0.1747673749923706
04_to_04	identity	0.007114	0.000000	711363.134906	nan	nan
04_to_05	pair	1.357502	1.280685	1.059981	-0.31595516204833984	0.08809786289930344
04_to_06	pair	2.284732	2.102872	1.086482	-0.4264518916606903	0.11291994899511337
04_to_07	pair	2.297547	2.039332	1.126617	-0.5327320694923401	0.1617850810289383
04_to_08	pair	1.698026	1.521547	1.115987	-0.2955809533596039	0.2047259658575058
04_to_09	pair	1.710568	1.724164	0.992115	0.18937940895557404	0.21187692880630493
04_to_10	pair	2.792857	2.527518	1.104980	0.03930636867880821	0.2547456920146942
05_to_01	pair	4.939291	4.337146	1.138834	-0.230221688747406	0.2107347846031189
05_to_02	pair	4.280635	3.806314	1.124614	-0.2714741826057434	0.18078245222568512
05_to_03	pair	2.419730	2.185565	1.107141	-0.3446543514728546	0.14531536400318146
05_to_04	pair	1.393997	1.277923	1.090830	-0.3002203404903412	0.12088329344987869
05_to_05	identity	0.012217	0.000000	1221699.826419	nan	nan
05_to_06	pair	0.790644	0.738535	1.070557	-0.2891788184642792	0.1094374880194664
05_to_07	pair	1.035445	0.936510	1.105643	-0.3289572596549988	0.20926158130168915
05_to_08	pair	1.498042	1.514408	0.989193	0.18395043909549713	0.14836843311786652
05_to_09	pair	2.595425	2.554564	1.015996	0.11377124488353729	0.17220664024353027
05_to_10	pair	4.204080	3.733130	1.126154	-0.10633163899183273	0.228690505027771
06_to_01	pair	5.759027	5.040133	1.142634	-0.28960686922073364	0.20532818138599396
06_to_02	pair	5.187653	4.580932	1.132445	-0.3343123197555542	0.1837710440158844
06_to_03	pair	3.433456	3.026743	1.134373	-0.4245957136154175	0.17000198364257812
06_to_04	pair	2.285404	2.075886	1.100930	-0.4269044101238251	0.13092131912708282
06_to_05	pair	0.776499	0.691954	1.122183	-0.3545290231704712	0.1626458764076233
06_to_06	identity	0.008640	0.000000	863973.610103	nan	nan
06_to_07	pair	0.677590	0.678696	0.998371	0.13541200757026672	0.12715403735637665
06_to_08	pair	1.888391	1.911506	0.987907	0.1376417726278305	0.11064120382070541
06_to_09	pair	3.373866	3.192810	1.056708	-0.05203230306506157	0.16509981453418732
06_to_10	pair	5.093173	4.470196	1.139362	-0.21750366687774658	0.21506284177303314
07_to_01	pair	5.736887	4.931075	1.163415	-0.3655097484588623	0.22555230557918549
07_to_02	pair	5.161157	4.463286	1.156358	-0.4353370666503906	0.2023969143629074
07_to_03	pair	3.439397	2.956557	1.163312	-0.5257503986358643	0.19890931248664856
07_to_04	pair	2.374645	2.074764	1.144537	-0.5552066564559937	0.17609620094299316
07_to_05	pair	1.044325	0.953767	1.094948	-0.326371431350708	0.18874754011631012
07_to_06	pair	0.708062	0.700727	1.010468	0.15526427328586578	0.13710591197013855
07_to_07	identity	0.013460	0.000000	1345986.220986	nan	nan
07_to_08	pair	1.547440	1.496277	1.034194	-0.11213564872741699	0.11451099812984467
07_to_09	pair	3.208446	2.905271	1.104354	-0.21558673679828644	0.18076585233211517
07_to_10	pair	5.057914	4.325831	1.169235	-0.3232426643371582	0.23362702131271362
08_to_01	pair	4.381500	3.682563	1.189796	-0.4728853106498718	0.2392803281545639
08_to_02	pair	3.932311	3.251143	1.209516	-0.5418891310691833	0.24558600783348083
08_to_03	pair	2.413986	1.922058	1.255938	-0.5794909596443176	0.2979682385921478
08_to_04	pair	1.839626	1.580272	1.164120	-0.3184967339038849	0.2476389855146408
08_to_05	pair	1.587998	1.555218	1.021077	0.18365958333015442	0.16718997061252594
08_to_06	pair	2.044630	2.028419	1.007992	0.1027485579252243	0.09625137597322464
08_to_07	pair	1.615091	1.548154	1.043237	-0.15563778579235077	0.1171930581331253
08_to_08	identity	0.041393	0.000000	4139306.396246	nan	nan
08_to_09	pair	1.636185	1.440664	1.135716	-0.34701186418533325	0.18810556828975677
08_to_10	pair	3.649213	3.038465	1.201006	-0.40155333280563354	0.2509140372276306
09_to_01	pair	2.560225	2.101795	1.218114	-0.5635924935340881	0.25399482250213623
09_to_02	pair	2.125492	1.663407	1.277794	-0.5855027437210083	0.2980111241340637
09_to_03	pair	1.533961	1.358628	1.129052	-0.055411022156476974	0.31245157122612
09_to_04	pair	1.924525	1.891359	1.017536	0.1988043189048767	0.17703016102313995
09_to_05	pair	2.878746	2.817639	1.021687	0.10997334122657776	0.13167886435985565
09_to_06	pair	3.743348	3.593708	1.041639	-0.07555588334798813	0.11635694652795792
09_to_07	pair	3.456618	3.238736	1.067274	-0.26758691668510437	0.11979007720947266
09_to_08	pair	1.626529	1.498964	1.085102	-0.30520594120025635	0.12736566364765167
09_to_09	identity	0.025797	0.000000	2579659.037292	nan	nan
09_to_10	pair	1.774315	1.483044	1.196401	-0.4656103551387787	0.23480495810508728
10_to_01	pair	0.819539	0.609499	1.344612	-0.5164768695831299	0.3636626899242401
10_to_02	pair	0.925345	0.854926	1.082369	-0.021337129175662994	0.26358762383461
10_to_03	pair	1.729051	1.730800	0.998989	0.33079081773757935	0.1444130539894104
10_to_04	pair	2.788130	2.674155	1.042621	0.057740673422813416	0.14907988905906677
10_to_05	pair	4.278636	4.018990	1.064605	-0.1327831745147705	0.143101766705513
