pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.015776	0.000000	1577612.198889	nan	nan
01_to_02	pair	0.717904	0.759229	0.945569	0.37875184416770935	0.15358291566371918
01_to_03	pair	1.560064	1.507534	1.034845	0.21329374611377716	0.2854735553264618
01_to_04	pair	2.287590	1.914882	1.194637	0.07304781675338745	0.4056858420372009
01_to_05	pair	2.817940	2.148292	1.311712	-0.0065004401840269566	0.47385215759277344
01_to_06	pair	3.043978	2.193208	1.387911	-0.049838434904813766	0.518263578414917
01_to_07	pair	2.769238	1.916187	1.445182	-0.0959000438451767	0.5571541786193848
01_to_08	pair	2.047480	1.394589	1.468160	-0.16903279721736908	0.5423378944396973
01_to_09	pair	1.141245	0.734614	1.553530	-0.26286089420318604	0.586136519908905
01_to_10	pair	0.332019	0.243599	1.362974	-0.2241823375225067	0.5199646949768066
02_to_01	pair	0.691527	0.708290	0.976334	0.23887217044830322	0.20986203849315643
02_to_02	identity	0.010307	0.000000	1030686.590821	nan	nan
02_to_03	pair	0.848954	0.767162	1.106616	0.11934368312358856	0.30861037969589233
02_to_04	pair	1.520636	1.154046	1.317657	0.02824469655752182	0.4858587086200714
02_to_05	pair	2.075024	1.418059	1.463284	-0.03587906435132027	0.5872030854225159
02_to_06	pair	2.330115	1.501765	1.551584	-0.09117031842470169	0.6380904316902161
02_to_07	pair	2.080273	1.265413	1.643948	-0.176713764667511	0.69560307264328
02_to_08	pair	1.453167	0.855304	1.699006	-0.3270723819732666	0.7718760967254639
02_to_09	pair	0.852422	0.554591	1.537027	-0.2098666876554489	0.7358310222625732
02_to_10	pair	0.677842	0.696605	0.973065	0.333662211894989	0.2474176287651062
03_to_01	pair	1.475805	1.417146	1.041393	0.14737311005592346	0.23536396026611328
03_to_02	pair	0.816590	0.733452	1.113352	0.05443550646305084	0.29304489493370056
03_to_03	identity	0.011041	0.000000	1104052.364826	nan	nan
03_to_04	pair	0.621976	0.454997	1.366988	-0.19165852665901184	0.4570210874080658
03_to_05	pair	1.001268	0.635617	1.575270	-0.2376769483089447	0.5852198004722595
03_to_06	pair	1.262537	0.736802	1.713536	-0.31083229184150696	0.7197868824005127
03_to_07	pair	1.162077	0.602932	1.927376	-0.37864023447036743	0.9063525199890137
03_to_08	pair	0.908883	0.595277	1.526823	-0.19280530512332916	0.6875564455986023
03_to_09	pair	0.944240	0.933473	1.011534	0.34320181608200073	0.3257686495780945
03_to_10	pair	1.357552	1.387854	0.978166	0.27338898181915283	0.26831233501434326
04_to_01	pair	1.998256	1.757933	1.136708	0.05293354392051697	0.3020176589488983
04_to_02	pair	1.427204	1.117767	1.276835	-0.0526103600859642	0.4153972566127777
04_to_03	pair	0.598742	0.430736	1.390043	-0.2204669713973999	0.5066169500350952
04_to_04	identity	0.013204	0.000000	1320413.127542	nan	nan
04_to_05	pair	0.399850	0.284151	1.407172	-0.12701524794101715	0.4521850645542145
04_to_06	pair	0.608918	0.343432	1.773038	-0.2674367129802704	0.7575711011886597
04_to_07	pair	0.603680	0.314625	1.918726	-0.14262917637825012	1.0312050580978394
04_to_08	pair	0.705154	0.620997	1.135519	0.2693435251712799	0.44117897748947144
04_to_09	pair	1.153677	1.170016	0.986035	0.3390813171863556	0.3281521797180176
04_to_10	pair	1.797543	1.667818	1.077782	0.17392148077487946	0.3404177129268646
05_to_01	pair	2.361103	1.939337	1.217479	-0.006431405898183584	0.3616117835044861
05_to_02	pair	1.897664	1.374538	1.380583	-0.1027432531118393	0.48288121819496155
05_to_03	pair	0.963112	0.617180	1.560504	-0.23566842079162598	0.6120952367782593
05_to_04	pair	0.385402	0.256714	1.501287	-0.18316474556922913	0.6207584142684937
05_to_05	identity	0.010423	0.000000	1042349.170893	nan	nan
05_to_06	pair	0.253605	0.174373	1.454381	-0.17301496863365173	0.5527136325836182
05_to_07	pair	0.407235	0.293269	1.388607	0.1395442634820938	0.6514317393302917
05_to_08	pair	0.802432	0.756909	1.060142	0.26231682300567627	0.36067917943000793
05_to_09	pair	1.442600	1.353130	1.066121	0.1985115110874176	0.3499950170516968
05_to_10	pair	2.160065	1.846185	1.170016	0.08345893770456314	0.38614094257354736
06_to_01	pair	2.561470	1.981551	1.292659	-0.062079157680273056	0.4089970588684082
06_to_02	pair	2.119023	1.446801	1.464626	-0.16170567274093628	0.5312427282333374
06_to_03	pair	1.234553	0.710533	1.737503	-0.3117339015007019	0.7685054540634155
