pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.015497	0.000000	1549687.236547	nan	nan
01_to_02	pair	0.654425	0.669554	0.977404	0.27104806900024414	0.14573721587657928
01_to_03	pair	1.713014	1.570032	1.091069	0.05124400928616524	0.2917323112487793
01_to_04	pair	2.571831	2.171273	1.184481	-0.030294978991150856	0.38246771693229675
01_to_05	pair	3.149787	2.612637	1.205597	-0.08748659491539001	0.36723408102989197
01_to_06	pair	3.406745	2.755064	1.236539	-0.11802086234092712	0.3666665554046631
01_to_07	pair	3.176586	2.412907	1.316498	-0.20102554559707642	0.41658690571784973
01_to_08	pair	2.405565	1.720760	1.397966	-0.29169511795043945	0.4398207664489746
01_to_09	pair	1.451018	0.982199	1.477315	-0.4389115869998932	0.49969014525413513
01_to_10	pair	0.658816	0.544208	1.210597	-0.3424452245235443	0.2725398540496826
02_to_01	pair	0.682323	0.682613	0.999575	0.14506523311138153	0.1521204710006714
02_to_02	identity	0.006996	0.000000	699584.372342	nan	nan
02_to_03	pair	0.993130	0.875315	1.134598	0.006763178389519453	0.2937129735946655
02_to_04	pair	1.793621	1.463574	1.225507	-0.03297141566872597	0.3720167279243469
02_to_05	pair	2.365576	1.901073	1.244337	-0.07529279589653015	0.3821345865726471
02_to_06	pair	2.659269	2.069535	1.284959	-0.10889426618814468	0.3878406286239624
02_to_07	pair	2.455133	1.756562	1.397692	-0.2059183567762375	0.4491138756275177
02_to_08	pair	1.755474	1.190695	1.474328	-0.29995888471603394	0.4704984426498413
02_to_09	pair	1.072315	0.745146	1.439067	-0.36257264018058777	0.5243955254554749
02_to_10	pair	0.669094	0.643709	1.039436	0.13307596743106842	0.21434172987937927
03_to_01	pair	1.637849	1.566851	1.045313	0.08332943916320801	0.2362503558397293
03_to_02	pair	0.945283	0.838233	1.127709	0.018096227198839188	0.30375710129737854
03_to_03	identity	0.009286	0.000000	928599.294275	nan	nan
03_to_04	pair	0.717987	0.567262	1.265706	-0.028814245015382767	0.35815659165382385
03_to_05	pair	1.287726	1.018680	1.264113	-0.0831441581249237	0.379598468542099
03_to_06	pair	1.552670	1.157179	1.341772	-0.12319638580083847	0.4176194667816162
03_to_07	pair	1.403575	0.953825	1.471522	-0.272468239068985	0.5314772725105286
03_to_08	pair	1.028586	0.762633	1.348729	-0.2374836653470993	0.5366206169128418
03_to_09	pair	1.133496	1.078350	1.051140	0.17561966180801392	0.27052828669548035
03_to_10	pair	1.392081	1.385102	1.005039	0.2123408168554306	0.27614983916282654
04_to_01	pair	2.350169	2.102219	1.117947	0.04076123610138893	0.3042847514152527
04_to_02	pair	1.735761	1.433671	1.210711	0.005974918138235807	0.3618626594543457
04_to_03	pair	0.676030	0.547697	1.234313	-0.018988989293575287	0.36223268508911133
04_to_04	identity	0.011174	0.000000	1117375.213653	nan	nan
04_to_05	pair	0.597351	0.513604	1.163058	-0.10724705457687378	0.2686125934123993
04_to_06	pair	0.839658	0.629585	1.333669	-0.1755697876214981	0.3971542418003082
04_to_07	pair	0.861095	0.627131	1.373071	-0.28122246265411377	0.4921020567417145
04_to_08	pair	1.039800	0.958955	1.084305	0.09218563884496689	0.2987815737724304
04_to_09	pair	1.538180	1.545408	0.995324	0.236126109957695	0.25927871465682983
04_to_10	pair	2.018487	1.916219	1.053370	0.15248028934001923	0.31242603063583374
05_to_01	pair	2.927116	2.548273	1.148666	0.015313872136175632	0.32586023211479187
05_to_02	pair	2.319005	1.867565	1.241727	-0.016261721029877663	0.39559346437454224
05_to_03	pair	1.337413	1.083562	1.234274	-0.052024174481630325	0.3611982464790344
05_to_04	pair	0.589589	0.495788	1.189195	-0.09514949470758438	0.32673001289367676
05_to_05	identity	0.010251	0.000000	1025066.804141	nan	nan
05_to_06	pair	0.395586	0.339443	1.165398	-0.05169392749667168	0.2783586084842682
05_to_07	pair	0.661983	0.584039	1.133457	0.03816007450222969	0.3214067220687866
05_to_08	pair	1.268874	1.266908	1.001552	0.23433160781860352	0.2278154194355011
05_to_09	pair	1.949258	1.941241	1.004130	0.20516437292099	0.26402246952056885
05_to_10	pair	2.488035	2.271851	1.095158	0.11378377676010132	0.3434409201145172
06_to_01	pair	3.218082	2.615735	1.230278	-0.047915611416101456	0.3755098879337311
06_to_02	pair	2.601904	1.972796	1.318892	-0.08051847666501999	0.4306165277957916
