pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
06_to_09	pair	3.680429	3.192810	1.152724	-0.2286950796842575	0.24378319084644318
06_to_10	pair	5.373739	4.470196	1.202126	-0.28225141763687134	0.25603094696998596
07_to_01	pair	6.132334	4.931075	1.243610	-0.4723057746887207	0.2806190252304077
07_to_02	pair	5.792880	4.463286	1.297896	-0.6320881843566895	0.3162984848022461
07_to_03	pair	3.940640	2.956557	1.332848	-0.6855774521827698	0.33834308385849
07_to_04	pair	2.581807	2.074764	1.244386	-0.6139436364173889	0.27798131108283997
07_to_05	pair	1.186501	0.953767	1.244016	-0.22185993194580078	0.4059256315231323
07_to_06	pair	0.768717	0.700727	1.097028	0.0883980467915535	0.24665658175945282
07_to_07	identity	0.010484	0.000000	1048361.789435	nan	nan
07_to_08	pair	1.735923	1.496277	1.160162	-0.3249415159225464	0.24449403584003448
07_to_09	pair	3.448958	2.905271	1.187138	-0.32331201434135437	0.24865756928920746
07_to_10	pair	5.280604	4.325831	1.220714	-0.37393131852149963	0.2721524238586426
08_to_01	pair	4.754445	3.682563	1.291070	-0.53941410779953	0.32237252593040466
08_to_02	pair	4.107321	3.251143	1.263347	-0.6028009653091431	0.287862628698349
08_to_03	pair	2.458764	1.922058	1.279235	-0.49877750873565674	0.3456125557422638
08_to_04	pair	1.865760	1.580272	1.180658	-0.1469200998544693	0.3128761947154999
08_to_05	pair	1.671276	1.555218	1.074625	0.13100987672805786	0.27813801169395447
08_to_06	pair	2.258853	2.028419	1.113603	-0.1272234469652176	0.23264279961585999
08_to_07	pair	1.734122	1.548154	1.120122	-0.33890658617019653	0.18315844237804413
08_to_08	identity	0.015363	0.000000	1536317.449063	nan	nan
08_to_09	pair	1.764090	1.440664	1.224497	-0.3893858790397644	0.26422229409217834
08_to_10	pair	3.766180	3.038465	1.239501	-0.46296486258506775	0.27890998125076294
09_to_01	pair	2.663331	2.101795	1.267170	-0.5405560731887817	0.2987171411514282
09_to_02	pair	2.130513	1.663407	1.280813	-0.5038725733757019	0.32668665051460266
09_to_03	pair	1.548429	1.358628	1.139701	-0.017324702814221382	0.3473997116088867
09_to_04	pair	2.038026	1.891359	1.077546	0.03818979859352112	0.26633569598197937
09_to_05	pair	3.205717	2.817639	1.137731	-0.14575281739234924	0.2423582375049591
09_to_06	pair	4.116691	3.593708	1.145527	-0.27362462878227234	0.21783855557441711
09_to_07	pair	3.818627	3.238736	1.179049	-0.42751604318618774	0.21453282237052917
09_to_08	pair	1.751916	1.498964	1.168751	-0.39295879006385803	0.19319792091846466
09_to_09	identity	0.013797	0.000000	1379656.605422	nan	nan
09_to_10	pair	1.668024	1.483044	1.124730	-0.378387987613678	0.17347972095012665
10_to_01	pair	0.746236	0.609499	1.224344	-0.4414231479167938	0.27589520812034607
10_to_02	pair	0.923169	0.854926	1.079823	-0.007317246403545141	0.2606818377971649
10_to_03	pair	1.951116	1.730800	1.127292	-0.04733650013804436	0.21716554462909698
10_to_04	pair	3.245373	2.674155	1.213607	-0.18482714891433716	0.2893229126930237
10_to_05	pair	4.867668	4.018990	1.211167	-0.2985032796859741	0.26061198115348816
10_to_06	pair	5.785479	4.814021	1.201798	-0.3674127459526062	0.24008022248744965
10_to_07	pair	5.615882	4.611821	1.217715	-0.5154668092727661	0.24046353995800018
10_to_08	pair	3.811051	3.073197	1.240093	-0.6177948713302612	0.2527042627334595
10_to_09	pair	1.645974	1.459392	1.127850	-0.4361831545829773	0.1670626848936081
10_to_10	identity	0.016263	0.000000	1626255.363226	nan	nan
