pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.012272	0.000000	1227165.851742	nan	nan
01_to_02	pair	0.554851	0.500032	1.109630	0.05518941581249237	0.42067649960517883
01_to_03	pair	1.629519	1.357139	1.200701	-0.0869903638958931	0.4544377028942108
01_to_04	pair	2.464782	1.894294	1.301161	-0.14687789976596832	0.5841876268386841
01_to_05	pair	3.145863	2.303289	1.365813	-0.20678424835205078	0.6199088096618652
01_to_06	pair	3.482370	2.467744	1.411155	-0.24036052823066711	0.6341906189918518
01_to_07	pair	3.091589	1.953732	1.582402	-0.3429649770259857	0.7154843807220459
01_to_08	pair	2.430101	1.473227	1.649509	-0.41458892822265625	0.710364818572998
01_to_09	pair	1.463745	0.841967	1.738481	-0.44432058930397034	0.793428361415863
01_to_10	pair	0.594517	0.354582	1.676669	-0.4290211796760559	0.7594642043113708
02_to_01	pair	0.569740	0.504682	1.128908	-0.025207046419382095	0.3837926685810089
02_to_02	identity	0.011451	0.000000	1145102.269948	nan	nan
02_to_03	pair	1.149346	0.962866	1.193672	-0.17082056403160095	0.3866399824619293
02_to_04	pair	2.102953	1.448203	1.452112	-0.24088214337825775	0.6633896827697754
02_to_05	pair	2.808721	1.870195	1.501833	-0.31104546785354614	0.6743992567062378
02_to_06	pair	3.194012	2.062728	1.548441	-0.3375217318534851	0.6893962621688843
02_to_07	pair	2.815761	1.638107	1.718912	-0.4481048882007599	0.7609387636184692
02_to_08	pair	2.149859	1.267377	1.696306	-0.5306895971298218	0.7115645408630371
02_to_09	pair	1.221984	0.785592	1.555496	-0.5115113854408264	0.6349226236343384
02_to_10	pair	0.643456	0.578488	1.112306	-0.17287547886371613	0.29700490832328796
03_to_01	pair	1.593965	1.358387	1.173424	-0.05834505707025528	0.4623506963253021
03_to_02	pair	1.145286	0.966843	1.184562	-0.1908407360315323	0.3904970586299896
03_to_03	identity	0.010635	0.000000	1063488.889486	nan	nan
03_to_04	pair	0.927533	0.510750	1.816022	-0.22823446989059448	0.9770772457122803
03_to_05	pair	1.732823	0.903522	1.917853	-0.37948712706565857	0.9639280438423157
03_to_06	pair	2.051239	1.081128	1.897314	-0.43755242228507996	0.890062689781189
03_to_07	pair	1.913254	0.936816	2.042295	-0.5442087054252625	1.009040117263794
03_to_08	pair	1.399847	0.937866	1.492587	-0.41546088457107544	0.6289809346199036
03_to_09	pair	1.064005	1.029425	1.033591	0.18279607594013214	0.324616938829422
03_to_10	pair	1.291811	1.249048	1.034237	0.18633513152599335	0.33188560605049133
04_to_01	pair	2.349658	1.860282	1.263065	-0.08945612609386444	0.5568675398826599
04_to_02	pair	1.996575	1.485778	1.343791	-0.21368595957756042	0.57169109582901
04_to_03	pair	0.903728	0.496272	1.821035	-0.3187391459941864	0.9414118528366089
04_to_04	identity	0.015682	0.000000	1568175.293505	nan	nan
04_to_05	pair	0.784068	0.454253	1.726059	-0.3344569504261017	0.7651557326316833
04_to_06	pair	1.208237	0.675193	1.789469	-0.44718241691589355	0.7663106322288513
04_to_07	pair	1.195986	0.692926	1.725994	-0.4412120282649994	0.8044965267181396
04_to_08	pair	1.176527	1.061293	1.108579	-0.005733761936426163	0.4006289839744568
