model	patient	ref	tgt	L1_pred	L1_zero	L1_oracle	alpha_oracle	cos	amp_ratio	ratio_pred	ratio_oracle
E1_Decoder	P3	8	9	0.19773396849632263	0.3274950087070465	0.19652849435806274	0.9672426921218719	0.8411245859136748	0.8720158621788014	0.6037770446547515	0.600096151492382
E1_Decoder	P3	8	10	0.283098965883255	0.56404048204422	0.28401854634284973	1.0272629344195139	0.9021451171689666	0.9044984304814664	0.5019124954599632	0.5035428402470288
E1_Decoder	P3	9	1	0.2458937168121338	0.39976149797439575	0.24742691218852997	1.0982819109282247	0.8431019125285334	0.7899861262128867	0.6151010491457659	0.618936324389042
E1_Decoder	P3	9	2	0.25877946615219116	0.2735467255115509	0.2273264080286026	0.5710515647148944	0.6014816308259998	1.0876038197955036	0.9460155871661634	0.8310331904119372
E1_Decoder	P3	9	3	0.35514846444129944	0.4399499297142029	0.350825697183609	0.854335896768143	0.6220109703613463	0.712234945225915	0.8072474626192313	0.7974218734652597
E1_Decoder	P3	9	4	0.4615398049354553	0.6326909065246582	0.4611797034740448	0.9278948807380526	0.7370324853229757	0.7451258013463388	0.7294870215073456	0.7289178629218547
E1_Decoder	P3	9	5	0.550254225730896	0.8489794135093689	0.5506220459938049	0.9737501930611728	0.8015676566302636	0.7602295697253111	0.6481361231791797	0.6485693730990906
E1_Decoder	P3	9	6	0.565517783164978	0.9240058660507202	0.565601646900177	0.9971627217192585	0.8232546155172978	0.7665697606953072	0.6120283473762447	0.6121191084182254
E1_Decoder	P3	9	7	0.396066278219223	0.6523899435997009	0.39101701974868774	0.8598149928684456	0.8353751050969304	0.9110829182968804	0.6071005264640388	0.59936089387149
E1_Decoder	P3	9	8	0.1989467591047287	0.32936662435531616	0.19668728113174438	0.9306243464842217	0.8370389045783788	0.90197584095689	0.6040282906446152	0.5971682210264294
E1_Decoder	P3	9	10	0.17058204114437103	0.3107207417488098	0.16750161349773407	1.1556325984701343	0.8694313039209468	0.766911219145237	0.5489882657472268	0.5390744517247075
