model	patient	ref	tgt	L1_pred	L1_zero	L1_oracle	alpha_oracle	cos	amp_ratio	ratio_pred	ratio_oracle
E1_Decoder	P4	8	5	0.36451199650764465	0.4928404986858368	0.36434900760650635	1.0371376857173484	0.7507555007723018	0.614590079659351	0.7396145354929614	0.7392838222062634
E1_Decoder	P4	8	6	0.37611842155456543	0.5155566334724426	0.3761141002178192	0.973308785679832	0.7767107383624521	0.6876582705613129	0.7295385164987302	0.7295301346130835
E1_Decoder	P4	8	7	0.2706342339515686	0.3903983235359192	0.2703703045845032	1.0418074259038348	0.7759421545577414	0.6362680758222791	0.6932259121923932	0.6925498607056066
E1_Decoder	P4	8	9	0.24844346940517426	0.4138626456260681	0.23169349133968353	1.358027336199264	0.8752751298953794	0.6249085278144113	0.6003041637868597	0.5598318519159676
E1_Decoder	P4	8	10	0.4685468077659607	0.8954566717147827	0.3707656264305115	1.6373813621439421	0.9382222072063088	0.5757952483088341	0.5232489997184367	0.4140520006629715
E1_Decoder	P4	9	1	0.3520280420780182	0.6663262844085693	0.31148436665534973	1.6222415311945924	0.9108505103352856	0.5846350185956578	0.5283118050648085	0.46746522528647205
E1_Decoder	P4	9	2	0.35011613368988037	0.4646216928958893	0.35108014941215515	0.8964904381761064	0.6667396465256248	0.7039355663509222	0.753550983613529	0.7556258237189625
E1_Decoder	P4	9	3	0.4463849365711212	0.5648691058158875	0.403896301984787	1.8102109445591479	0.7727191964969189	0.39655155928360764	0.7902449115647249	0.7150263624373756
E1_Decoder	P4	9	4	0.4852212965488434	0.7511939406394958	0.4406569302082062	1.4094997833916054	0.867802862720819	0.5195200770859439	0.6459334537972599	0.5866087389270903
E1_Decoder	P4	9	5	0.47897905111312866	0.8339885473251343	0.46389058232307434	1.178116374136797	0.8829800197694078	0.6562333408182901	0.5743232957447274	0.5562313581054782
E1_Decoder	P4	9	6	0.5243967175483704	0.9007701873779297	0.5056265592575073	1.1720394091028765	0.8821079693925505	0.6747116255531079	0.5821648239434383	0.5613269248279031
E1_Decoder	P4	9	7	0.4189523458480835	0.7434301972389221	0.40796372294425964	1.1394247378573479	0.8863752353652966	0.7023542179031647	0.5635395863714713	0.5487586117155651
E1_Decoder	P4	9	8	0.2376454472541809	0.4106512665748596	0.22532960772514343	1.2929848808262552	0.8794630724058471	0.6442484793210024	0.5787037971082438	0.5487128034562314
E1_Decoder	P4	9	10	0.31147733330726624	0.4973050057888031	0.23771390318870544	1.9310878204388202	0.9101781053492489	0.4802689916520265	0.6263305811957689	0.4780042437169001
E1_Decoder	P4	10	1	0.22428157925605774	0.26807084679603577	0.22287961840629578	1.2255765296199213	0.6029884909702711	0.48373569395316135	0.8366503927474982	0.8314205780678413
E1_Decoder	P4	10	2	0.45839929580688477	0.4735228419303894	0.4599827229976654	1.3079855385822232	0.315999368480683	0.24377054770771223	0.9680616333905855	0.9714055632933659
E1_Decoder	P4	10	3	0.6483516693115234	0.9141534566879272	0.47336333990097046	2.1392020224732935	0.900883186152671	0.3636656689084568	0.7092372342610493	0.5178160586035685
E1_Decoder	P4	10	4	0.677297055721283	1.1296107769012451	0.5327040553092957	1.6426220248764627	0.9218718548385926	0.5007628933304181	0.599584449414734	0.4715819521221394
E1_Decoder	P4	10	5	0.7091313004493713	1.293099045753479	0.5845322012901306	1.4898635671978577	0.925853699296889	0.5760418391869035	0.5483967394285454	0.45203977468680917
E1_Decoder	P4	10	6	0.7475800514221191	1.353695273399353	0.6395056247711182	1.4495478204584336	0.9208320738962409	0.6010555046558842	0.552251356795257	0.47241475783926884
E1_Decoder	P4	10	7	0.6825795769691467	1.2738903760910034	0.5865792632102966	1.4343658338007161	0.9210709173642873	0.6082609149283319	0.5358228539756117	0.4604629049873542
E1_Decoder	P4	10	8	0.48720982670783997	0.9097279906272888	0.3914952278137207	1.636640351145853	0.9312916226592621	0.5667144782973768	0.5355554976074683	0.4303431705380102
E1_Decoder	P4	10	9	0.3064768314361572	0.4943901300430298	0.2362971007823944	1.925657732056489	0.9083060870359925	0.4848066657615473	0.6199088792680442	0.47795675201248056
E1_Decoder	P5	1	2	0.1362421214580536	0.14457997679710388	0.130226731300354	0.7107022161463583	0.5554442351480725	0.7496935121723106	0.9423304974605771	0.9007245275955986
E1_Decoder	P5	1	3	0.3648951053619385	0.37218177318573	0.307621031999588	0.5694853734849719	0.684488376375418	1.2091657540927296	0.9804217499384226	0.8265343822897953
E1_Decoder	P5	1	4	0.5507141351699829	0.5772421360015869	0.45231613516807556	0.5778314169106521	0.7267098724498166	1.2574330343749944	0.9540435474524488	0.7835812858381358
E1_Decoder	P5	1	5	0.6344264149665833	0.7101764678955078	0.5222366452217102	0.6034857453792689	0.7667546710098859	1.2586767237070657	0.8933362954796327	0.7353617992571246
E1_Decoder	P5	1	6	0.6703808307647705	0.7488629221916199	0.5284355282783508	0.5898564554434725	0.7826270710989167	1.2979914962801862	0.8951983212132283	0.7056505438029073
E1_Decoder	P5	1	7	0.6104838848114014	0.6860101222991943	0.454928994178772	0.5771363478924957	0.794349134806851	1.3324387554916937	0.8899050684053126	0.6631520139295564
E1_Decoder	P5	1	8	0.40984392166137695	0.5068779587745667	0.31929221749305725	0.624147987317027	0.8095539166657607	1.2655845860447408	0.8085652859165938	0.6299193168015855
E1_Decoder	P5	1	9	0.2648890018463135	0.2798632085323334	0.20089954137802124	0.5862599699031619	0.7348861691485844	1.311547029885785	0.9464945508037729	0.7178490607307204
E1_Decoder	P5	1	10	0.11359169334173203	0.09919323772192001	0.0816936194896698	0.4830273068600314	0.617672008264145	1.3415734886064095	1.14515561696027	0.8235805319581468
E1_Decoder	P5	2	1	0.13231924176216125	0.14559470117092133	0.1262073963880539	0.7469968577410049	0.625787699102415	0.8360697219876176	0.9088190758180457	0.8668405881055544
E1_Decoder	P5	2	3	0.23863103985786438	0.2141757309436798	0.1764550507068634	0.48504223565987076	0.6707115761524589	1.446673216410979	1.1141833801917334	0.8238797641982344
E1_Decoder	P5	2	4	0.4454561769962311	0.4184863865375519	0.32410943508148193	0.5021769649966222	0.7174809428508245	1.4172720964505856	1.064446040125272	0.7744802352188312
E1_Decoder	P5	2	5	0.5327643156051636	0.5690863728523254	0.4120796024799347	0.5648820441284419	0.7592759496400002	1.3197527264521238	0.9361747900145428	0.7241073097824237
E1_Decoder	P5	2	6	0.5729960799217224	0.6166214346885681	0.42812249064445496	0.5575842393322723	0.7768341509790735	1.3496173586200162	0.9292509920793149	0.6943036141140362
E1_Decoder	P5	2	7	0.5238897800445557	0.5558506846427917	0.3693256676197052	0.5354027525744056	0.783661067588148	1.4056001298559506	0.9425009170965126	0.6644332332828666
E1_Decoder	P5	2	8	0.3547744154930115	0.40161868929862976	0.27581101655960083	0.5646184861054482	0.7635873691371097	1.3302027424424456	0.8833613199439867	0.686748460439592
E1_Decoder	P5	2	9	0.24864454567432404	0.2517029941082001	0.20799627900123596	0.5205445512234926	0.562152503718366	1.0845667347590942	0.9878489787349876	0.8263559984186131
E1_Decoder	P5	2	10	0.18116465210914612	0.1736321896314621	0.16342028975486755	0.5728866104579792	0.37233564285980114	0.6934283318769959	1.0433817167984336	0.9411865973799587
E1_Decoder	P5	3	1	0.3646455407142639	0.3771194517612457	0.30582860112190247	0.5861988917497256	0.7144121771753349	1.223385239529572	0.9669231831221503	0.8109594975639774
E1_Decoder	P5	3	2	0.24394376575946808	0.2167869359254837	0.176442489027977	0.5014191669944029	0.7058421216786509	1.4564787407292534	1.125269678811822	0.81389816353429
E1_Decoder	P5	3	4	0.1926133781671524	0.17784956097602844	0.13926571607589722	0.4873631121699189	0.6883182248297838	1.3839577583329388	1.0830129526893457	0.7830534712124941
E1_Decoder	P5	3	5	0.2940879166126251	0.3249785602092743	0.22935858368873596	0.5640576855776684	0.7671446286317388	1.3123617470224593	0.9049455952517091	0.7057652773802598
E1_Decoder	P5	3	6	0.32834771275520325	0.3825458884239197	0.2582009732723236	0.5672080475575488	0.7852810947069753	1.333421698343871	0.8583224201101424	0.6749542501583423
E1_Decoder	P5	3	7	0.2937529683113098	0.35616907477378845	0.24897609651088715	0.605611855381291	0.747775896133736	1.2247763300042904	0.8247570862177728	0.6990390635936539
E1_Decoder	P5	3	8	0.2423260509967804	0.28159958124160767	0.22693634033203125	0.7326595853438126	0.6070395663177054	0.8355163042502298	0.8605341312239693	0.8058830887867113
E1_Decoder	P5	3	9	0.2652648091316223	0.28341054916381836	0.24644379317760468	0.6314202751541883	0.529084938637174	0.8526461412536267	0.9359736605227515	0.8695646436052528
E1_Decoder	P5	3	10	0.33957916498184204	0.3450174331665039	0.2957443594932556	0.5880302998643159	0.6540476396852465	1.1030939245008062	0.9842377002960387	0.8571867130856854
E1_Decoder	P5	4	1	0.5181740522384644	0.591040849685669	0.44652214646339417	0.622584942999399	0.7489803853074415	1.186053979680893	0.8767144479337476	0.7554844080588785
E1_Decoder	P5	4	2	0.436832457780838	0.4450755715370178	0.33759477734565735	0.5470021194156871	0.7346634846824331	1.335243684480219	0.9814792941169224	0.7585111359399309
E1_Decoder	P5	4	3	0.18295978009700775	0.1861349493265152	0.13869790732860565	0.5221630630053051	0.7194400827815297	1.2823133254808659	0.982941574158985	0.7451470442840039
E1_Decoder	P5	4	5	0.12533986568450928	0.13923396170139313	0.10789839923381805	0.6173491102156456	0.7086184193313202	1.13679127278574	0.9002104382644681	0.7749431095354551
E1_Decoder	P5	4	6	0.17176975309848785	0.21613304316997528	0.15324635803699493	0.6511979218403388	0.7276827118058815	1.1095186060676616	0.794740825276779	0.7090371550289798
E1_Decoder	P5	4	7	0.1930815875530243	0.23656506836414337	0.1866941750049591	0.8076324987506591	0.6321169034292029	0.7914243768020484	0.8161880741235	0.7891874159441906
E1_Decoder	P5	4	8	0.26805049180984497	0.2799190282821655	0.24908818304538727	0.5606623870763044	0.49730788993323305	0.8540577063505206	0.9576001083414852	0.8898579870543849
E1_Decoder	P5	4	9	0.38226911425590515	0.4102400541305542	0.34947511553764343	0.6096951263872115	0.6322324668359214	1.0442532917268972	0.9318181157763118	0.8518795569055453
E1_Decoder	P5	4	10	0.49389347434043884	0.534076452255249	0.4274648129940033	0.6021180936265406	0.7193265504051128	1.1721420925027182	0.9247617494740141	0.8003813146768485
E1_Decoder	P5	5	1	0.5750288367271423	0.7221447229385376	0.5069905519485474	0.665742784725794	0.7903283541054082	1.1674617507100016	0.7962792200256562	0.7020622540666239
E1_Decoder	P5	5	2	0.5088837146759033	0.5944455862045288	0.41477277874946594	0.6142606109567463	0.7894537641916829	1.2718873477170722	0.8560644178133632	0.6977472595898063
E1_Decoder	P5	5	3	0.2979477643966675	0.34938958287239075	0.2409907728433609	0.5906719473379525	0.7739440837827347	1.2535604870070587	0.8527665935177249	0.6897480195663965
E1_Decoder	P5	5	4	0.11701302975416183	0.15827630460262299	0.10818535834550858	0.7509599462910846	0.768025581474192	0.9945601471343124	0.7392959422949699	0.6835221394454752
E1_Decoder	P5	5	6	0.09240556508302689	0.09039998054504395	0.08297857642173767	0.487502063096489	0.3969660795986976	0.8260572644907765	1.022185674442525	0.9179048039771603
E1_Decoder	P5	5	7	0.1661449521780014	0.17754875123500824	0.16112954914569855	0.8120110402452592	0.5048622401189832	0.6401975353463825	0.9357708855867284	0.9075228523146479
E1_Decoder	P5	5	8	0.2820478677749634	0.3005422353744507	0.2556688189506531	0.5947113445937628	0.6340628003274927	1.0408432710391249	0.9384633325281392	0.8506918125238236
E1_Decoder	P5	5	9	0.4352336823940277	0.4926780164241791	0.3933325409889221	0.6311409485033349	0.7184015253685323	1.1350429352254234	0.8834039025181636	0.798356183707365
E1_Decoder	P5	5	10	0.5738896727561951	0.656531035900116	0.49021175503730774	0.6131393013725559	0.7594846036731308	1.2103463715006844	0.8741242094814023	0.746669583358262
E1_Decoder	P5	6	1	0.6154319047927856	0.759560227394104	0.5122087001800537	0.6346711593020965	0.8024374852859214	1.2495742094301705	0.8102476704239857	0.6743490268537851
E1_Decoder	P5	6	2	0.5705269575119019	0.6393024325370789	0.4303021728992462	0.5730852474160677	0.800211368470389	1.3785152824576596	0.8924210647029126	0.6730807689743761
E1_Decoder	P5	6	3	0.3534142076969147	0.4061186611652374	0.2725337743759155	0.555022158972003	0.7859863275955933	1.3697586411842804	0.8702240046859632	0.6710693214489589
E1_Decoder	P5	6	4	0.18282350897789001	0.2288379669189453	0.15984122455120087	0.6414490033814062	0.7531000033636152	1.1737156934461865	0.7989212255265593	0.6984908435575152
E1_Decoder	P5	6	5	0.08947707712650299	0.08889640122652054	0.08050641417503357	0.6353949579438198	0.5298427232751215	0.9111943773976448	1.0065320518262917	0.9056206220304903
E1_Decoder	P5	6	7	0.13031598925590515	0.13066424429416656	0.11985830962657928	0.6379487070698405	0.5228032914935642	0.8538830217826838	0.9973347334602313	0.9172999872615518
E1_Decoder	P5	6	8	0.3085138499736786	0.29078903794288635	0.24666401743888855	0.5017874222485647	0.6662585841578378	1.3015551843224962	1.0609541960597344	0.8482576206580925
E1_Decoder	P5	6	9	0.48691076040267944	0.5078933835029602	0.3957861661911011	0.5516342423893569	0.7373615979239805	1.3251257576334017	0.9586869532428975	0.7792701756840159
E1_Decoder	P5	6	10	0.6170476078987122	0.68690425157547	0.49703311920166016	0.5870052383284253	0.7726184617035281	1.2772020009864207	0.8983022109463786	0.7235842813051089
E1_Decoder	P5	7	1	0.5645822882652283	0.7092345952987671	0.4505932033061981	0.6300751187242091	0.8143042513189	1.2710216910732979	0.7960444851500742	0.6353232150447828
E1_Decoder	P5	7	2	0.5111264586448669	0.5791321396827698	0.36397773027420044	0.5606356968215146	0.809912744574755	1.4102768169362274	0.8825731186752056	0.6284882245933991
E1_Decoder	P5	7	3	0.3099561333656311	0.375280499458313	0.254541277885437	0.589880891427284	0.7640515618907952	1.284165941689186	0.825931893112026	0.6782693964990101
E1_Decoder	P5	7	4	0.19104927778244019	0.23911310732364655	0.18636269867420197	0.820396434437352	0.6527673812999079	0.7844439193874507	0.7989912385850494	0.7793913966495974
E1_Decoder	P5	7	5	0.155654177069664	0.16303522884845734	0.1496737003326416	0.7327911873010111	0.47507399491358165	0.680406603315925	0.9547272584525024	0.9180451451493629
E1_Decoder	P5	7	6	0.1289721131324768	0.1165512427687645	0.10732480883598328	0.4691579177576954	0.48153094608190183	1.0541052853366728	1.1065700379390642	0.9208379617960292
E1_Decoder	P5	7	8	0.20000973343849182	0.183127760887146	0.15282736718654633	0.49454220746009947	0.6661154026624407	1.3083676063395526	1.0921868561574861	0.834539593812472
E1_Decoder	P5	7	9	0.3991604149341583	0.4296577572822571	0.32584166526794434	0.5803274739814559	0.7438673927184999	1.277397844530604	0.9290194536670171	0.7583749152558361
E1_Decoder	P5	7	10	0.5037312507629395	0.6240639686584473	0.42779722809791565	0.6517728034944295	0.786929098497108	1.1760585829190893	0.8071788727777578	0.68550220743805
E1_Decoder	P5	8	1	0.40707752108573914	0.5256022810935974	0.3254339396953583	0.6561122815592728	0.822539046684306	1.2260803035900452	0.7744972495909853	0.6191638647728892
E1_Decoder	P5	8	2	0.3529035151004791	0.41979271173477173	0.2684546411037445	0.6007423168299798	0.802409334414424	1.3307948958581313	0.8406613674690148	0.6394933346850391
E1_Decoder	P5	8	3	0.2520545423030853	0.2844003736972809	0.22699478268623352	0.6624695521628248	0.6265422935869522	0.9191486635170246	0.88626656507623	0.798152195565852
E1_Decoder	P5	8	4	0.2577923834323883	0.2668655216693878	0.24161255359649658	0.5249295158104503	0.4546483810115437	0.8517782410209747	0.9660010848151453	0.9053719344675165
E1_Decoder	P5	8	5	0.27851274609565735	0.2841504216194153	0.24760356545448303	0.5396135178883332	0.6048693505419248	1.0918693999819964	0.980159538417617	0.8713820097234193
E1_Decoder	P5	8	6	0.2890043258666992	0.2747516334056854	0.23448678851127625	0.4932213110621916	0.6497773845420101	1.2879447390501222	1.051874823397206	0.8534500254091083
E1_Decoder	P5	8	7	0.19783391058444977	0.17099249362945557	0.1452021449804306	0.45079258523574584	0.6434526233378127	1.3842205583566674	1.1569742412971655	0.8491726268118341
E1_Decoder	P5	8	9	0.19800470769405365	0.23020042479038239	0.17410381138324738	0.6795312943098736	0.7314397999574243	1.0750569195916635	0.8601404965883719	0.7563140317477004
E1_Decoder	P5	8	10	0.32911962270736694	0.42663463950157166	0.28121012449264526	0.6948855427607478	0.7986622628162469	1.12268271038028	0.7714320222377408	0.6591357064235974
E1_Decoder	P5	9	1	0.25946342945098877	0.28723785281181335	0.19923323392868042	0.6110242119747209	0.7682474552394122	1.2976317799204695	0.903305142101096	0.6936176133415466
E1_Decoder	P5	9	2	0.2524142265319824	0.2526150941848755	0.2035110741853714	0.5144476799071044	0.6075657154183083	1.1792269864134908	0.9992048469884937	0.8056172369353057
E1_Decoder	P5	9	3	0.2616233229637146	0.2773832082748413	0.24533124268054962	0.6202360166453756	0.5046081313638769	0.8322674131593321	0.9431837081662447	0.8844487891187218
E1_Decoder	P5	9	4	0.3760310113430023	0.3820163309574127	0.33123430609703064	0.5333059269408735	0.604762040525743	1.1069491679119055	0.9843322938592444	0.8670684451287417
E1_Decoder	P5	9	5	0.4577491581439972	0.47679632902145386	0.39395251870155334	0.5650478159440452	0.6895051024397014	1.2116818667664555	0.9600517669325436	0.826249060075769
E1_Decoder	P5	9	6	0.48526209592819214	0.49131110310554504	0.39533424377441406	0.5453745288058421	0.7105876207177908	1.2891407405101516	0.9876880307831076	0.8046515563673046
E1_Decoder	P5	9	7	0.3975732922554016	0.3977251350879669	0.3046970069408417	0.5222797487415468	0.7281217984479723	1.342495458803491	0.9996182216833449	0.766099449242629
E1_Decoder	P5	9	8	0.20003105700016022	0.21326282620429993	0.1628573089838028	0.5752347240907443	0.7190423505794876	1.2107385786275577	0.9379555760390044	0.7636460225271046
E1_Decoder	P5	9	10	0.17496399581432343	0.18257957696914673	0.13424165546894073	0.5933416905231466	0.7197599275481424	1.2315320630595012	0.9582889757921269	0.735250117769884
E1_Decoder	P5	10	1	0.10150386393070221	0.09613966196775436	0.07789456844329834	0.5327544398438562	0.6607432046947878	1.2888517022433268	1.0557959311813163	0.8102230322946683
E1_Decoder	P5	10	2	0.17021217942237854	0.16429384052753448	0.15622888505458832	0.5382795584167357	0.3598082249984614	0.6932761578776429	1.0360228896947126	0.9509113948091406
E1_Decoder	P5	10	3	0.3297877609729767	0.3387919068336487	0.2908038794994354	0.5621811622317465	0.6375058752597085	1.0847549021472416	0.9734227834872893	0.8583554495657536
E1_Decoder	P5	10	4	0.5131465196609497	0.5258782505989075	0.43451666831970215	0.5604676782069521	0.6879129746147113	1.172988087888811	0.9757895845217824	0.8262685665833179
E1_Decoder	P5	10	5	0.5913653373718262	0.6389652490615845	0.4909157454967499	0.5835968062320523	0.7435630273400619	1.2342656380809442	0.9255046940977372	0.768298035327794
E1_Decoder	P5	10	6	0.6177295446395874	0.6709990501403809	0.49742022156715393	0.5761011165872252	0.7569647523155151	1.2660904040462488	0.9206116528933255	0.7413128550078988
E1_Decoder	P5	10	7	0.555173397064209	0.5881553888320923	0.41550412774086	0.5447198641694314	0.7651384621676209	1.3297272612526136	0.9439229965513433	0.7064529810156664
E1_Decoder	P5	10	8	0.3479972183704376	0.40590882301330566	0.27376753091812134	0.6069985725061406	0.7809238104066236	1.24329735824115	0.857328539416918	0.6744557284706947
E1_Decoder	P5	10	9	0.174652561545372	0.1709156036376953	0.13084855675697327	0.5448859943714163	0.69620582294286	1.320769444919946	1.021864346075729	0.7655740843553661
E2_Encoder	P7	1	2	0.1956888884305954	0.11043234914541245	0.07938078790903091	0.30966743940440866	0.755474777678848	2.2579473398620022	1.772025044698822	0.7188182495738255
E2_Encoder	P7	1	3	0.3440808951854706	0.2630109190940857	0.16224126517772675	0.4657042366660906	0.8741426754735683	1.8989166684651138	1.3082380623991663	0.6168613293187608
E2_Encoder	P7	1	4	0.45242029428482056	0.3956313133239746	0.2423679232597351	0.5313003483505058	0.886383114630618	1.7762049383008485	1.1435401573341657	0.6126105672056975
E2_Encoder	P7	1	5	0.4959426522254944	0.49737265706062317	0.2934274971485138	0.5991135722083102	0.8964857625447066	1.6655127933518998	0.9971248824903648	0.5899550226235071
E2_Encoder	P7	1	6	0.5298396944999695	0.5624945759773254	0.3327937424182892	0.6282209179922105	0.8959534698250945	1.6015634243870962	0.9419463175789409	0.5916390248564892
E2_Encoder	P7	1	7	0.4316514730453491	0.566896915435791	0.2864997684955597	0.6882655217211879	0.9193922989493968	1.4676856357081156	0.7614285089442151	0.5053824790620329
E2_Encoder	P7	1	8	0.28304892778396606	0.4413306415081024	0.20847992599010468	0.7262554305801562	0.9249291424764392	1.328088236465282	0.6413534460619806	0.4723894204981849
E2_Encoder	P7	1	9	0.18341822922229767	0.2693171501159668	0.132855623960495	0.6750630369733629	0.9023462090266752	1.3204517690214868	0.6810491984759179	0.49330547238929245
E2_Encoder	P7	1	10	0.10513001680374146	0.07875288277864456	0.07204972207546234	0.27692670952014414	0.41321255192951806	1.3162224431488394	1.3349354727653169	0.9148836148382886
E2_Encoder	P7	2	1	0.2006615847349167	0.10789809376001358	0.07587510347366333	0.3010698525915962	0.7644683977397464	2.3864256316760004	1.859732435878128	0.7032107874159887
E2_Encoder	P7	2	3	0.19297918677330017	0.1439935266971588	0.09856284409761429	0.4620129511228348	0.8280497539367483	1.8608932817633244	1.3401934878584227	0.6844949655612474
E2_Encoder	P7	2	4	0.3073901832103729	0.285442054271698	0.18080094456672668	0.571502944564239	0.8675303225271701	1.6801055458990972	1.0768917144836114	0.6334068223690379
E2_Encoder	P7	2	5	0.363626629114151	0.39362865686416626	0.2426607459783554	0.6561984497579798	0.886331550570339	1.545796222409934	0.9237808852916712	0.61647123944559
E2_Encoder	P7	2	6	0.41488513350486755	0.47325101494789124	0.2985972464084625	0.6873478177799781	0.8736807885422133	1.4715030505691522	0.8766703512522837	0.6309489826267789
E2_Encoder	P7	2	7	0.30079108476638794	0.5012004971504211	0.2646869719028473	0.8400271875031325	0.8995902228952896	1.1884281525635503	0.6001412338506001	0.5281059643949415
E2_Encoder	P7	2	8	0.2274579256772995	0.3934846520423889	0.21701930463314056	0.8717487174509984	0.8577577505735215	0.9981731845572253	0.5780604770647984	0.5515318158070412
E2_Encoder	P7	2	9	0.20748484134674072	0.23683598637580872	0.18574735522270203	0.6254761253169124	0.6344251904103838	0.9446751957948426	0.8760697414349273	0.7842868732286326
E2_Encoder	P7	2	10	0.2326793074607849	0.14464162290096283	0.12172189354896545	0.28346458340859904	0.5970279554999527	1.827966810448616	1.608660790677813	0.841541259754181
E2_Encoder	P7	3	1	0.34252068400382996	0.2629013657569885	0.15237703919410706	0.4603120102524916	0.8928991918272928	1.924594917940138	1.302848629247659	0.579597746688604
E2_Encoder	P7	3	2	0.19641204178333282	0.14276811480522156	0.09914426505565643	0.4647198590521049	0.825866999915721	1.870013489273315	1.3757416496764536	0.6944426295109303
E2_Encoder	P7	3	4	0.15495599806308746	0.13426966965198517	0.09603721648454666	0.5280468175371006	0.7885171286759749	1.6589324927860276	1.1540655344183044	0.7152562208089618
E2_Encoder	P7	3	5	0.21565313637256622	0.2684550881385803	0.16527210175991058	0.7084524454635877	0.864256261087809	1.3979636151046393	0.8033117862204311	0.6156415320934233
E2_Encoder	P7	3	6	0.2697944939136505	0.35641250014305115	0.216081902384758	0.7430514087772181	0.8604654870754237	1.3295420680906478	0.7569725916048531	0.6062691468397727
E2_Encoder	P7	3	7	0.25942450761795044	0.3942480683326721	0.2404160052537918	0.8271129399329273	0.8222429855755903	1.0360613823766753	0.6580235350678861	0.6098089618309185
E2_Encoder	P7	3	8	0.27018973231315613	0.3133358657360077	0.24748322367668152	0.6468740622992324	0.5967906052962259	0.8963779617259593	0.8623006870869895	0.7898336920204071
E2_Encoder	P7	3	9	0.32426249980926514	0.2466849833726883	0.20635545253753662	0.36113982079347323	0.5995870676568119	1.5012923251768806	1.3144800926912272	0.8365140419827567
E2_Encoder	P7	3	10	0.35952597856521606	0.2765723764896393	0.1858488768339157	0.4326818030086941	0.8159610128809915	1.7958064751221803	1.2999345167021201	0.6719719416406642
E2_Encoder	P7	4	1	0.44167420268058777	0.3853909969329834	0.23011423647403717	0.531569267324689	0.8922060527746156	1.7823665194744789	1.1460418281576816	0.5970929220073408
E2_Encoder	P7	4	2	0.2982805073261261	0.27877193689346313	0.17040959000587463	0.5705778252492869	0.8822163174249976	1.7025553013307035	1.0699803956239629	0.6112867453763798
E2_Encoder	P7	4	3	0.15393348038196564	0.13662996888160706	0.09940575063228607	0.5358533638319014	0.7815960822710902	1.6537683880011103	1.126645066539922	0.7275545141814633
E2_Encoder	P7	4	5	0.10878310352563858	0.11955315619707108	0.0831478089094162	0.6394061738153477	0.8195906625164875	1.3660772608942395	0.9099141083847324	0.6954881958311129
E2_Encoder	P7	4	6	0.17840571701526642	0.22491981089115143	0.14583620429039001	0.6921549482143864	0.8148646737709819	1.2686540089689724	0.7931969901113103	0.6483919922952743
E2_Encoder	P7	4	7	0.221172034740448	0.2637025713920593	0.19166907668113708	0.650189747848878	0.6717161102744353	0.9758412114609201	0.8387177780364563	0.7268381027508959
E2_Encoder	P7	4	8	0.3203069865703583	0.24835869669914246	0.22670809924602509	0.28314602426812996	0.41272922869831796	1.340794108794422	1.289695069379321	0.912825289627991
E2_Encoder	P7	4	9	0.3987577259540558	0.30363690853118896	0.2319658249616623	0.40640135911869263	0.7258027822694162	1.6821034842639768	1.3132715910032269	0.7639579327947058
E2_Encoder	P7	4	10	0.4557311236858368	0.38846904039382935	0.24849699437618256	0.4975111588314809	0.8580452258595188	1.751102465763279	1.1731465735952014	0.639682879552658
E2_Encoder	P7	5	1	0.48540517687797546	0.4737871289253235	0.28198981285095215	0.5977199688435935	0.9008582421672536	1.6685844763343853	1.0245216622473574	0.5951825105307964
E2_Encoder	P7	5	2	0.36166056990623474	0.3774005174636841	0.2333865761756897	0.6419594469421843	0.8913294155001488	1.582426274650962	0.9582937838473845	0.6184055542482071
E2_Encoder	P7	5	3	0.21104174852371216	0.260765939950943	0.16517968475818634	0.7132890250834208	0.8658953332640654	1.4037313593558627	0.8093148536323982	0.6334404132275137
E2_Encoder	P7	5	4	0.11455722153186798	0.11580222845077515	0.08740386366844177	0.6332540593132852	0.8061225872892187	1.4370870100855653	0.9892488518091309	0.7547684084991088
E2_Encoder	P7	5	6	0.10962748527526855	0.08929811418056488	0.0768786296248436	0.38538348227992675	0.5518045047259489	1.366875351457708	1.2276573394774806	0.860921088091418
E2_Encoder	P7	5	7	0.19873231649398804	0.15789218246936798	0.13716737926006317	0.34241621765967967	0.5075617429808483	1.3706263824696463	1.258658366651834	0.8687407895363943
E2_Encoder	P7	5	8	0.3737139105796814	0.23877571523189545	0.20909324288368225	0.31016100219639825	0.5796186066089971	1.8284434163496899	1.5651252901357073	0.8756888977617091
E2_Encoder	P7	5	9	0.4678760766983032	0.3607138395309448	0.260076642036438	0.46660516188174467	0.8009724674515721	1.8033958300012438	1.2970837972468898	0.7210054440235211
E2_Encoder	P7	5	10	0.5113734006881714	0.4712889790534973	0.28758513927459717	0.555636445288202	0.8821735290789456	1.720663245337256	1.0850527455897159	0.6102097694967583
E2_Encoder	P7	6	1	0.4951142966747284	0.5488995909690857	0.31138649582862854	0.6403354016920955	0.9070839262560275	1.5688101276804811	0.902012507971815	0.5672922715771636
E2_Encoder	P7	6	2	0.38699692487716675	0.46350526809692383	0.2787252962589264	0.6933248075778948	0.8900436827174741	1.4569886991622316	0.8349353319458747	0.6013422401935721
E2_Encoder	P7	6	3	0.2589170038700104	0.3460705578327179	0.21075673401355743	0.742392778259386	0.8669424021391821	1.3210803041310164	0.7481624715245628	0.6089993189060369
