patient	ref	tgt	L1_atlas	L1_zero	L1_atlas_oracle	alpha_oracle	cos	ratio_atlas	ratio_oracle
P1	6	1	0.7082301378250122	1.0130274295806885	0.6831280589103699	1.3716549706544716	0.8249988265509407	0.6991223703766465	0.6743431016405249
P1	6	2	0.5740909576416016	0.8252907395362854	0.5575786232948303	1.3473614614985712	0.8242767914266983	0.6956226819704435	0.6756147822622156
P1	6	3	0.3964177072048187	0.5433089733123779	0.3921079635620117	1.4007905790576252	0.7869028501225667	0.7296358548764417	0.7217034557177606
P1	6	4	0.24673959612846375	0.3175366520881653	0.24805660545825958	1.362423959472476	0.7335440866098178	0.777042884674477	0.7811904667603087
P1	6	5	0.1244284063577652	0.14007903635501862	0.12495876848697662	1.0489958934808152	0.5199591127176699	0.8882728607756253	0.8920590242374246
P1	6	7	0.20447365939617157	0.22555387020111084	0.21076303720474243	1.644603477011778	0.5001983696339204	0.9065402389852877	0.9344243883592844
P1	6	8	0.5276207327842712	0.6221195459365845	0.5167166590690613	2.188637362877393	0.6694771363688037	0.8481018418894912	0.830574545429461
P1	6	9	0.7036910653114319	0.8958055973052979	0.6764539480209351	1.7824529725317375	0.7513049582109128	0.785539929007173	0.7551347636761797
P1	6	10	0.7712871432304382	1.0470194816589355	0.7373437285423279	1.552929290215861	0.7982738539898132	0.7366502311956822	0.704231145130226
P1	7	1	0.5400996804237366	0.8163893222808838	0.538145899772644	1.1471267068680824	0.8335932379378046	0.661571220597018	0.6591780233836665
P1	7	2	0.45288920402526855	0.6471830606460571	0.453711599111557	1.040511775529724	0.7848004916321	0.6997853181960098	0.7010560484364884
P1	7	3	0.36500275135040283	0.4801296293735504	0.36495542526245117	0.9952256703027409	0.6550223839673582	0.7602170935100183	0.7601185241132214
P1	7	4	0.3308389186859131	0.37188422679901123	0.3298078775405884	0.7914382558677624	0.3940147443963023	0.8896288006985531	0.8868563218703991
P1	7	5	0.29427942633628845	0.3130565583705902	0.29400521516799927	0.9328373713728049	0.2870652512870435	0.9400200010757361	0.9391440853315766
