patient	ref	tgt	L1_atlas	L1_zero	L1_atlas_oracle	alpha_oracle	cos	ratio_atlas	ratio_oracle
P3	2	7	0.6191664934158325	0.7778134346008301	0.6183134913444519	0.9831587622820736	0.6410358807817572	0.7960347120175234	0.7949380453447262
P3	2	8	0.387149453163147	0.4664938151836395	0.37378284335136414	0.8025375561100979	0.6219386152174228	0.8299133676847186	0.8012600192871178
P3	2	9	0.26907432079315186	0.2712593376636505	0.24993519484996796	0.5608421062816461	0.4161264782002481	0.9919449155582324	0.9213883547849566
P3	2	10	0.24357999861240387	0.25977933406829834	0.24415360391139984	1.0421199550095788	0.44153809739892325	0.9376419394021716	0.9398499876330025
P3	3	1	0.4665072560310364	0.5950747132301331	0.4642068147659302	1.4610242696691116	0.7434490869414175	0.7839473693963268	0.7800815669786453
P3	3	2	0.29949110746383667	0.3709385097026825	0.298299103975296	1.4697903999033015	0.7004755008112762	0.8073874769807187	0.8041739969635157
P3	3	4	0.2548918128013611	0.3060009777545929	0.2583065927028656	1.4440295288566523	0.649610667310245	0.8329771188044359	0.8441364945899705
P3	3	5	0.4027814567089081	0.5028389096260071	0.4094263017177582	1.3241511860457065	0.6742823948782485	0.8010148956223018	0.8142295551914912
P3	3	6	0.5092043876647949	0.6346684098243713	0.5150691866874695	1.2278689000458705	0.64051742151544	0.8023156340894682	0.811556363471757
P3	3	7	0.4702035188674927	0.5173312425613403	0.4532376825809479	0.7427044859988368	0.4655829658779345	0.908902227786369	0.8761073086112853
P3	3	8	0.35904690623283386	0.3513590693473816	0.33450040221214294	0.4759619646115479	0.3090791444082529	1.0218802858845561	0.9520186936783726
P3	3	9	0.4024270474910736	0.43480706214904785	0.4051113724708557	1.1907918021177486	0.474296111299748	0.9255301546899101	0.9317037549219641
P3	3	10	0.45665886998176575	0.5574347376823425	0.4583468735218048	1.454158811860862	0.6920657683013395	0.8192149486062268	0.8222431121309065
P3	4	1	0.6746084094047546	0.8646547794342041	0.6706640124320984	1.470752036403945	0.7466223031546292	0.7802054940888568	0.7756436769723917
P3	4	2	0.5038295984268188	0.6412592530250549	0.5023583769798279	1.441606656884632	0.7213716970381587	0.7856878416179883	0.783393572272087
P3	4	3	0.2492028921842575	0.3022253215312958	0.2513437867164612	1.5335086836897598	0.6662615087527481	0.8245599373395067	0.8316437068971213
P3	4	5	0.21386919915676117	0.2480037361383438	0.21605414152145386	1.2198223538239263	0.563489143711031	0.8623628114919148	0.8711729302373593
P3	4	6	0.3049659729003906	0.3698572516441345	0.3063132166862488	1.1077915960205087	0.5696035900648041	0.8245504760139722	0.8281930807753206
P3	4	7	0.3635095953941345	0.34626340866088867	0.3371412754058838	0.4031863371936931	0.22390459396673412	1.0498065527626566	0.9736555089944875
P3	4	8	0.4199575185775757	0.42287853360176086	0.41446760296821594	0.8320038569567426	0.3218407304983568	0.9930925436216727	0.9801102918090759
P3	4	9	0.530117392539978	0.6163977980613708	0.5323607325553894	1.5769516378201283	0.6413395626264499	0.8600247992566605	0.8636642347356108
P3	4	10	0.6530653834342957	0.8151987791061401	0.6520839333534241	1.5052592997874141	0.7231646042555316	0.8011118271673289	0.799907887581026
P3	5	1	0.844802975654602	1.081828236579895	0.8372958898544312	1.4930589058415857	0.7444826490375469	0.7809030556693293	0.7739637971564401
P3	5	2	0.6731551885604858	0.8615084886550903	0.67033451795578	1.4452696493956794	0.7269920250314802	0.7813680276225197	0.7780939210503266
P3	5	3	0.3826456367969513	0.4864157736301422	0.38766318559646606	1.3917795983983448	0.6952800776489575	0.7866637094049195	0.7969790590944836
P3	5	4	0.21120180189609528	0.2531452476978302	0.21288880705833435	1.3826716491612006	0.5950329124878078	0.8343107517001417	0.8409749303785137
P3	5	6	0.1806045025587082	0.1986202448606491	0.18073074519634247	1.0785433311709498	0.3914338369115198	0.9092955387574884	0.9099311367939465
P3	5	7	0.37233975529670715	0.368066668510437	0.36723142862319946	0.7039459394667854	0.2020656111256459	1.0116095456390095	0.9977307375030242
P3	5	8	0.5147841572761536	0.567070722579956	0.518867015838623	1.836293158935677	0.5698216665106188	0.9077953362396871	0.9149952469384692
P3	5	9	0.6796490550041199	0.8269080519676208	0.6687970757484436	1.719210754774587	0.693391928645144	0.8219161167761042	0.8087925545736875
P3	5	10	0.8323726058006287	1.0490769147872925	0.8212050199508667	1.5649629730995083	0.7360948222931765	0.7934333451321802	0.7827881906231553
P3	6	1	0.9383331537246704	1.205067753791809	0.9252662062644958	1.4921923988182448	0.7387307569592388	0.7786559309816031	0.7678126008708615
P3	6	2	0.7659618258476257	0.978554368019104	0.761402428150177	1.413878844536787	0.7148375845059665	0.7827483590903271	0.7780890393361489
P3	6	3	0.5017382502555847	0.6317434310913086	0.5071670413017273	1.335846064349048	0.6600140506247577	0.7942120575576928	0.8028054053931655
P3	6	4	0.3007752001285553	0.37127378582954407	0.3037238121032715	1.2472787386040707	0.6021444064626658	0.8101169853845931	0.8180588657091844
P3	6	5	0.18069924414157867	0.2027732878923416	0.18047644197940826	1.2279382315790786	0.43437754594531464	0.8911392916680292	0.8900405169502829
P3	6	7	0.3399156630039215	0.35527464747428894	0.34183269739151	2.4283119707887533	0.4196519070591558	0.956768701117411	0.9621646234023729
P3	6	8	0.550968587398529	0.6202219128608704	0.5498982071876526	1.9850686360912178	0.6181605416900953	0.8883410533773315	0.8866152513882672
P3	6	9	0.7500345706939697	0.9107531309127808	0.7454738616943359	1.6743482852133214	0.6955346462839483	0.823532245167541	0.8185246214275458
P3	6	10	0.9094463586807251	1.144047737121582	0.898274302482605	1.5337869584269253	0.7263585698876444	0.7949374219024176	0.7851720460045297
P3	7	1	0.7699924111366272	0.9946310520172119	0.7751428484916687	1.214588389244342	0.6914339966927069	0.7741487756439989	0.7793270146951485
P3	7	2	0.62064129114151	0.7807157039642334	0.6230378746986389	1.0650095934450483	0.6516184374046134	0.794964528047899	0.7980342543835673
P3	7	3	0.4647659659385681	0.5216624140739441	0.4565660059452057	0.8450369147851388	0.4900090468114227	0.8909324371463897	0.8752135358567137
P3	7	4	0.35803109407424927	0.3436887860298157	0.3353242874145508	0.43495648532912234	0.23398901437779698	1.0417305091915026	0.9756625791842413
P3	7	5	0.3783179819583893	0.3728466033935547	0.37244313955307007	0.6472868434873622	0.17694362876563838	1.0146746101883066	0.9989178824835404
P3	7	6	0.35708752274513245	0.36613306403160095	0.3621005713939667	2.0751825989062094	0.33660350914364273	0.975294388365625	0.9889862647387502
P3	7	8	0.31971898674964905	0.3636649250984192	0.32551223039627075	1.4134822076126368	0.5474583276475073	0.8791581609447846	0.8950883297534864
P3	7	9	0.5141324400901794	0.6288103461265564	0.5219826698303223	1.2391807065210438	0.6546253068547968	0.8176271959537756	0.8301114525957026
P3	7	10	0.7114097476005554	0.8985799551010132	0.7176072001457214	1.2084590262553112	0.6826537064993391	0.791704448293177	0.7986013888603293
P3	8	1	0.5081005096435547	0.658214807510376	0.5123814940452576	1.0882284828173625	0.7001473672718195	0.7719372214754453	0.7784411535548453
P3	8	2	0.3837341368198395	0.45937642455101013	0.3726336658000946	0.8516848782490783	0.6358417038462874	0.8353370271338965	0.811172811413435
P3	8	3	0.3579736053943634	0.3538624942302704	0.3371089696884155	0.5453273322017744	0.335289007744703	1.0116178211342675	0.9526552691652234
P3	8	4	0.42477697134017944	0.42962393164634705	0.4200042188167572	0.8325947886854379	0.3125087839685152	0.9887181324196869	0.9776089921417401
P3	8	5	0.5231720805168152	0.5766968131065369	0.5291334986686707	1.8407661319918256	0.5698429220424174	0.907187396612449	0.9175245755535681
P3	8	6	0.5780623555183411	0.6428312659263611	0.587531328201294	1.8811583135177234	0.5901926603357885	0.8992443058682221	0.9139744118616004
P3	8	7	0.32800400257110596	0.36406078934669495	0.33359041810035706	1.2640454742549352	0.5153922222302609	0.9009594336146645	0.9163041663975492
P3	8	9	0.27604496479034424	0.3274950087070465	0.278869092464447	1.1344259451621574	0.6433788541220713	0.8428982349385185	0.8515216569724984
P3	8	10	0.4406489133834839	0.56404048204422	0.44547101855278015	1.1063890934332552	0.7014739484923151	0.7812363250709683	0.7897855432969718
P3	9	1	0.31279250979423523	0.39976149797439575	0.31533098220825195	1.0745238857940071	0.6800905509739614	0.7824478129563873	0.7887977801915494
P3	9	2	0.2623094618320465	0.2735467255115509	0.2469981461763382	0.6329422256678368	0.4584332977926229	0.958920130889924	0.902946820929532
P3	9	3	0.40588146448135376	0.4399499297142029	0.40836936235427856	1.1707262996782943	0.4732323834471346	0.9225628578802583	0.928217814739874
P3	9	4	0.5530012845993042	0.6326909065246582	0.5630374550819397	1.512139238117613	0.6208094928944161	0.874046519234668	0.8899091946408371
P3	9	5	0.7124583721160889	0.8489794135093689	0.7163134813308716	1.635161776735902	0.6745660085052257	0.8391939318894056	0.8437348066779321
P3	9	6	0.7738632559776306	0.9240058660507202	0.7804386019706726	1.5501662643799359	0.6725595299681167	0.8375090293367813	0.8446251594768913
P3	9	7	0.5513857007026672	0.6523899435997009	0.558249294757843	1.1464248344291592	0.6278305003081571	0.845178111821097	0.8556988044260512
P3	9	8	0.28193986415863037	0.32936662435531616	0.28300386667251587	1.042160649115562	0.6244439487012805	0.856006174610083	0.8592366249204875
P3	9	10	0.24481119215488434	0.3107207417488098	0.2463400661945343	1.1466151178476245	0.6640357017696663	0.7878817190543156	0.7928021309683871
P3	10	1	0.15326890349388123	0.16115839779376984	0.15174919366836548	0.8434853686224177	0.402261632788865	0.9510450934739089	0.9416151795114949
P3	10	2	0.24799196422100067	0.25950369238853455	0.24697865545749664	0.9461932515811373	0.4170083848617076	0.955639443656554	0.9517346484909157
P3	10	3	0.4858831763267517	0.5807603001594543	0.48962223529815674	1.3961871353916497	0.6697781759424868	0.8366329037872371	0.8430711175741961
P3	10	4	0.6875886917114258	0.849814236164093	0.687655508518219	1.451563575245769	0.7121190755924206	0.8091046989458263	0.8091833241370149
P3	10	5	0.8644456267356873	1.0809229612350464	0.8592885136604309	1.4848140079953316	0.7198313389781678	0.7997291738053048	0.7949581463961324
P3	10	6	0.9606057405471802	1.1941416263580322	0.9588006138801575	1.4396479514299034	0.7045259752514864	0.8044320031593704	0.802920351084626
P3	10	7	0.7367819547653198	0.9251977205276489	0.7416151165962219	1.1224484742360077	0.6650605237968044	0.7963508106625319	0.8015747338561015
P3	10	8	0.45545557141304016	0.5752519965171814	0.45643705129623413	1.0194496108989812	0.6797512289842306	0.7917496578378878	0.7934558316349998
P3	10	9	0.25121989846229553	0.31409335136413574	0.2521381974220276	1.0636301617278014	0.6439478717998341	0.7998255848817711	0.8027492346685107
P4	1	2	0.3993074893951416	0.4703316390514374	0.33406245708465576	3.465346536343833	0.8039268088032904	0.8489913419400469	0.7102700081125551
P4	1	3	0.7136378884315491	0.9566752910614014	0.5159975290298462	2.655246248677177	0.8936119302161931	0.7459562247497686	0.5393653769999255
P4	1	4	0.8449431657791138	1.2203737497329712	0.6390697956085205	2.2235509236031317	0.9004924276401121	0.6923642580512691	0.5236672746757743
P4	1	5	0.8788506984710693	1.3707059621810913	0.6537708640098572	1.995086918865005	0.9156791293201985	0.6411664665648836	0.47695923272235974
P4	1	6	0.9243045449256897	1.4616570472717285	0.712970495223999	1.9370456500825821	0.9140253278281397	0.6323675903666733	0.4877823402930268
P4	1	7	0.9103950262069702	1.3928706645965576	0.7002055048942566	2.0272588246552443	0.9052387000903162	0.6536105966957559	0.5027067643046885
P4	1	8	0.701297402381897	1.0748262405395508	0.5765092968940735	2.0266833633741155	0.8827245576184826	0.652475140567701	0.5363744158355049
P4	1	9	0.45211589336395264	0.6581152677536011	0.36957934498786926	2.126974369763471	0.867763548766409	0.6869858754488358	0.56157236140317
P4	1	10	0.22387036681175232	0.25740060210227966	0.21731887757778168	1.9424754592691165	0.5871809431299686	0.8697352103426553	0.8442827087538386
P4	2	1	0.396677166223526	0.4681176543235779	0.32552284002304077	3.4373573324830877	0.7989264933898506	0.8473877508352421	0.6953868050403179
P4	2	3	0.34503352642059326	0.4737131893634796	0.2761356234550476	2.2243339292903648	0.8804812010341869	0.7283595520829997	0.5829173213988117
P4	2	4	0.42827123403549194	0.6846440434455872	0.3677581250667572	1.7021767850900182	0.8990305724875609	0.6255385380703006	0.5371523035765449
P4	2	5	0.4939868152141571	0.8636326789855957	0.4227653741836548	1.5592025581949824	0.9118095001422847	0.571987173753526	0.48951989019246683
P4	2	6	0.5122061371803284	0.9420016407966614	0.4571056365966797	1.479907418430171	0.9140116391867505	0.543742298311869	0.4852492997890113
P4	2	7	0.5257664918899536	0.9071661233901978	0.47202473878860474	1.5549085042140138	0.8993494549627621	0.5795702444499314	0.5203288864277548
P4	2	8	0.3911239504814148	0.6416051387786865	0.3713758587837219	1.4316038391644643	0.8571508005065336	0.609602272241663	0.5788230740960809
P4	2	9	0.3630455434322357	0.45788490772247314	0.3503243625164032	1.473585438957692	0.6726940158353062	0.7928751031302387	0.7650926173979443
P4	2	10	0.41761600971221924	0.47507596015930176	0.3860900104045868	3.0712603447325098	0.6850986186132009	0.8790510249606923	0.8126911121226249
P4	3	1	0.6844041347503662	0.9226334095001221	0.514532208442688	2.5720960038018155	0.8769038083506492	0.7417942247735997	0.5576778416483518
P4	3	2	0.34459251165390015	0.4744071960449219	0.27275896072387695	2.2585514883746725	0.8806511093646091	0.7263644281257288	0.5749469295530021
P4	3	4	0.1830342411994934	0.2561247944831848	0.18331556022167206	1.180743812025286	0.7566909225421384	0.7146291383808607	0.7157275053810034
P4	3	5	0.19866156578063965	0.37633317708969116	0.19965440034866333	1.0695162736963375	0.8826933382310567	0.5278874621604058	0.53052564191299
P4	3	6	0.2709202468395233	0.47044864296913147	0.2723710238933563	1.0512010999337458	0.8655272131672958	0.5758763488606763	0.5789601648637935
P4	3	7	0.28403258323669434	0.44286859035491943	0.28467538952827454	1.023610177361626	0.8147580975118557	0.6413473193234763	0.6427987798821604
P4	3	8	0.35332775115966797	0.4075903296470642	0.3522450923919678	0.8905426712714768	0.5193027969597033	0.8668698088730843	0.8642135663448631
P4	3	9	0.4630495607852936	0.5597416758537292	0.42424261569976807	2.297494355498034	0.7497471938345361	0.8272558231063304	0.7579257253852051
P4	3	10	0.6803492903709412	0.8812300562858582	0.508507490158081	2.68607509261114	0.8708549777785312	0.772045035820074	0.577042835217514
P4	4	1	0.7819219827651978	1.139390468597412	0.6229448914527893	2.1350101915644015	0.8836796399217811	0.6862634051412967	0.546735213802195
P4	4	2	0.4423149824142456	0.7018625140190125	0.3831116557121277	1.7511978680240214	0.8893768508986267	0.6302017468940704	0.5458500034691264
P4	4	3	0.18522240221500397	0.26368728280067444	0.1851975917816162	1.2386344497651995	0.7722504131942282	0.7024320636464544	0.7023379732787877
P4	4	5	0.13921096920967102	0.19393081963062286	0.1394864022731781	1.0323674242179741	0.7000865988026093	0.7178382965370026	0.719258561062423
P4	4	6	0.16140830516815186	0.2694661319255829	0.16095693409442902	0.9677571564066171	0.8258554688609048	0.5989929198698973	0.5973178630807663
P4	4	7	0.25643405318260193	0.3192635774612427	0.2571796774864197	1.0904755039316802	0.6602797725118785	0.8032048479245397	0.8055402984940876
P4	4	8	0.3789137601852417	0.45776110887527466	0.3684883713722229	1.677520920482142	0.660024523374274	0.8277543741455844	0.8049796372557815
P4	4	9	0.5458338260650635	0.740041971206665	0.4464910626411438	2.09600681285231	0.8540945837861474	0.7375714450020474	0.6033320811698343
P4	4	10	0.7703971266746521	1.096706748008728	0.5847508311271667	2.2029509326623504	0.887481919182369	0.7024641072679175	0.5331879576640601
P4	5	1	0.8161731958389282	1.2785019874572754	0.6532959938049316	1.91505527039098	0.8974682969378404	0.6383824224334285	0.5109855129003179
P4	5	2	0.49242863059043884	0.8621730804443359	0.42772814631462097	1.5649799470944534	0.9072695887579149	0.5711482320193263	0.49610473351149376
P4	5	3	0.21181988716125488	0.3825530707836151	0.21303653717041016	1.0848387071361925	0.8687164399425553	0.5537006583880419	0.5568810014621757
P4	5	4	0.13533827662467957	0.19855770468711853	0.1358681172132492	1.115589537527993	0.752711570421547	0.6816067744031474	0.6842752207845384
P4	5	6	0.13115614652633667	0.14749197661876678	0.12972941994667053	0.7193989510696067	0.41799218368005586	0.8892425848040906	0.87956933604593
P4	5	7	0.18996195495128632	0.2262541502714157	0.18996630609035492	1.0673712016996464	0.5715747774015459	0.8395954492918999	0.8396146804930221
P4	5	8	0.3799300491809845	0.5025056600570679	0.3535076677799225	1.6957594318093236	0.7840433083302432	0.756071183631717	0.7034899223618214
P4	5	9	0.551124632358551	0.8244877457618713	0.4531857967376709	1.7811309552251695	0.8815301042106245	0.6684449043560763	0.549657407362559
P4	5	10	0.7959591746330261	1.2256190776824951	0.6085647344589233	1.93170968085955	0.9032833937663826	0.6494343871817772	0.4965366038603522
P4	6	1	0.8379849791526794	1.3548158407211304	0.6911805272102356	1.8365614034114894	0.8996156872976123	0.6185231630497054	0.5101656671229499
P4	6	2	0.5169269442558289	0.9496985673904419	0.47033965587615967	1.4991154335145327	0.9027561988396395	0.5443063325621601	0.4952515166665432
P4	6	3	0.27610552310943604	0.47208845615386963	0.27807143330574036	1.0526795089180936	0.8555094125972812	0.5848597217540178	0.58902400531291
P4	6	4	0.16716423630714417	0.2811547517776489	0.16736197471618652	1.0164695895282017	0.835080707824954	0.5945630840319067	0.5952663921132824
P4	6	5	0.13225577771663666	0.15769773721694946	0.13200929760932922	0.9033934705444293	0.5302719296122917	0.8386662995340792	0.8371033087666953
P4	6	7	0.2006128430366516	0.23336736857891083	0.2008180469274521	1.2592049248571517	0.5237143298581879	0.8596439350466275	0.860523252031046
P4	6	8	0.36462175846099854	0.5154602527618408	0.33475401997566223	1.6223079095792103	0.8320682709775366	0.707371240570639	0.6494274159492358
P4	6	9	0.578879177570343	0.8816075921058655	0.48659881949424744	1.690662657474821	0.8834109591297611	0.6566177319181138	0.5519449059324973
P4	6	10	0.803260326385498	1.2733020782470703	0.6397837996482849	1.8394699053154842	0.9029863953908642	0.6308482017804687	0.5024603435259154
P4	7	1	0.8458124399185181	1.3270702362060547	0.6874780654907227	1.9195572972973935	0.8881673630218838	0.6373531836088806	0.5180419594490684
P4	7	2	0.5624833106994629	0.9430676102638245	0.5077665448188782	1.5791402110521116	0.8808591635807004	0.5964400691718247	0.5384200870569924
P4	7	3	0.2950241267681122	0.454555481672287	0.2956926226615906	1.0431982783076539	0.806601946725533	0.6490387613030936	0.650509419826491
P4	7	4	0.2574543058872223	0.3223448097705841	0.2583688795566559	1.1070396360910715	0.6733420111839765	0.7986922639469672	0.8015295166084402
P4	7	5	0.18803252279758453	0.22379174828529358	0.18807841837406158	1.0428586709269676	0.574368658438277	0.8402120464150333	0.8404171280448463
P4	7	6	0.19148175418376923	0.22178798913955688	0.19129116833209991	1.2936818554541942	0.5420822329172978	0.8633549315571012	0.8624956160801508
P4	7	8	0.299946129322052	0.39404281973838806	0.2647637128829956	1.8628417045996124	0.8048016092029177	0.7612018651201194	0.6719160954608356
P4	7	9	0.4971674680709839	0.751949667930603	0.4071207046508789	1.7710476979478036	0.8850460722161639	0.6611712050345199	0.5414201535207698
P4	7	10	0.805767297744751	1.2222901582717896	0.6304479837417603	1.948809199273948	0.8931354789241008	0.6592275101715904	0.5157924077807826
P4	8	1	0.6724196672439575	1.038526177406311	0.5675134658813477	1.9651648608688237	0.866540314331564	0.6474749331050144	0.5464604342460544
P4	8	2	0.40716996788978577	0.6610138416290283	0.3878672420978546	1.4337315666203574	0.8430414387022557	0.6159779754177919	0.5867762786055727
P4	8	3	0.3627135157585144	0.41764330863952637	0.3614933490753174	0.8728423493895618	0.5112443593224262	0.8684767797191679	0.8655552276244589
P4	8	4	0.3823509216308594	0.45326828956604004	0.37682202458381653	1.5657898099367502	0.6293643178524106	0.8435421811592487	0.8313443345983604
P4	8	5	0.3694373667240143	0.4928404986858368	0.3448405861854553	1.670498942139241	0.789491209308549	0.7496083777796712	0.6997001811031673
P4	8	6	0.3746442198753357	0.5155566334724426	0.3481755256652832	1.6058827233143593	0.8212915185982309	0.726679079564905	0.6753390472744131
P4	8	7	0.2964416742324829	0.3903983235359192	0.2628665268421173	1.836151452291582	0.8013332358014045	0.7593313197340315	0.673329035999131
P4	8	9	0.277259886264801	0.4138626456260681	0.24373029172420502	1.7463312661402353	0.8492702967622278	0.6699321361689404	0.5889158983060758
P4	8	10	0.5799842476844788	0.8954566717147827	0.46081382036209106	1.9909610192910252	0.8792386676260926	0.6476966066641949	0.5146131967274767
P4	9	1	0.4554995000362396	0.6663262844085693	0.37009263038635254	2.106280347086892	0.8568015029678392	0.683598277142167	0.5554225295417341
P4	9	2	0.3693596124649048	0.4646216928958893	0.3575538098812103	1.4511961073032755	0.6709404893722857	0.7949685047264238	0.7695590097239168
P4	9	3	0.46689262986183167	0.5648691058158875	0.4299175441265106	2.2536338349534177	0.741864936260322	0.8265501247186458	0.761092330417938
P4	9	4	0.5577048659324646	0.7511939406394958	0.4549542963504791	2.1125777187534127	0.8556717063837757	0.742424606697023	0.6056415949830131
P4	9	5	0.5597964525222778	0.8339885473251343	0.4610215127468109	1.7754249471642967	0.8832079989051628	0.6712279854654151	0.5527911794777676
P4	9	6	0.5940892696380615	0.9007701873779297	0.4930483400821686	1.7159760593079105	0.8890468788746738	0.6595347825258383	0.5473630755003038
P4	9	7	0.4760422706604004	0.7434301972389221	0.38314151763916016	1.7784754322221181	0.9008790996722513	0.6403321689492939	0.5153698613025628
P4	9	8	0.26861339807510376	0.4106512665748596	0.23327258229255676	1.7665057805567779	0.8698878914202532	0.654115596222414	0.5680551876491835
P4	9	10	0.3483414947986603	0.4973050057888031	0.2718520164489746	2.332712944185755	0.8642636513591622	0.7004584525469163	0.546650472616448
P4	10	1	0.2295142263174057	0.26807084679603577	0.2173297256231308	2.1328997758454338	0.6222901644246592	0.8561700351252062	0.810717495843508
P4	10	2	0.41622427105903625	0.4735228419303894	0.38740167021751404	3.100852185232158	0.6868518503741808	0.8789951280116359	0.8181266792499617
P4	10	3	0.7077755331993103	0.9141534566879272	0.5189775824546814	2.7594560837982183	0.8795696104255343	0.774241488692341	0.5677138544495484
P4	10	4	0.791129469871521	1.1296107769012451	0.5838276743888855	2.2506631278380493	0.9011179922757391	0.7003558093184556	0.5168396817091679
P4	10	5	0.8512361645698547	1.293099045753479	0.6374514102935791	1.9964998798466134	0.9085277141199851	0.6582915418314658	0.49296410231448357
P4	10	6	0.8626917004585266	1.353695273399353	0.6695243716239929	1.9149189810082243	0.9109982168942837	0.6372864834581012	0.4945901672114924
P4	10	7	0.8441537022590637	1.2738903760910034	0.6418859362602234	2.029415509149069	0.9053435312920428	0.6626580419340256	0.5038784720470867
P4	10	8	0.5909963846206665	0.9097279906272888	0.4641559422016144	2.0425556515213867	0.892740082816279	0.6496407615348343	0.5102139837222804
P4	10	9	0.3468126058578491	0.4943901300430298	0.27275019884109497	2.3381924387586777	0.8725433777288328	0.7014958122802005	0.5516902184462216
P5	1	2	0.1407165676355362	0.14457997679710388	0.12886153161525726	0.6949549256286723	0.6062783788457891	0.9732783940960967	0.8912820050877095
P5	1	3	0.3278578221797943	0.37218177318573	0.3072482943534851	0.7679267151841465	0.6706206373875887	0.8809077870027324	0.8255328887375656
P5	1	4	0.4885275065898895	0.5772421360015869	0.4612824320793152	0.7878098130377895	0.6609995579753805	0.8463129701060952	0.7991142768518323
P5	1	5	0.5978841781616211	0.7101764678955078	0.5591121912002563	0.7715745717163359	0.6584144534727101	0.8418811453065368	0.7872862823195116
P5	1	6	0.6338203549385071	0.7488629221916199	0.5791220664978027	0.7337796719805227	0.6558527014587595	0.8463770019265614	0.7733352117406826
P5	1	7	0.5908998250961304	0.6860101222991943	0.5272904634475708	0.6862086473099263	0.623291245949896	0.861357297638266	0.7686336488451988
P5	1	8	0.44859960675239563	0.5068779587745667	0.39130884408950806	0.6352429362660962	0.5968149802608652	0.8850248841692281	0.7719981453435859
P5	1	9	0.29639574885368347	0.2798632085323334	0.24270939826965332	0.45640026429107583	0.4310640571735296	1.0590736467578232	0.8672429632407807
P5	1	10	0.11002429574728012	0.09919323772192001	0.09476499259471893	0.33249935103425443	0.25359033292607863	1.1091914960546412	0.9553573889823488
P5	2	1	0.13750723004341125	0.14559470117092133	0.12979881465435028	0.7648760989159372	0.6191134194729648	0.9444521602608617	0.8915078200680709
P5	2	3	0.19587865471839905	0.2141757309436798	0.17883692681789398	0.7243380116406939	0.6173702746655969	0.914569796752125	0.8350008940318331
P5	2	4	0.3607676923274994	0.4184863865375519	0.33636346459388733	0.7496422446186226	0.6263076904180587	0.8620774867072689	0.8037620228865069
P5	2	5	0.4868622422218323	0.5690863728523254	0.45241913199424744	0.7464512136247816	0.6178991753607547	0.8555155516756157	0.7949920320999279
P5	2	6	0.5448683500289917	0.6166214346885681	0.4895845651626587	0.6827501006196726	0.6047263334219724	0.8836351112318758	0.7939791541789804
P5	2	7	0.5001119375228882	0.5558506846427917	0.43774354457855225	0.6302099450909635	0.572510342972169	0.8997235252921868	0.7875200241227748
P5	2	8	0.4005049765110016	0.40161868929862976	0.34367212653160095	0.5157594788631241	0.46419396501068827	0.9972269398379515	0.8557174645726167
P5	2	9	0.2869485318660736	0.2517029941082001	0.24691231548786163	0.16588807589348406	0.1251122486686838	1.1400282816767864	0.9809669382864827
P5	2	10	0.18562369048595428	0.1736321896314621	0.1678839921951294	0.5023616219382496	0.33698221674194784	1.0690626598670696	0.9668944021927421
P5	3	1	0.33431345224380493	0.3771194517612457	0.3185249865055084	0.8028063213569943	0.6555655240373748	0.8864921994409843	0.8446262451271449
P5	3	2	0.1979759782552719	0.2167869359254837	0.18546175956726074	0.7650831304043156	0.6100931200739056	0.9132283613405667	0.8555024719340543
P5	3	4	0.1561485081911087	0.17784956097602844	0.1463635414838791	0.7320194002121687	0.5972260880956913	0.8779808470382183	0.8229626245948776
P5	3	5	0.2835372984409332	0.3249785602092743	0.2627178132534027	0.6932900758579628	0.5883686630285324	0.872480013014845	0.8084158323682094
P5	3	6	0.35541263222694397	0.3825458884239197	0.3122127652168274	0.6059711788707984	0.5617349448416732	0.9290718917179738	0.8161446107894058
P5	3	7	0.36393964290618896	0.35616907477378845	0.31135520339012146	0.5044305718947971	0.4512791203649314	1.0218170770085409	0.8741780952988988
P5	3	8	0.3134927749633789	0.28159958124160767	0.2709416151046753	0.3032883868556498	0.22293952273655482	1.113257248399128	0.9621520526062571
P5	3	9	0.30648988485336304	0.28341054916381836	0.27533701062202454	0.4550948303921188	0.2806371538728662	1.081434285906571	0.9715129215704419
P5	3	10	0.3262399137020111	0.3450174331665039	0.3099697530269623	0.7839654736868601	0.6134301276210531	0.945575157486518	0.8984176543837779
P5	4	1	0.4998980462551117	0.591040849685669	0.4815558195114136	0.8243010392620305	0.6450879845351962	0.8457927172393763	0.8147589456253618
P5	4	2	0.38223621249198914	0.4450755715370178	0.36657121777534485	0.8049719366141721	0.6068765112929092	0.8588119342788909	0.8236156761186261
P5	4	3	0.15925978124141693	0.1861349493265152	0.151830792427063	0.7682229742587342	0.596440093616247	0.8556146055195994	0.8157027628418327
P5	4	5	0.14299210906028748	0.13923396170139313	0.12624503672122955	0.5618591889379017	0.4636020123253092	1.0269915997000374	0.9067115176394955
P5	4	6	0.2261977642774582	0.21613304316997528	0.19162066280841827	0.4822205880742614	0.4458932313552465	1.0465672483941644	0.8865866134949133
P5	4	7	0.26595544815063477	0.23656506836414337	0.22604669630527496	0.287830873255087	0.22951819670120924	1.1242380372965757	0.9555370869773658
P5	4	8	0.3123229146003723	0.2799190282821655	0.2764032185077667	0.3024921033828344	0.18804434960878716	1.1157616419186154	0.9874399043324243
P5	4	9	0.40046530961990356	0.4102400541305542	0.3839605450630188	0.7586567541942221	0.48916893787483506	0.9761731103234987	0.9359411427457246
