pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.017472	0.000000	1747168.600559	nan	nan
01_to_02	pair	0.235354	0.190468	1.235664	0.14524433016777039	0.6927518844604492
01_to_03	pair	0.819193	0.584207	1.402229	0.0010181816760450602	0.543241024017334
01_to_04	pair	1.545063	0.988564	1.562937	-0.15741953253746033	0.5985562205314636
01_to_05	pair	2.007875	1.311375	1.531122	-0.19450530409812927	0.5313720107078552
01_to_06	pair	2.336630	1.570139	1.488168	-0.21388259530067444	0.4953356385231018
01_to_07	pair	2.332678	1.458549	1.599314	-0.3223877549171448	0.53264319896698
01_to_08	pair	1.818007	1.013706	1.793426	-0.38146454095840454	0.6160656809806824
01_to_09	pair	1.204843	0.573070	2.102435	-0.38430607318878174	0.77668696641922
01_to_10	pair	0.530322	0.179559	2.953462	-0.27562543749809265	1.6489379405975342
02_to_01	pair	0.276375	0.183776	1.503873	0.10806893557310104	0.8394700884819031
02_to_02	identity	0.016325	0.000000	1632481.440902	nan	nan
02_to_03	pair	0.526601	0.430930	1.222011	0.0392492301762104	0.32184720039367676
02_to_04	pair	1.416210	0.839027	1.687919	-0.24145443737506866	0.6462562084197998
02_to_05	pair	1.902940	1.118447	1.701412	-0.2609446346759796	0.6214269995689392
02_to_06	pair	2.551026	1.408059	1.811732	-0.30540362000465393	0.7024081945419312
02_to_07	pair	2.437655	1.316590	1.851491	-0.4014807939529419	0.7176862359046936
02_to_08	pair	1.894681	0.887366	2.135175	-0.4027268588542938	0.8039085865020752
02_to_09	pair	1.029953	0.499168	2.063341	-0.39520755410194397	0.8066909909248352
02_to_10	pair	0.332308	0.224332	1.481320	0.020508769899606705	0.8308683633804321
03_to_01	pair	0.978700	0.562706	1.739274	-0.10362809896469116	0.7004268169403076
03_to_02	pair	0.590295	0.396131	1.490150	-0.07483780384063721	0.47865864634513855
03_to_03	identity	0.016957	0.000000	1695684.529841	nan	nan
03_to_04	pair	0.804697	0.382081	2.106090	-0.2721668779850006	0.9826186299324036
03_to_05	pair	1.238833	0.658934	1.880056	-0.3895772397518158	0.6879868507385254
03_to_06	pair	1.724611	0.889628	1.938574	-0.43521761894226074	0.7596599459648132
03_to_07	pair	1.785419	0.831008	2.148497	-0.484017550945282	0.917326033115387
03_to_08	pair	1.089731	0.508841	2.141596	-0.3977937400341034	0.9715384244918823
03_to_09	pair	0.615784	0.348696	1.765965	0.12252679467201233	1.2392873764038086
03_to_10	pair	0.709242	0.483550	1.466740	0.22588412463665009	0.7070572972297668
04_to_01	pair	1.847184	0.981249	1.882483	-0.24365851283073425	0.7587801218032837
04_to_02	pair	1.548277	0.826522	1.873244	-0.30107516050338745	0.7381955981254578
04_to_03	pair	0.768140	0.360963	2.128032	-0.3710019886493683	0.959455132484436
04_to_04	identity	0.038088	0.000000	3808766.603470	nan	nan
04_to_05	pair	0.490689	0.328600	1.493273	-0.2544225752353668	0.44156283140182495
04_to_06	pair	0.905598	0.491866	1.841146	-0.38501042127609253	0.6555643081665039
04_to_07	pair	1.072753	0.451343	2.376799	-0.4353429079055786	1.0509394407272339
04_to_08	pair	0.650274	0.398213	1.632979	0.07169786840677261	1.0267184972763062
04_to_09	pair	0.722967	0.525511	1.375740	0.17870159447193146	0.7188864350318909
04_to_10	pair	1.302737	0.856208	1.521518	-0.01613384485244751	0.5946303606033325
05_to_01	pair	2.276235	1.296769	1.755313	-0.19284909963607788	0.6947587132453918
05_to_02	pair	1.944715	1.137159	1.710152	-0.26737311482429504	0.6416967511177063
05_to_03	pair	1.181524	0.633026	1.866468	-0.4024448096752167	0.7092727422714233
05_to_04	pair	0.469904	0.321759	1.460421	-0.2950783967971802	0.45266398787498474
05_to_05	identity	0.025049	0.000000	2504895.254970	nan	nan
05_to_06	pair	0.386878	0.221391	1.747485	-0.3243691623210907	0.6877697110176086
05_to_07	pair	0.575159	0.253131	2.272178	-0.22454334795475006	1.3019922971725464
05_to_08	pair	0.567430	0.420035	1.350912	0.18956467509269714	0.7150509357452393
05_to_09	pair	1.030895	0.715478	1.440847	-0.050550080835819244	0.6015198230743408
05_to_10	pair	1.771653	1.156168	1.532349	-0.10459983348846436	0.5934132933616638
06_to_01	pair	2.521612	1.524083	1.654511	-0.16222961246967316	0.6565133333206177
06_to_02	pair	2.280749	1.373921	1.660029	-0.24822533130645752	0.6245370507240295
06_to_03	pair	1.484648	0.867604	1.711204	-0.3680430054664612	0.6425047516822815
06_to_04	pair	0.830194	0.483001	1.718826	-0.30505967140197754	0.6098471879959106
06_to_05	pair	0.325137	0.212122	1.532784	-0.28100112080574036	0.5897147059440613
06_to_06	identity	0.024604	0.000000	2460370.212793	nan	nan
06_to_07	pair	0.251510	0.175158	1.435904	0.14998723566532135	0.8013234734535217
06_to_08	pair	0.720032	0.494824	1.455126	-0.04022686928510666	0.6648827791213989
06_to_09	pair	1.293121	0.862720	1.498887	-0.07572460919618607	0.6238362193107605
06_to_10	pair	2.134513	1.397020	1.527905	-0.09983699023723602	0.6073119044303894
07_to_01	pair	2.384911	1.440040	1.656143	-0.18751348555088043	0.6438226103782654
07_to_02	pair	2.208827	1.323112	1.669418	-0.28668591380119324	0.6153832674026489
07_to_03	pair	1.433734	0.810689	1.768537	-0.38549789786338806	0.6934775114059448
07_to_04	pair	0.796995	0.442708	1.800274	-0.26126986742019653	0.776856005191803
07_to_05	pair	0.447281	0.232637	1.922653	-0.07539425790309906	1.1530606746673584
07_to_06	pair	0.249410	0.170045	1.466730	0.19611965119838715	0.9048412442207336
07_to_07	identity	0.031052	0.000000	3105193.190277	nan	nan
07_to_08	pair	0.581669	0.375961	1.547155	-0.2253607213497162	0.6222900748252869
07_to_09	pair	1.236651	0.754171	1.639749	-0.13406327366828918	0.6914719939231873
07_to_10	pair	2.095236	1.296596	1.615951	-0.14214184880256653	0.6473159193992615
08_to_01	pair	1.869625	1.017389	1.837669	-0.24199539422988892	0.7000571489334106
08_to_02	pair	1.522150	0.851418	1.787782	-0.29031649231910706	0.659224271774292
08_to_03	pair	0.929365	0.482704	1.925329	-0.2881035804748535	0.8892902135848999
08_to_04	pair	0.548065	0.386827	1.416823	0.19133226573467255	0.8664178848266602
08_to_05	pair	0.544403	0.419452	1.297890	0.22103136777877808	0.7381123304367065
08_to_06	pair	0.708713	0.519933	1.363084	-2.117317490046844e-05	0.5971512794494629
08_to_07	pair	0.546534	0.393738	1.388066	-0.25605353713035583	0.464197039604187
08_to_08	identity	0.030389	0.000000	3038873.523474	nan	nan
08_to_09	pair	0.767811	0.368088	2.085944	-0.3024663031101227	0.8796160817146301
08_to_10	pair	1.402867	0.810147	1.731620	-0.19037221372127533	0.6461358666419983
09_to_01	pair	1.066971	0.547611	1.948411	-0.2877890169620514	0.7376057505607605
09_to_02	pair	0.953359	0.475448	2.005179	-0.323036253452301	0.839156985282898
09_to_03	pair	0.585648	0.329496	1.777403	0.16074742376804352	1.233945369720459
