pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.019038	0.000000	1903823.018074	nan	nan
01_to_02	pair	0.649965	0.632013	1.028404	0.029058285057544708	0.158938467502594
01_to_03	pair	2.439988	2.324730	1.049579	-0.0731678307056427	0.17031505703926086
01_to_04	pair	4.015097	3.779693	1.062281	-0.19282123446464539	0.16422417759895325
01_to_05	pair	4.921964	4.623016	1.064665	-0.23874913156032562	0.15714649856090546
01_to_06	pair	5.367320	5.059271	1.060888	-0.2447383850812912	0.1540878266096115
01_to_07	pair	5.769540	5.441695	1.060247	-0.30604660511016846	0.1443144679069519
01_to_08	pair	5.374868	4.982205	1.078813	-0.333268404006958	0.14163553714752197
01_to_09	pair	3.261414	2.910389	1.120611	-0.39059460163116455	0.17085260152816772
01_to_10	pair	1.157050	0.946841	1.222011	-0.46147558093070984	0.24929246306419373
02_to_01	pair	0.665876	0.614563	1.083494	-0.06603308767080307	0.21557767689228058
02_to_02	identity	0.017416	0.000000	1741595.007479	nan	nan
02_to_03	pair	1.749164	1.703698	1.026686	-0.11077301949262619	0.12098922580480576
02_to_04	pair	3.427398	3.151161	1.087662	-0.26051342487335205	0.19874943792819977
02_to_05	pair	4.361590	4.020198	1.084919	-0.291683554649353	0.1885608285665512
02_to_06	pair	4.842212	4.436685	1.091403	-0.3380322754383087	0.19205696880817413
02_to_07	pair	5.204636	4.861495	1.070583	-0.3755285441875458	0.15273267030715942
02_to_08	pair	4.865101	4.482432	1.085371	-0.4295872747898102	0.14051668345928192
02_to_09	pair	2.720936	2.444270	1.113190	-0.4246809780597687	0.16427816450595856
02_to_10	pair	0.827636	0.763443	1.084083	-0.3277091681957245	0.14889594912528992
03_to_01	pair	2.454323	2.288780	1.072328	-0.105936698615551	0.2054881751537323
03_to_02	pair	1.784091	1.708846	1.044033	-0.1947430819272995	0.1381446123123169
03_to_03	identity	0.016844	0.000000	1684389.077127	nan	nan
03_to_04	pair	1.663402	1.481303	1.122932	-0.23524947464466095	0.21406584978103638
03_to_05	pair	2.784365	2.459621	1.132030	-0.35250580310821533	0.22491176426410675
03_to_06	pair	3.377505	3.000205	1.125758	-0.37687548995018005	0.21997471153736115
03_to_07	pair	3.977169	3.499619	1.136458	-0.47677770256996155	0.21091067790985107
03_to_08	pair	3.511449	3.217225	1.091453	-0.47503069043159485	0.14165014028549194
03_to_09	pair	1.765404	1.606933	1.098617	-0.36445581912994385	0.16758178174495697
03_to_10	pair	1.717662	1.681580	1.021458	0.06337234377861023	0.1432235985994339
04_to_01	pair	3.724796	3.516136	1.059344	-0.04853415489196777	0.2060435265302658
04_to_02	pair	3.166490	2.997030	1.056543	-0.17361144721508026	0.1797681301832199
04_to_03	pair	1.589382	1.462615	1.086671	-0.2935805320739746	0.15643316507339478
04_to_04	identity	0.023758	0.000000	2375811.524689	nan	nan
04_to_05	pair	1.056586	0.989668	1.067616	-0.1410495787858963	0.19495496153831482
04_to_06	pair	1.761213	1.581001	1.113986	-0.30465033650398254	0.23525606095790863
04_to_07	pair	2.328620	2.099566	1.109096	-0.409523606300354	0.2049146294593811
04_to_08	pair	2.171378	1.997179	1.087223	-0.4101700484752655	0.1592508852481842
04_to_09	pair	1.719151	1.696288	1.013479	0.1257016658782959	0.1969839334487915
04_to_10	pair	2.925410	2.851138	1.026050	0.05985399708151817	0.18726742267608643
