pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
08_to_05	pair	1.011910	0.919981	1.099925	0.13761328160762787	0.4673670530319214
08_to_06	pair	1.274539	1.079471	1.180706	-0.023710988461971283	0.41046106815338135
08_to_07	pair	1.241540	1.094574	1.134268	-0.13209520280361176	0.2817874848842621
08_to_08	identity	0.032493	0.000000	3249270.096421	nan	nan
08_to_09	pair	1.362223	1.225374	1.111679	-0.23791535198688507	0.22450260818004608
08_to_10	pair	2.525582	2.094261	1.205954	-0.32145702838897705	0.2974754273891449
09_to_01	pair	1.949452	1.498047	1.301329	-0.4599301218986511	0.3254225552082062
09_to_02	pair	1.372134	1.053976	1.301865	-0.4711693823337555	0.3972850441932678
09_to_03	pair	1.048080	0.985816	1.063160	0.16189919412136078	0.4157358407974243
09_to_04	pair	1.776815	1.401044	1.268208	0.011140537448227406	0.6083522439002991
09_to_05	pair	2.524754	1.796659	1.405250	-0.12672153115272522	0.6678868532180786
09_to_06	pair	3.214370	2.247842	1.429980	-0.23452627658843994	0.5848330855369568
09_to_07	pair	3.140346	2.347243	1.337887	-0.31254643201828003	0.45669692754745483
09_to_08	pair	1.555359	1.304843	1.191990	-0.3062345087528229	0.29440999031066895
09_to_09	identity	0.030969	0.000000	3096855.990589	nan	nan
09_to_10	pair	1.200171	0.906262	1.324309	-0.2795848846435547	0.41079285740852356
10_to_01	pair	0.715390	0.667537	1.071686	-0.38745734095573425	0.1503945142030716
10_to_02	pair	0.624349	0.611619	1.020814	0.16910693049430847	0.26409798860549927
10_to_03	pair	1.596816	1.240997	1.286720	-0.029300780966877937	0.5449879169464111
10_to_04	pair	3.126790	2.056926	1.520127	-0.20811809599399567	0.6510740518569946
10_to_05	pair	4.032199	2.509155	1.606995	-0.30954036116600037	0.7002294063568115
10_to_06	pair	4.901813	3.126520	1.567817	-0.3906227648258209	0.6203451156616211
10_to_07	pair	4.839541	3.318658	1.458283	-0.4282360076904297	0.5167109966278076
10_to_08	pair	3.006773	2.212844	1.358782	-0.4146648645401001	0.41477447748184204
10_to_09	pair	1.232026	0.928651	1.326683	-0.2644738256931305	0.40764179825782776
10_to_10	identity	0.026173	0.000000	2617279.626429	nan	nan
