pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.056462	0.000000	5646214.634180	nan	nan
01_to_02	pair	0.825665	0.788029	1.047760	0.004199245944619179	0.17770063877105713
01_to_03	pair	2.205074	1.657860	1.330073	-0.1414419710636139	0.4883590340614319
01_to_04	pair	4.061549	2.686299	1.511950	-0.29598763585090637	0.5820261836051941
01_to_05	pair	5.015037	3.225876	1.554628	-0.37206587195396423	0.5990574955940247
01_to_06	pair	5.877966	3.919060	1.499841	-0.42772796750068665	0.5338624119758606
01_to_07	pair	5.599396	4.053387	1.381412	-0.4546352028846741	0.4298436641693115
01_to_08	pair	3.710190	2.963247	1.252069	-0.44287097454071045	0.30194032192230225
01_to_09	pair	1.883635	1.512713	1.245203	-0.4195599853992462	0.2831684350967407
01_to_10	pair	0.769975	0.694315	1.108970	-0.46524861454963684	0.1398998647928238
02_to_01	pair	0.815987	0.754466	1.081541	-0.013387031853199005	0.18629831075668335
02_to_02	identity	0.050213	0.000000	5021343.380213	nan	nan
02_to_03	pair	1.250695	0.951144	1.314937	-0.1320086568593979	0.4848000705242157
02_to_04	pair	2.835551	1.856491	1.527371	-0.27368390560150146	0.574613094329834
02_to_05	pair	3.803607	2.368957	1.605604	-0.38247230648994446	0.6310911774635315
02_to_06	pair	4.652966	3.060158	1.520498	-0.43984007835388184	0.5473771691322327
02_to_07	pair	4.528281	3.240549	1.397381	-0.46181339025497437	0.444146990776062
02_to_08	pair	2.810970	2.224658	1.263551	-0.4950224757194519	0.32089489698410034
02_to_09	pair	1.293799	1.088547	1.188556	-0.4171280562877655	0.2947864532470703
02_to_10	pair	0.668170	0.607461	1.099938	0.055237699300050735	0.39816293120384216
03_to_01	pair	2.152087	1.566961	1.373415	-0.201619490981102	0.4927203059196472
03_to_02	pair	1.128785	0.895777	1.260118	-0.11217492073774338	0.4302966594696045
03_to_03	identity	0.047505	0.000000	4750502.109528	nan	nan
03_to_04	pair	1.299205	1.042741	1.245951	-0.2898501455783844	0.3194005489349365
03_to_05	pair	2.153385	1.596675	1.348669	-0.3898867964744568	0.4131365716457367
03_to_06	pair	3.037526	2.294480	1.323841	-0.4635838270187378	0.38170498609542847
03_to_07	pair	3.024189	2.428555	1.245263	-0.5180844664573669	0.3001897633075714
03_to_08	pair	1.742481	1.509679	1.154206	-0.5523214340209961	0.22450901567935944
03_to_09	pair	1.006165	0.947078	1.062389	0.1218331903219223	0.3846372961997986
03_to_10	pair	1.463897	1.165889	1.255607	0.018642302602529526	0.5514037013053894
04_to_01	pair	3.703749	2.445544	1.514489	-0.31012052297592163	0.5572782754898071
04_to_02	pair	2.487779	1.699304	1.463999	-0.28189370036125183	0.5209775567054749
04_to_03	pair	1.213038	1.006448	1.205267	-0.31174835562705994	0.29545629024505615
04_to_04	identity	0.044173	0.000000	4417308.419943	nan	nan
04_to_05	pair	0.726443	0.564615	1.286616	-0.3353966772556305	0.39626121520996094
04_to_06	pair	1.557994	1.229325	1.267357	-0.5049052834510803	0.3195395767688751
04_to_07	pair	1.672745	1.380084	1.212061	-0.592849612236023	0.2618845999240875
04_to_08	pair	1.017268	0.936057	1.086758	-0.015735728666186333	0.3249738812446594
04_to_09	pair	1.602858	1.338977	1.197076	0.019534002989530563	0.4817601144313812
04_to_10	pair	2.760545	1.955206	1.411895	-0.15236008167266846	0.5839552879333496
05_to_01	pair	4.318746	2.829511	1.526323	-0.3260524868965149	0.5782225131988525
05_to_02	pair	3.199648	2.143656	1.492613	-0.3380405902862549	0.5567687749862671
05_to_03	pair	1.936732	1.507836	1.284444	-0.36258578300476074	0.3764931261539459
05_to_04	pair	0.676884	0.567273	1.193224	-0.3070537745952606	0.3453526794910431
05_to_05	identity	0.031691	0.000000	3169083.595276	nan	nan
05_to_06	pair	0.832699	0.745984	1.116243	-0.4493875503540039	0.15463212132453918
05_to_07	pair	0.993686	0.864177	1.149864	-0.585534930229187	0.2037287950515747
05_to_08	pair	0.996189	0.930967	1.070058	0.13310851156711578	0.36140039563179016
05_to_09	pair	1.992888	1.608126	1.239261	-0.08895304799079895	0.4834839701652527
05_to_10	pair	3.294011	2.304190	1.429574	-0.21436254680156708	0.576857328414917
06_to_01	pair	4.973073	3.400763	1.462340	-0.3732178509235382	0.5092369318008423
06_to_02	pair	3.786790	2.751199	1.376414	-0.38190051913261414	0.4433961510658264
06_to_03	pair	2.730638	2.188906	1.247490	-0.4268116354942322	0.3217955231666565
06_to_04	pair	1.444065	1.216108	1.187448	-0.40424036979675293	0.2861920893192291
06_to_05	pair	0.782233	0.741677	1.054681	-0.35572874546051025	0.11461459845304489
06_to_06	identity	0.043474	0.000000	4347364.604473	nan	nan
06_to_07	pair	0.389973	0.353293	1.103823	-0.011916404590010643	0.30358538031578064
06_to_08	pair	1.166383	1.043631	1.117621	-0.0014869945589452982	0.30809593200683594
06_to_09	pair	2.487807	2.039769	1.219651	-0.19936516880989075	0.3797396719455719
06_to_10	pair	3.819285	2.853170	1.338611	-0.29148903489112854	0.4548977315425873
07_to_01	pair	4.855613	3.485907	1.392927	-0.3884510099887848	0.4425079822540283
07_to_02	pair	3.806991	2.882457	1.320745	-0.4264635443687439	0.37688717246055603
07_to_03	pair	2.727651	2.264813	1.204360	-0.5023604035377502	0.25408220291137695
07_to_04	pair	1.546245	1.348633	1.146527	-0.5862758159637451	0.20683720707893372
07_to_05	pair	0.969020	0.862814	1.123093	-0.459203839302063	0.21214844286441803
07_to_06	pair	0.387139	0.363834	1.064052	0.028293916955590248	0.2653099298477173
07_to_07	identity	0.047277	0.000000	4727740.213275	nan	nan
07_to_08	pair	1.123521	1.065335	1.054617	-0.03707839921116829	0.19583478569984436
07_to_09	pair	2.453159	2.098351	1.169089	-0.23042558133602142	0.30956965684890747
07_to_10	pair	3.746854	2.950087	1.270083	-0.3179231882095337	0.38213083148002625
08_to_01	pair	3.474354	2.728377	1.273414	-0.4438328146934509	0.3194289207458496
08_to_02	pair	2.689882	2.128476	1.263760	-0.47869810461997986	0.31456002593040466
08_to_03	pair	1.719090	1.474185	1.166130	-0.5297478437423706	0.24015332758426666
08_to_04	pair	1.029672	0.943325	1.091536	0.012023793533444405	0.33666354417800903
