pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.064089	0.000000	6408912.688494	nan	nan
01_to_02	pair	0.599319	0.558431	1.073219	-0.10184329748153687	0.18230082094669342
01_to_03	pair	1.710489	1.452900	1.177294	-0.06778315454721451	0.3248977065086365
01_to_04	pair	2.418029	1.949521	1.240319	-0.11468270421028137	0.404242604970932
01_to_05	pair	3.023900	2.299932	1.314778	-0.19433197379112244	0.45002657175064087
01_to_06	pair	3.307691	2.427638	1.362514	-0.25997376441955566	0.47117817401885986
01_to_07	pair	3.082803	2.239447	1.376591	-0.32713615894317627	0.4606097638607025
01_to_08	pair	2.163815	1.628197	1.328963	-0.4196975529193878	0.3786683678627014
01_to_09	pair	1.260009	0.948073	1.329021	-0.4667787551879883	0.38868436217308044
01_to_10	pair	0.401320	0.324444	1.236947	-0.2959672510623932	0.34324896335601807
02_to_01	pair	0.609414	0.554811	1.098416	-0.2182454615831375	0.15989623963832855
02_to_02	identity	0.052055	0.000000	5205452.814698	nan	nan
02_to_03	pair	1.114264	0.937271	1.188839	-0.16797566413879395	0.2552065849304199
02_to_04	pair	1.864981	1.452691	1.283811	-0.20383888483047485	0.363696813583374
02_to_05	pair	2.502904	1.852929	1.350783	-0.234798863530159	0.4195084869861603
02_to_06	pair	2.895020	2.021247	1.432294	-0.32639506459236145	0.4759744107723236
02_to_07	pair	2.732831	1.849465	1.477634	-0.3949929177761078	0.5064436793327332
02_to_08	pair	1.957295	1.271130	1.539807	-0.49545183777809143	0.551516592502594
02_to_09	pair	1.126678	0.696253	1.618201	-0.4508620798587799	0.6948596239089966
02_to_10	pair	0.638551	0.509884	1.252345	0.016890499740839005	0.5673924088478088
03_to_01	pair	1.659210	1.387585	1.195754	-0.15535655617713928	0.2799951434135437
03_to_02	pair	1.065022	0.881307	1.208457	-0.20852573215961456	0.2525327801704407
03_to_03	identity	0.047082	0.000000	4708174.243569	nan	nan
03_to_04	pair	0.696307	0.516167	1.348995	-0.24879330396652222	0.45426619052886963
03_to_05	pair	1.305711	0.895460	1.458146	-0.2983616888523102	0.5149396061897278
03_to_06	pair	1.709804	1.058744	1.614937	-0.3570559620857239	0.6519084572792053
03_to_07	pair	1.662078	0.935383	1.776896	-0.43321508169174194	0.8312578797340393
03_to_08	pair	1.216982	0.641388	1.897419	-0.2790255844593048	1.157881736755371
03_to_09	pair	0.900134	0.690563	1.303479	0.27564188838005066	0.8103017210960388
03_to_10	pair	1.337883	1.188105	1.126065	0.23657327890396118	0.3878064453601837
04_to_01	pair	2.492892	1.868598	1.334097	-0.23912811279296875	0.4131617546081543
04_to_02	pair	1.916460	1.384805	1.383921	-0.31407639384269714	0.41634681820869446
04_to_03	pair	0.717006	0.509977	1.405957	-0.24650414288043976	0.540573239326477
04_to_04	identity	0.038802	0.000000	3880174.458027	nan	nan
04_to_05	pair	0.573196	0.406366	1.410543	-0.33662787079811096	0.41723164916038513
04_to_06	pair	0.960608	0.567372	1.693084	-0.40782541036605835	0.6840439438819885
04_to_07	pair	1.035321	0.508327	2.036721	-0.42213255167007446	1.0727094411849976
04_to_08	pair	0.855732	0.552506	1.548818	0.1543663591146469	1.0335880517959595
04_to_09	pair	1.210827	1.037961	1.166544	0.26939427852630615	0.542657732963562
04_to_10	pair	1.969291	1.651298	1.192572	0.08699169754981995	0.4150005578994751
05_to_01	pair	4.095321	2.230113	1.836374	-0.4252050220966339	0.8333005309104919
05_to_02	pair	3.187369	1.807188	1.763717	-0.4682556390762329	0.739547610282898
05_to_03	pair	1.479667	0.882214	1.677220	-0.40150225162506104	0.7537951469421387
05_to_04	pair	0.552009	0.391993	1.408210	-0.29434114694595337	0.5242503881454468
05_to_05	identity	0.031441	0.000000	3144118.189812	nan	nan
05_to_06	pair	0.307207	0.206488	1.487768	-0.28509995341300964	0.5981084108352661
05_to_07	pair	0.401813	0.293352	1.369733	0.017638299614191055	0.8386325240135193
05_to_08	pair	0.870286	0.709533	1.226562	0.05297968536615372	0.534653902053833
05_to_09	pair	2.066006	1.350026	1.530346	-0.2092745155096054	0.6885486841201782
05_to_10	pair	3.425371	2.004568	1.708783	-0.3248981535434723	0.7762991786003113
06_to_01	pair	4.382283	2.344224	1.869396	-0.46449387073516846	0.8222233653068542
06_to_02	pair	3.437720	1.942943	1.769336	-0.5035138130187988	0.7282105088233948
06_to_03	pair	1.877282	1.023733	1.833761	-0.4599972069263458	0.8679141998291016
06_to_04	pair	0.952364	0.548919	1.734981	-0.4153249263763428	0.8029824495315552
06_to_05	pair	0.283484	0.197175	1.437726	-0.2484341263771057	0.5964078903198242
06_to_06	identity	0.046505	0.000000	4650470.241904	nan	nan
06_to_07	pair	0.295452	0.256761	1.150685	0.1836383193731308	0.542453944683075
06_to_08	pair	1.041845	0.779425	1.336685	-0.13183672726154327	0.5066604614257812
06_to_09	pair	2.262144	1.455388	1.554323	-0.2961095869541168	0.6243971586227417
06_to_10	pair	3.559858	2.104883	1.691238	-0.3894385099411011	0.7076475024223328
07_to_01	pair	4.075508	2.175454	1.873405	-0.4954751133918762	0.8120381236076355
07_to_02	pair	3.196270	1.783123	1.792512	-0.5472200512886047	0.7429705262184143
07_to_03	pair	1.721703	0.932330	1.846668	-0.5117124319076538	0.8949431777000427
07_to_04	pair	0.858674	0.490480	1.750680	-0.42465388774871826	0.8843500018119812
07_to_05	pair	0.421523	0.281266	1.498664	0.04351944848895073	0.9454970359802246
07_to_06	pair	0.295696	0.266472	1.109672	0.06620191782712936	0.3400684595108032
07_to_07	identity	0.057697	0.000000	5769664.421678	nan	nan
07_to_08	pair	0.760923	0.578268	1.315864	-0.20431384444236755	0.44641274213790894
07_to_09	pair	1.973957	1.259064	1.567797	-0.35482433438301086	0.6040052771568298
07_to_10	pair	3.196980	1.914756	1.669654	-0.4329729378223419	0.6797693967819214
08_to_01	pair	2.481299	1.597771	1.552976	-0.44804874062538147	0.5549585819244385
08_to_02	pair	2.100070	1.240741	1.692593	-0.4912793040275574	0.7322942614555359
08_to_03	pair	1.209771	0.640986	1.887360	-0.1853666752576828	1.224551796913147
08_to_04	pair	0.841363	0.542766	1.550138	0.25749024748802185	1.141549825668335
08_to_05	pair	0.869066	0.725960	1.197126	0.40208643674850464	0.7268939018249512
08_to_06	pair	0.923518	0.790356	1.168483	0.379119336605072	0.5741111040115356
08_to_07	pair	0.737877	0.596317	1.237390	0.09174227714538574	0.41713574528694153
08_to_08	identity	0.054541	0.000000	5454100.668430	nan	nan
08_to_09	pair	0.897363	0.663019	1.353450	-0.21122275292873383	0.436469703912735
08_to_10	pair	1.798953	1.306086	1.377362	-0.28903722763061523	0.42991313338279724
09_to_01	pair	1.399204	0.913012	1.532514	-0.5254392027854919	0.5501607060432434
09_to_02	pair	1.244815	0.687915	1.809546	-0.4539148807525635	0.8851910829544067
09_to_03	pair	0.900616	0.724928	1.242353	0.3207035958766937	0.7228209376335144
09_to_04	pair	1.237453	1.091171	1.134060	0.33626529574394226	0.5057654976844788
09_to_05	pair	1.625674	1.384569	1.174137	0.22422726452350616	0.448342889547348
09_to_06	pair	1.866061	1.489395	1.252898	0.08035866916179657	0.46003997325897217
09_to_07	pair	1.766577	1.275116	1.385425	-0.14097806811332703	0.4818685054779053
09_to_08	pair	0.937477	0.687241	1.364116	-0.3223632574081421	0.3927612602710724
09_to_09	identity	0.034607	0.000000	3460650.518537	nan	nan
09_to_10	pair	0.892482	0.639679	1.395203	-0.43251675367355347	0.42051634192466736
10_to_01	pair	0.415922	0.325787	1.276670	-0.3174971044063568	0.4600369334220886
10_to_02	pair	0.594486	0.526679	1.128745	0.08775834739208221	0.44977518916130066
10_to_03	pair	1.379632	1.255602	1.098781	0.15694409608840942	0.3258656859397888
10_to_04	pair	2.083214	1.728322	1.205339	0.012638351880013943	0.42486172914505005
10_to_05	pair	2.689397	2.058096	1.306740	-0.07914292812347412	0.49474388360977173
10_to_06	pair	3.033125	2.191847	1.383821	-0.1721901297569275	0.5230324864387512
10_to_07	pair	2.879401	1.981711	1.452988	-0.28670787811279297	0.5391218066215515
10_to_08	pair	1.908094	1.353588	1.409656	-0.39196833968162537	0.438132643699646
10_to_09	pair	0.911952	0.668722	1.363723	-0.3817232847213745	0.4005851149559021
10_to_10	identity	0.026235	0.000000	2623469.568789	nan	nan
