[2026-08-26 10:25:20] === E2 QC START gpu=0 (enc/dec/both × varian+elekta) ===
[2026-08-26 10:25:20] QC varian encoder CV_P1_V_01
[ckpt] cond_dim=2 phase=linear
[encoder] scan=CV_P1_V_01 pairs=100 panels=100 ckpt=crb_enc_mse_cyclic_full_spare_generator.pth out=/home/abhishek/Voxel_GAN/PopulationStudy/ClinicalExperiments/Experiment2/EncoderCRB/plots/qc_varian/P1/CV_P1_V_01
[029/100] 03_to_09  L1=0.574  L1/zero=1.11  cos=0.14  k=0.77
[030/100] 03_to_10  L1=0.596  L1/zero=1.14  cos=0.20  k=0.82
[031/100] 04_to_01  L1=0.669  L1/zero=0.81  cos=0.66  k=0.68
[032/100] 04_to_02  L1=0.460  L1/zero=0.80  cos=0.71  k=0.71
[033/100] 04_to_03  L1=0.232  L1/zero=0.83  cos=0.63  k=0.58
[034/100] 04_to_04  L1=0.003  L1/zero=336809.71  cos=nan  k=nan
[035/100] 04_to_05  L1=0.268  L1/zero=0.77  cos=0.72  k=0.46
[036/100] 04_to_06  L1=0.505  L1/zero=0.81  cos=0.64  k=0.45
[037/100] 04_to_07  L1=0.542  L1/zero=0.93  cos=0.42  k=0.48
[038/100] 04_to_08  L1=0.562  L1/zero=1.03  cos=0.33  k=0.66
[039/100] 04_to_09  L1=0.609  L1/zero=1.20  cos=0.28  k=1.02
[040/100] 04_to_10  L1=0.573  L1/zero=0.97  cos=0.51  k=0.94
[041/100] 05_to_01  L1=0.774  L1/zero=0.72  cos=0.76  k=0.62
[042/100] 05_to_02  L1=0.658  L1/zero=0.74  cos=0.72  k=0.61
[043/100] 05_to_03  L1=0.484  L1/zero=0.81  cos=0.66  k=0.52
[044/100] 05_to_04  L1=0.275  L1/zero=0.82  cos=0.70  k=0.40
[045/100] 05_to_05  L1=0.002  L1/zero=232680.00  cos=nan  k=nan
[046/100] 05_to_06  L1=0.208  L1/zero=0.79  cos=0.60  k=0.53
[047/100] 05_to_07  L1=0.375  L1/zero=0.94  cos=0.33  k=0.47
[048/100] 05_to_08  L1=0.494  L1/zero=0.86  cos=0.53  k=0.65
[049/100] 05_to_09  L1=0.601  L1/zero=0.87  cos=0.60  k=0.93
[050/100] 05_to_10  L1=0.668  L1/zero=0.76  cos=0.68  k=0.79
[051/100] 06_to_01  L1=0.947  L1/zero=0.73  cos=0.74  k=0.57
[052/100] 06_to_02  L1=0.771  L1/zero=0.72  cos=0.72  k=0.62
[053/100] 06_to_03  L1=0.626  L1/zero=0.77  cos=0.66  k=0.56
[054/100] 06_to_04  L1=0.486  L1/zero=0.79  cos=0.66  k=0.43
[055/100] 06_to_05  L1=0.217  L1/zero=0.82  cos=0.61  k=0.43
[056/100] 06_to_06  L1=0.003  L1/zero=291292.16  cos=nan  k=nan
[057/100] 06_to_07  L1=0.295  L1/zero=0.88  cos=0.46  k=0.31
[058/100] 06_to_08  L1=0.448  L1/zero=0.76  cos=0.66  k=0.46
[059/100] 06_to_09  L1=0.539  L1/zero=0.73  cos=0.72  k=0.72
[060/100] 06_to_10  L1=0.707  L1/zero=0.74  cos=0.71  k=0.71
[061/100] 07_to_01  L1=0.819  L1/zero=0.80  cos=0.60  k=0.57
[062/100] 07_to_02  L1=0.770  L1/zero=0.84  cos=0.53  k=0.57
