pair	note	L1_pred	L1_zero	cos
P05_01_to_01	identity	0.016397	0.000000	nan
P05_01_to_02	pair	0.145200	0.144580	0.589011
P05_01_to_06	pair	0.720398	0.748863	0.782969
P05_02_to_08	pair	0.362107	0.401619	0.768045
P05_05_to_09	pair	0.482576	0.492678	0.713274
P05_10_to_01	pair	0.105271	0.096140	0.680986
