pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
05_to_01	pair	2.495777	2.247924	1.110259	-0.04064282029867172	0.38027051091194153
05_to_02	pair	2.139879	1.876347	1.140449	-0.10821907967329025	0.37599268555641174
05_to_03	pair	1.058206	0.893099	1.184870	-0.17801155149936676	0.3790890872478485
05_to_04	pair	0.531874	0.445717	1.193299	-0.11427054554224014	0.3631095290184021
05_to_05	identity	0.012547	0.000000	1254743.803293	nan	nan
05_to_06	pair	0.374725	0.328048	1.142286	-0.1843929886817932	0.2650858461856842
05_to_07	pair	0.742365	0.672662	1.103623	-0.16830357909202576	0.29755088686943054
05_to_08	pair	1.161546	1.151137	1.009042	0.16332291066646576	0.2473677396774292
05_to_09	pair	1.674494	1.661045	1.008097	0.18422400951385498	0.29191508889198303
05_to_10	pair	2.190382	2.061899	1.062313	0.0990028977394104	0.3941664695739746
06_to_01	pair	2.812412	2.424006	1.160233	-0.09894657135009766	0.4122661054134369
06_to_02	pair	2.470365	2.070816	1.192943	-0.15803100168704987	0.4161004424095154
06_to_03	pair	1.455110	1.093773	1.330358	-0.24363282322883606	0.49339309334754944
06_to_04	pair	0.857245	0.666478	1.286232	-0.2169964611530304	0.4390025734901428
06_to_05	pair	0.403602	0.319779	1.262128	-0.24228820204734802	0.3987194001674652
06_to_06	identity	0.008669	0.000000	866907.089949	nan	nan
06_to_07	pair	0.594920	0.604346	0.984402	0.21188125014305115	0.18305516242980957
06_to_08	pair	1.239841	1.261639	0.982723	0.22203989326953888	0.22053509950637817
06_to_09	pair	1.829792	1.795045	1.019357	0.11853358149528503	0.3150697350502014
06_to_10	pair	2.440981	2.199781	1.109647	0.013227139599621296	0.41453152894973755
07_to_01	pair	2.675516	1.999545	1.338063	-0.22572200000286102	0.5206955075263977
07_to_02	pair	2.425771	1.720166	1.410196	-0.34034278988838196	0.5271245837211609
07_to_03	pair	1.547574	0.961885	1.608896	-0.50901859998703	0.6456380486488342
07_to_04	pair	1.006482	0.686072	1.467020	-0.46365317702293396	0.57464599609375
07_to_05	pair	0.720049	0.649323	1.108923	-0.13550962507724762	0.3111022114753723
07_to_06	pair	0.590696	0.593912	0.994585	0.2635152041912079	0.20514337718486786
07_to_07	identity	0.012039	0.000000	1203852.239996	nan	nan
07_to_08	pair	0.620850	0.579483	1.071387	0.06493653357028961	0.38362282514572144
07_to_09	pair	1.431397	1.210275	1.182703	-0.08745017647743225	0.4413287043571472
07_to_10	pair	2.250302	1.712303	1.314196	-0.1473631113767624	0.5385307669639587
08_to_01	pair	2.093870	1.460120	1.434040	-0.3667493760585785	0.52879399061203
08_to_02	pair	2.013839	1.283206	1.569381	-0.4862746298313141	0.598855197429657
08_to_03	pair	1.428916	0.920044	1.553095	-0.46515631675720215	0.6528549790382385
08_to_04	pair	1.212082	1.043537	1.161513	-0.12094566971063614	0.4261517822742462
08_to_05	pair	1.208893	1.147658	1.053357	0.10859259217977524	0.2940194308757782
08_to_06	pair	1.270921	1.263521	1.005857	0.1771717220544815	0.21392886340618134
08_to_07	pair	0.628643	0.581167	1.081691	0.05764061212539673	0.3819199800491333
08_to_08	identity	0.042349	0.000000	4234918.579459	nan	nan
08_to_09	pair	0.760819	0.598325	1.271583	-0.2268523871898651	0.43757155537605286
08_to_10	pair	1.659283	1.159120	1.431503	-0.28885194659233093	0.5682075619697571
09_to_01	pair	1.285668	0.868108	1.481001	-0.43485158681869507	0.5514766573905945
09_to_02	pair	1.286452	0.826525	1.556459	-0.537834882736206	0.6049296259880066
09_to_03	pair	1.183582	1.034785	1.143795	0.029797032475471497	0.46618011593818665
09_to_04	pair	1.503506	1.445714	1.039974	0.20008641481399536	0.30632641911506653
09_to_05	pair	1.784319	1.699672	1.049802	0.11905094236135483	0.29001307487487793
09_to_06	pair	1.919701	1.819898	1.054840	0.056244876235723495	0.28966161608695984
09_to_07	pair	1.399045	1.230000	1.137435	-0.09431648999452591	0.35862451791763306
09_to_08	pair	0.749156	0.629847	1.189425	-0.16375534236431122	0.3408012092113495
09_to_09	identity	0.023185	0.000000	2318526.245654	nan	nan
09_to_10	pair	0.708437	0.462120	1.533017	-0.2946435809135437	0.652538537979126
10_to_01	pair	0.536547	0.368350	1.456621	-0.45494288206100464	0.5429284572601318
10_to_02	pair	0.716078	0.595919	1.201638	-0.2845090925693512	0.38733091950416565
10_to_03	pair	1.318966	1.269938	1.038607	0.13898903131484985	0.2065725326538086
10_to_04	pair	1.820577	1.727629	1.053801	0.037502650171518326	0.2502945363521576
10_to_05	pair	2.307732	2.122561	1.087239	-0.07304257154464722	0.2771095633506775
10_to_06	pair	2.541862	2.266895	1.121297	-0.15326270461082458	0.303190141916275
10_to_07	pair	2.096178	1.705894	1.228785	-0.28572380542755127	0.3749714195728302
10_to_08	pair	1.532919	1.178652	1.300570	-0.36682555079460144	0.39666807651519775
10_to_09	pair	0.605576	0.467399	1.295630	-0.3184105157852173	0.41250675916671753
10_to_10	identity	0.018032	0.000000	1803158.782423	nan	nan
