pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
06_to_01	pair	3.351478	2.615735	1.281276	-0.14488857984542847	0.37296298146247864
06_to_02	pair	2.773508	1.972796	1.405877	-0.2556423544883728	0.42230939865112305
06_to_03	pair	1.889220	1.201221	1.572750	-0.29126161336898804	0.5170004963874817
06_to_04	pair	0.907286	0.594624	1.525816	-0.3525141477584839	0.5423569083213806
06_to_05	pair	0.382324	0.304492	1.255610	-0.16058124601840973	0.3992081582546234
06_to_06	identity	0.035711	0.000000	3571058.064699	nan	nan
06_to_07	pair	0.624297	0.553080	1.128764	-0.037552084773778915	0.2511723041534424
06_to_08	pair	1.431442	1.265843	1.130821	-0.1301390826702118	0.2500770390033722
06_to_09	pair	2.238428	2.038170	1.098253	-0.06961607187986374	0.25763872265815735
06_to_10	pair	2.841369	2.348614	1.209807	-0.08511293679475784	0.36178120970726013
07_to_01	pair	3.170892	2.339948	1.355112	-0.2265014797449112	0.4085015058517456
07_to_02	pair	2.619215	1.748080	1.498339	-0.35938236117362976	0.4680083990097046
07_to_03	pair	1.643279	0.986715	1.665403	-0.4444138705730438	0.6143803000450134
07_to_04	pair	0.946224	0.627911	1.506940	-0.3299259543418884	0.6179857850074768
07_to_05	pair	0.723988	0.584789	1.238033	0.051694825291633606	0.45782843232154846
07_to_06	pair	0.630699	0.566431	1.113462	0.07096743583679199	0.2772967517375946
07_to_07	identity	0.046080	0.000000	4607963.562012	nan	nan
07_to_08	pair	0.915859	0.765111	1.197028	-0.20176313817501068	0.30696484446525574
07_to_09	pair	1.880070	1.601731	1.173774	-0.13419300317764282	0.31271931529045105
07_to_10	pair	2.602767	2.005029	1.298119	-0.16550585627555847	0.4056050479412079
08_to_01	pair	2.443134	1.734638	1.408440	-0.31161627173423767	0.4324312210083008
08_to_02	pair	1.848419	1.234908	1.496807	-0.3640742897987366	0.49263596534729004
08_to_03	pair	1.067716	0.777075	1.374019	-0.16385595500469208	0.6192605495452881
08_to_04	pair	1.028301	0.917183	1.121151	0.11287012696266174	0.36150050163269043
08_to_05	pair	1.303684	1.243391	1.048491	0.13052956759929657	0.24242785573005676
08_to_06	pair	1.371959	1.250071	1.097505	-0.035593606531620026	0.24774444103240967
08_to_07	pair	0.832353	0.748868	1.111481	-0.09776066243648529	0.24617436528205872
08_to_08	identity	0.034523	0.000000	3452251.106501	nan	nan
08_to_09	pair	1.044584	0.803342	1.300298	-0.16851678490638733	0.37601760029792786
08_to_10	pair	1.739339	1.293865	1.344297	-0.23885628581047058	0.4055916368961334
09_to_01	pair	1.365091	0.998200	1.367552	-0.4068059027194977	0.42127174139022827
09_to_02	pair	1.043755	0.763870	1.366404	-0.1942470222711563	0.5487915873527527
09_to_03	pair	1.112807	1.051721	1.058082	0.274836003780365	0.3250991404056549
09_to_04	pair	1.601235	1.527327	1.048391	0.0905969962477684	0.23551315069198608
09_to_05	pair	2.098719	1.938810	1.082478	-0.007683102041482925	0.24828451871871948
09_to_06	pair	2.245383	2.051169	1.094685	-0.04256191477179527	0.24416953325271606
09_to_07	pair	1.850169	1.584000	1.168036	-0.181281179189682	0.2959344685077667
09_to_08	pair	0.996852	0.814864	1.223336	-0.1527530699968338	0.3062455952167511
09_to_09	identity	0.029107	0.000000	2910659.089684	nan	nan
09_to_10	pair	0.810122	0.556926	1.454631	-0.2961849272251129	0.5207752585411072
10_to_01	pair	0.676176	0.562338	1.202437	-0.3228582739830017	0.28134194016456604
10_to_02	pair	0.659530	0.646077	1.020823	0.20717446506023407	0.21859930455684662
10_to_03	pair	1.387787	1.337309	1.037747	0.10589243471622467	0.21904945373535156
10_to_04	pair	2.138633	1.911883	1.118601	-0.0371730774641037	0.28962916135787964
10_to_05	pair	2.616515	2.298857	1.138181	-0.052110861986875534	0.29439494013786316
10_to_06	pair	2.839898	2.459204	1.154804	-0.08697272837162018	0.28287458419799805
10_to_07	pair	2.526050	1.999473	1.263358	-0.2446206957101822	0.36337336897850037
10_to_08	pair	1.687782	1.283255	1.315235	-0.2268562763929367	0.37873372435569763
10_to_09	pair	0.790401	0.548283	1.441594	-0.3431374430656433	0.47674185037612915
10_to_10	identity	0.023294	0.000000	2329411.171377	nan	nan
