pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.016395	0.000000	1639530.435205	nan	nan
01_to_02	pair	0.710098	0.669554	1.060554	0.0017104012658819556	0.18930955231189728
01_to_03	pair	1.738384	1.570032	1.107228	-0.0842822715640068	0.24865970015525818
01_to_04	pair	2.544803	2.171273	1.172033	-0.1349419802427292	0.3078230321407318
01_to_05	pair	3.161068	2.612637	1.209915	-0.14916567504405975	0.3315945267677307
01_to_06	pair	3.438157	2.755064	1.247941	-0.1658727377653122	0.34992003440856934
01_to_07	pair	3.190150	2.412907	1.322119	-0.24672076106071472	0.39273902773857117
01_to_08	pair	2.462447	1.720760	1.431023	-0.3138846158981323	0.457154780626297
01_to_09	pair	1.505717	0.982199	1.533006	-0.39483022689819336	0.5666691660881042
01_to_10	pair	0.758756	0.544208	1.394240	-0.3816342353820801	0.4172317683696747
02_to_01	pair	0.758506	0.682613	1.111180	-0.10707495361566544	0.2267545610666275
02_to_02	identity	0.015237	0.000000	1523700.542748	nan	nan
02_to_03	pair	1.018867	0.875315	1.164001	-0.1046680435538292	0.2689231336116791
02_to_04	pair	1.919878	1.463574	1.311773	-0.18771779537200928	0.3844097852706909
02_to_05	pair	2.509468	1.901073	1.320027	-0.22628654539585114	0.38784706592559814
02_to_06	pair	2.865448	2.069535	1.384585	-0.22247549891471863	0.4244629144668579
02_to_07	pair	2.631134	1.756562	1.497888	-0.31702107191085815	0.4846881031990051
02_to_08	pair	1.933309	1.190695	1.623682	-0.35599446296691895	0.5714823007583618
02_to_09	pair	1.103208	0.745146	1.480527	-0.3133855164051056	0.5955597162246704
02_to_10	pair	0.674359	0.643709	1.047616	0.026043931022286415	0.16060185432434082
03_to_01	pair	1.813779	1.566851	1.157595	-0.12538647651672363	0.2967801094055176
03_to_02	pair	1.008618	0.838233	1.203267	-0.14395372569561005	0.295841783285141
03_to_03	identity	0.016019	0.000000	1601856.388152	nan	nan
03_to_04	pair	0.827102	0.567262	1.458059	-0.18745948374271393	0.4591260552406311
03_to_05	pair	1.498280	1.018680	1.470806	-0.29346296191215515	0.4654194414615631
03_to_06	pair	1.799094	1.157179	1.554725	-0.2994358539581299	0.5002732872962952
03_to_07	pair	1.689863	0.953825	1.771670	-0.38391637802124023	0.6995300650596619
03_to_08	pair	1.179734	0.762633	1.546921	-0.27764809131622314	0.7121369242668152
03_to_09	pair	1.136819	1.078350	1.054221	0.15662319958209991	0.23101617395877838
03_to_10	pair	1.453510	1.385102	1.049389	0.026816388592123985	0.21710968017578125
04_to_01	pair	2.561103	2.102219	1.218286	-0.08880844712257385	0.36156323552131653
04_to_02	pair	1.879324	1.433671	1.310848	-0.1394885778427124	0.38124409317970276
04_to_03	pair	0.770549	0.547697	1.406889	-0.21412761509418488	0.42780277132987976
04_to_04	identity	0.028333	0.000000	2833272.702992	nan	nan
04_to_05	pair	0.641574	0.513604	1.249161	-0.1691812425851822	0.33504000306129456
04_to_06	pair	0.973090	0.629585	1.545606	-0.3006893992424011	0.514909029006958
04_to_07	pair	1.016020	0.627131	1.620109	-0.3371420204639435	0.6503399014472961
04_to_08	pair	1.121083	0.958955	1.169067	-0.007752780802547932	0.3335130214691162
04_to_09	pair	1.584976	1.545408	1.025604	0.10958719253540039	0.22379076480865479
04_to_10	pair	2.114387	1.916219	1.103416	0.016647761687636375	0.29985103011131287
05_to_01	pair	3.106293	2.548273	1.218980	-0.06619200110435486	0.3684898912906647
05_to_02	pair	2.453670	1.867565	1.313834	-0.13175375759601593	0.3952085077762604
05_to_03	pair	1.421566	1.083562	1.311938	-0.18765684962272644	0.3583829700946808
05_to_04	pair	0.602513	0.495788	1.215263	-0.1882963925600052	0.30141034722328186
05_to_05	identity	0.024093	0.000000	2409250.102937	nan	nan
05_to_06	pair	0.442951	0.339443	1.304936	-0.07823248207569122	0.4060208201408386
05_to_07	pair	0.759022	0.584039	1.299608	-0.07315240055322647	0.44760850071907043
05_to_08	pair	1.339666	1.266908	1.057430	0.10511321574449539	0.22279733419418335
05_to_09	pair	2.054458	1.941241	1.058322	0.06243183836340904	0.25940993428230286
05_to_10	pair	2.648052	2.271851	1.165592	-0.007858805358409882	0.37015706300735474
