pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
01_to_01	identity	0.024963	0.000000	2496263.571084	nan	nan
01_to_02	pair	0.411519	0.190468	2.160570	0.14319273829460144	1.4223527908325195
01_to_03	pair	1.557115	0.584207	2.665346	-0.0034816197585314512	1.5525076389312744
01_to_04	pair	2.816826	0.988564	2.849411	-0.19324004650115967	1.6518663167953491
01_to_05	pair	3.960907	1.311375	3.020423	-0.3033579885959625	1.6197764873504639
01_to_06	pair	4.400812	1.570139	2.802817	-0.349793404340744	1.450790524482727
01_to_07	pair	3.955447	1.458549	2.711905	-0.37740781903266907	1.3436731100082397
01_to_08	pair	2.194264	1.013706	2.164597	-0.28775888681411743	0.9299026727676392
01_to_09	pair	1.025665	0.573070	1.789772	-0.1796073019504547	0.656010091304779
01_to_10	pair	0.302326	0.179559	1.683708	-0.12899349629878998	0.7073302865028381
02_to_01	pair	0.302029	0.183776	1.643465	0.12479626387357712	1.0521571636199951
02_to_02	identity	0.019936	0.000000	1993601.769209	nan	nan
02_to_03	pair	1.184997	0.430930	2.749862	-0.1368209719657898	1.362593412399292
02_to_04	pair	2.434063	0.839027	2.901055	-0.2578776180744171	1.561822533607483
02_to_05	pair	3.245833	1.118447	2.902088	-0.2881549894809723	1.5033502578735352
02_to_06	pair	3.995687	1.408059	2.837727	-0.36165469884872437	1.4384465217590332
02_to_07	pair	3.642566	1.316590	2.766667	-0.42326050996780396	1.3314589262008667
02_to_08	pair	2.050078	0.887366	2.310296	-0.3768002688884735	0.9405954480171204
02_to_09	pair	0.970834	0.499168	1.944905	-0.327935129404068	0.7109652757644653
02_to_10	pair	0.324511	0.224332	1.446562	0.16303594410419464	0.903864860534668
03_to_01	pair	1.344779	0.562706	2.389842	-0.1058034747838974	1.3360941410064697
03_to_02	pair	1.364774	0.396131	3.445255	-0.1046900674700737	1.8812336921691895
03_to_03	identity	0.009084	0.000000	908448.826522	nan	nan
03_to_04	pair	0.943213	0.382081	2.468620	-0.2633752226829529	1.2327405214309692
03_to_05	pair	1.581144	0.658934	2.399547	-0.29831773042678833	1.0719906091690063
03_to_06	pair	2.121923	0.889628	2.385179	-0.3589159846305847	1.089852213859558
03_to_07	pair	1.854654	0.831008	2.231812	-0.45016318559646606	0.9566922187805176
03_to_08	pair	1.031964	0.508841	2.028070	-0.3029882609844208	0.9441246390342712
03_to_09	pair	0.760756	0.348696	2.181720	0.1885359138250351	1.70905601978302
03_to_10	pair	0.962962	0.483550	1.991443	0.05504040792584419	1.2341684103012085
04_to_01	pair	2.059857	0.981249	2.099219	-0.2619006931781769	1.050661325454712
04_to_02	pair	1.906220	0.826522	2.306314	-0.32415664196014404	1.0779908895492554
04_to_03	pair	0.789705	0.360963	2.187773	-0.22687608003616333	1.0833003520965576
04_to_04	identity	0.015111	0.000000	1511095.929891	nan	nan
04_to_05	pair	0.505609	0.328600	1.538677	-0.18534623086452484	0.4210982322692871
04_to_06	pair	0.809497	0.491866	1.645766	-0.32688814401626587	0.49712079763412476
