pair	note	L1_mm	L1_zero_mm	L1_over_zero	cos	k
03_to_04	pair	0.604337	0.454997	1.328220	-0.1319952756166458	0.4460802376270294
03_to_05	pair	1.013224	0.635617	1.594080	-0.18341603875160217	0.6271094083786011
03_to_06	pair	1.280806	0.736802	1.738331	-0.24724982678890228	0.7477630972862244
03_to_07	pair	1.032151	0.602932	1.711887	-0.31936073303222656	0.7923023700714111
03_to_08	pair	0.689765	0.595277	1.158729	-0.02026921510696411	0.3688458800315857
03_to_09	pair	0.854874	0.933473	0.915800	0.45111072063446045	0.3184410035610199
03_to_10	pair	1.388659	1.387854	1.000580	0.2577645480632782	0.35241833329200745
04_to_01	pair	2.357017	1.757933	1.340789	0.00892779789865017	0.49323317408561707
04_to_02	pair	1.474286	1.117767	1.318957	0.013667096383869648	0.46910360455513
04_to_03	pair	0.523998	0.430736	1.216518	0.018120599910616875	0.3923269212245941
04_to_04	identity	0.039697	0.000000	3969743.847847	nan	nan
04_to_05	pair	0.395094	0.284151	1.390436	-0.09563080966472626	0.48712456226348877
04_to_06	pair	0.592609	0.343432	1.725548	-0.21862486004829407	0.7486229538917542
04_to_07	pair	0.515105	0.314625	1.637202	-0.16116438806056976	0.7968035936355591
04_to_08	pair	0.626777	0.620997	1.009307	0.4022994637489319	0.3563614785671234
04_to_09	pair	1.182171	1.170016	1.010389	0.30494123697280884	0.375918447971344
04_to_10	pair	1.961601	1.667818	1.176149	0.13967180252075195	0.45087867975234985
05_to_01	pair	2.900949	1.939337	1.495846	-0.035726889967918396	0.5798349976539612
05_to_02	pair	2.006672	1.374538	1.459888	-0.04671059921383858	0.5517250895500183
05_to_03	pair	0.885608	0.617180	1.434927	-0.048645980656147	0.574601411819458
05_to_04	pair	0.319335	0.256714	1.243931	0.012607110664248466	0.43359094858169556
05_to_05	identity	0.030052	0.000000	3005198.948085	nan	nan
05_to_06	pair	0.244427	0.174373	1.401744	-0.18136397004127502	0.5552376508712769
05_to_07	pair	0.363468	0.293269	1.239369	0.16057878732681274	0.4967927038669586
05_to_08	pair	0.778257	0.756909	1.028203	0.3254777789115906	0.3479079306125641
05_to_09	pair	1.512672	1.353130	1.117906	0.1913854330778122	0.4121450185775757
05_to_10	pair	2.424099	1.846185	1.313032	0.07113058865070343	0.5197618007659912
06_to_01	pair	3.150408	1.981551	1.589869	-0.08541617542505264	0.6255015134811401
06_to_02	pair	2.164993	1.446801	1.496400	-0.09969572722911835	0.5585897564888
06_to_03	pair	1.086169	0.710533	1.528668	-0.13631922006607056	0.6530126929283142
06_to_04	pair	0.487259	0.317153	1.536354	-0.09807741641998291	0.7357060313224792
06_to_05	pair	0.213705	0.176437	1.211222	-0.08964667469263077	0.36850520968437195
06_to_06	identity	0.036985	0.000000	3698454.797268	nan	nan
06_to_07	pair	0.309118	0.289389	1.068173	0.34230685234069824	0.39368727803230286
06_to_08	pair	0.818873	0.764632	1.070938	0.24618786573410034	0.3561899662017822
06_to_09	pair	1.633813	1.384286	1.180257	0.11105317622423172	0.40993985533714294
06_to_10	pair	2.533350	1.883605	1.344947	0.006318111903965473	0.4998725950717926
07_to_01	pair	2.850507	1.825172	1.561774	-0.12284061312675476	0.6004435420036316
07_to_02	pair	1.898761	1.263763	1.502466	-0.19350630044937134	0.5470017790794373
07_to_03	pair	0.915230	0.575902	1.589211	-0.28492873907089233	0.6573717594146729
07_to_04	pair	0.446163	0.294472	1.515129	-0.027135051786899567	0.6963499784469604
07_to_05	pair	0.400615	0.324354	1.235116	0.19166067242622375	0.5156559348106384
07_to_06	pair	0.349954	0.324711	1.077739	0.1240447387099266	0.25058066844940186
07_to_07	identity	0.058216	0.000000	5821609.497070	nan	nan
07_to_08	pair	0.563320	0.520397	1.082481	0.18083617091178894	0.3178218603134155
07_to_09	pair	1.350423	1.127299	1.197928	0.03672881796956062	0.387668251991272
07_to_10	pair	2.160217	1.674435	1.290117	-0.041304755955934525	0.43547770380973816
08_to_01	pair	1.871132	1.332599	1.404122	-0.19574123620986938	0.4549920856952667
08_to_02	pair	1.172755	0.835580	1.403521	-0.29214879870414734	0.5148583650588989
08_to_03	pair	0.715567	0.603450	1.185793	0.14596091210842133	0.4890153706073761
08_to_04	pair	0.698150	0.648474	1.076604	0.3691561222076416	0.4482743442058563
08_to_05	pair	0.847753	0.777473	1.090395	0.3057505786418915	0.42815837264060974
08_to_06	pair	0.934715	0.804975	1.161173	0.18355539441108704	0.40283340215682983
08_to_07	pair	0.640657	0.527915	1.213561	0.056710440665483475	0.419175922870636
08_to_08	identity	0.040867	0.000000	4086714.610457	nan	nan
08_to_09	pair	0.676735	0.617439	1.096034	0.013120663352310658	0.23765085637569427
08_to_10	pair	1.404751	1.164246	1.206576	-0.09544185549020767	0.30780741572380066
09_to_01	pair	1.009373	0.737823	1.368042	-0.22989532351493835	0.4058438837528229
09_to_02	pair	0.674243	0.574083	1.174469	0.11127064377069473	0.47757771611213684
09_to_03	pair	0.917911	0.976947	0.939570	0.4705294072628021	0.31550243496894836
09_to_04	pair	1.291740	1.215438	1.062777	0.29182496666908264	0.41694602370262146
09_to_05	pair	1.833932	1.420780	1.290793	0.12081124633550644	0.5417203903198242
09_to_06	pair	2.036217	1.436105	1.417875	0.048315294086933136	0.5913388729095459
09_to_07	pair	1.674468	1.164576	1.437835	-0.037812136113643646	0.5901806950569153
09_to_08	pair	0.742107	0.631314	1.175497	-0.01372761931270361	0.32327526807785034
09_to_09	identity	0.039678	0.000000	3967756.032944	nan	nan
09_to_10	pair	0.659116	0.513644	1.283216	-0.12888893485069275	0.3468596041202545
10_to_01	pair	0.289125	0.240849	1.200439	-0.23273296654224396	0.3118695318698883
10_to_02	pair	0.667978	0.733723	0.910395	0.45793500542640686	0.30120784044265747
10_to_03	pair	1.581507	1.450115	1.090608	0.22444649040699005	0.43871384859085083
10_to_04	pair	2.587051	1.794148	1.441938	0.07703238725662231	0.6659260988235474
10_to_05	pair	3.431502	2.027448	1.692523	-0.01399612333625555	0.7844425439834595
10_to_06	pair	3.762844	2.087041	1.802956	-0.05938734859228134	0.8223466277122498
10_to_07	pair	3.200561	1.793024	1.785008	-0.08169908821582794	0.8319719433784485
10_to_08	pair	1.820770	1.222729	1.489104	-0.12661565840244293	0.5492650270462036
10_to_09	pair	0.818154	0.544993	1.501219	-0.11351937800645828	0.5530357956886292
10_to_10	identity	0.028135	0.000000	2813499.420881	nan	nan
